,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"alpha[Chisholm Jr., Jazz]",-0.804,0.131,-1.04,-0.543,0.001,0.001,11800.0,5477.0,1.0
"alpha[Outman, James]",-0.879,0.135,-1.132,-0.62,0.001,0.002,13983.0,6298.0,1.0
"alpha[Fitzgerald, Tyler]",-0.862,0.194,-1.233,-0.494,0.001,0.003,16987.0,5780.0,1.0
"alpha[Meadows, Parker]",-0.44,0.161,-0.75,-0.153,0.002,0.002,8844.0,5008.0,1.0
"alpha[Doyle, Brenton]",-0.785,0.116,-1.011,-0.573,0.001,0.001,11832.0,6552.0,1.0
"alpha[Rafaela, Ceddanne]",-0.975,0.154,-1.262,-0.688,0.001,0.002,13789.0,5789.0,1.0
"alpha[Abreu, Wilyer]",-0.963,0.201,-1.349,-0.595,0.002,0.002,13773.0,6235.0,1.0
"alpha[Butler, Lawrence]",-0.902,0.184,-1.252,-0.56,0.001,0.002,17723.0,5289.0,1.0
"alpha[Wall, Forrest]",-0.906,0.218,-1.326,-0.505,0.002,0.003,15069.0,5578.0,1.0
"alpha[Young, Jacob]",-0.577,0.136,-0.84,-0.332,0.001,0.002,12135.0,6201.0,1.0
"alpha[Perkins, Blake]",-0.727,0.155,-1.01,-0.433,0.001,0.002,14747.0,5938.0,1.0
"alpha[Adell, Jo]",-0.881,0.203,-1.26,-0.504,0.002,0.003,14021.0,5997.0,1.0
"alpha[McNeil, Jeff]",-0.89,0.21,-1.282,-0.489,0.002,0.003,15910.0,5750.0,1.0
"alpha[Crow-Armstrong, Pete]",-0.722,0.146,-0.986,-0.442,0.001,0.002,11323.0,6178.0,1.0
"alpha[Canario, Alexander]",-0.9,0.212,-1.311,-0.514,0.002,0.003,15572.0,5768.0,1.0
"alpha[Kiner-Falefa, Isiah]",-0.808,0.183,-1.152,-0.469,0.001,0.002,15869.0,6404.0,1.0
"alpha[Matos, Luis]",-1.087,0.169,-1.41,-0.779,0.001,0.002,12947.0,5496.0,1.0
"alpha[Carter, Evan]",-0.842,0.21,-1.244,-0.455,0.002,0.003,12137.0,5366.0,1.0
"alpha[Paris, Kyren]",-0.905,0.211,-1.304,-0.51,0.002,0.003,11441.0,5794.0,1.0
"alpha[Wiemer, Joey]",-0.822,0.152,-1.107,-0.542,0.001,0.002,13835.0,5653.0,1.0
"alpha[Raley, Luke]",-0.934,0.204,-1.314,-0.556,0.002,0.003,14787.0,5756.0,1.0
"alpha[Myers, Dane]",-0.886,0.189,-1.233,-0.52,0.001,0.002,16648.0,6246.0,1.0
"alpha[Domínguez, Jasson]",-0.908,0.21,-1.301,-0.507,0.002,0.003,15047.0,5850.0,1.0
"alpha[Jones, Nolan]",-1.003,0.206,-1.4,-0.624,0.002,0.003,13687.0,5731.0,1.0
"alpha[Meckler, Wade]",-0.858,0.197,-1.228,-0.488,0.002,0.003,15344.0,5298.0,1.0
"alpha[Colás, Oscar]",-0.895,0.196,-1.267,-0.522,0.002,0.002,14821.0,5764.0,1.0
"alpha[Velazquez, Andrew]",-0.906,0.212,-1.307,-0.509,0.002,0.003,14040.0,5938.0,1.0
"alpha[Rengifo, Luis]",-0.869,0.212,-1.268,-0.475,0.002,0.003,12388.0,6077.0,1.0
"alpha[Palacios, Richie]",-0.896,0.203,-1.282,-0.515,0.002,0.003,13638.0,5995.0,1.0
"alpha[Marlowe, Cade]",-0.9,0.212,-1.295,-0.489,0.002,0.003,15595.0,5755.0,1.0
"alpha[Adams, Jordyn]",-0.903,0.198,-1.264,-0.525,0.002,0.002,15608.0,6071.0,1.0
"alpha[McKinstry, Zach]",-0.821,0.209,-1.199,-0.419,0.002,0.003,12943.0,5938.0,1.0
"alpha[Martínez, J.P.]",-0.9,0.213,-1.288,-0.505,0.002,0.003,14714.0,5915.0,1.0
"alpha[Ramos, Heliot]",-1.073,0.172,-1.394,-0.746,0.002,0.002,11447.0,6362.0,1.0
"alpha[Cowser, Colton]",-0.973,0.179,-1.308,-0.637,0.001,0.002,15154.0,6030.0,1.0
"alpha[McKinney, Billy]",-0.945,0.205,-1.335,-0.557,0.002,0.003,15184.0,5907.0,1.0
"alpha[Cabbage, Trey]",-0.896,0.211,-1.287,-0.497,0.002,0.003,14614.0,5831.0,1.0
"alpha[DeLuca, Jonny]",-0.873,0.177,-1.202,-0.538,0.001,0.002,14659.0,5930.0,1.0
"alpha[Fletcher, Dominic]",-1.036,0.175,-1.367,-0.706,0.002,0.002,12877.0,5838.0,1.0
"alpha[Frazier, Clint]",-0.939,0.21,-1.347,-0.552,0.002,0.003,15620.0,5707.0,1.0
"alpha[Guthrie, Dalton]",-0.907,0.206,-1.288,-0.509,0.002,0.003,14871.0,5275.0,1.0
"alpha[Wisely, Brett]",-1.04,0.21,-1.434,-0.637,0.002,0.003,13955.0,5493.0,1.0
"alpha[Short, Zack]",-0.945,0.209,-1.349,-0.556,0.002,0.003,14361.0,5406.0,1.0
"alpha[Edwards, Xavier]",-0.961,0.216,-1.367,-0.561,0.002,0.003,15381.0,5570.0,1.0
"alpha[Cabrera, Oswaldo]",-0.931,0.209,-1.333,-0.546,0.002,0.003,12756.0,5473.0,1.0
"alpha[Lukes, Nathan]",-0.876,0.207,-1.259,-0.482,0.002,0.003,12390.0,6121.0,1.0
"alpha[Sosa, Edmundo]",-0.886,0.215,-1.312,-0.505,0.002,0.003,13405.0,5945.0,1.0
"alpha[Pages, Andy]",-0.767,0.169,-1.082,-0.443,0.002,0.002,11658.0,5584.0,1.0
"alpha[Merrill, Jackson]",-0.757,0.143,-1.026,-0.491,0.001,0.002,11271.0,6236.0,1.0
"alpha[Keirsey Jr., DaShawn]",-0.916,0.212,-1.311,-0.513,0.002,0.003,16430.0,6120.0,1.0
"alpha[Cruz, Oneil]",-0.839,0.193,-1.206,-0.479,0.002,0.003,13835.0,5801.0,1.0
"alpha[McCray, Grant]",-0.902,0.176,-1.221,-0.562,0.001,0.002,14392.0,5987.0,1.0
"alpha[Pérez, Wenceel]",-0.854,0.199,-1.214,-0.469,0.001,0.003,18534.0,5444.0,1.0
"alpha[Clase, Jonatan]",-0.961,0.208,-1.375,-0.584,0.002,0.003,16887.0,5702.0,1.0
"alpha[Lockridge, Brandon]",-0.868,0.212,-1.299,-0.487,0.002,0.003,13508.0,5904.0,1.0
"alpha[Cook, Billy]",-0.847,0.212,-1.234,-0.443,0.002,0.003,13289.0,5222.0,1.0
"alpha[Sanoja, Javier]",-0.87,0.216,-1.274,-0.466,0.002,0.003,15302.0,5609.0,1.0
"alpha[Stowers, Kyle]",-0.908,0.204,-1.308,-0.543,0.002,0.002,13551.0,5853.0,1.0
"alpha[Martin, Austin]",-1.089,0.188,-1.439,-0.739,0.002,0.002,12279.0,5775.0,1.0
"alpha[Loperfido, Joey]",-0.938,0.201,-1.314,-0.561,0.002,0.003,14927.0,5619.0,1.0
"alpha[Wilson, Weston]",-0.924,0.208,-1.306,-0.524,0.002,0.003,15815.0,5705.0,1.0
"alpha[Scott II, Victor]",-0.823,0.178,-1.154,-0.489,0.001,0.002,15266.0,5333.0,1.0
"alpha[Langford, Wyatt]",-0.931,0.203,-1.309,-0.543,0.002,0.003,13736.0,5568.0,1.0
"alpha[Dunn, Blake]",-0.92,0.214,-1.329,-0.52,0.002,0.003,12618.0,5332.0,1.0
"alpha[Crews, Dylan]",-0.858,0.21,-1.232,-0.451,0.002,0.003,17105.0,6182.0,1.0
"alpha[DeLoach, Zach]",-0.887,0.212,-1.29,-0.485,0.002,0.003,15000.0,5885.0,1.0
"alpha[Teodosio, Bryce]",-0.961,0.21,-1.357,-0.573,0.002,0.003,13317.0,5651.0,1.0
"alpha[Helman, Michael]",-0.899,0.214,-1.315,-0.499,0.002,0.003,13232.0,5915.0,1.0
"alpha[Schneemann, Daniel]",-0.836,0.199,-1.215,-0.459,0.002,0.002,13781.0,5955.0,1.0
"alpha[Freeman, Tyler]",-0.994,0.171,-1.31,-0.667,0.001,0.002,13556.0,6256.0,1.0
"alpha[Hinds, Rece]",-0.891,0.212,-1.277,-0.479,0.002,0.003,12022.0,5869.0,1.0
"alpha[Barrosa, Jorge]",-0.889,0.211,-1.26,-0.473,0.002,0.003,14471.0,6165.0,1.0
"alpha[Beck, Jordan]",-0.895,0.21,-1.309,-0.503,0.002,0.003,13834.0,5450.0,1.0
"alpha[Misner, Kameron]",-0.875,0.213,-1.275,-0.481,0.002,0.003,15248.0,5700.0,1.0
"alpha[Martínez, Angel]",-0.933,0.203,-1.303,-0.539,0.002,0.003,13801.0,6115.0,1.0
"alpha[Vilade, Ryan]",-0.89,0.211,-1.275,-0.491,0.002,0.003,15422.0,5841.0,1.0
"alpha[Julks, Corey]",-0.953,0.211,-1.348,-0.545,0.002,0.003,12482.0,6138.0,1.0
"alpha[Gonzalez, Romy]",-0.909,0.22,-1.3,-0.472,0.002,0.003,16319.0,5626.0,1.0
"alpha[Ellis, Duke]",-0.892,0.212,-1.301,-0.503,0.002,0.003,12796.0,6001.0,1.0
"alpha[Lee, Jung Hoo]",-0.905,0.187,-1.26,-0.559,0.002,0.002,14404.0,5834.0,1.0
"alpha[Arias, Gabriel]",-0.957,0.211,-1.346,-0.561,0.002,0.003,15045.0,5769.0,1.0
"alpha[Rosario, Eddie]",-0.943,0.213,-1.327,-0.532,0.002,0.003,14963.0,5931.0,1.0
"alpha[Schuemann, Max]",-0.934,0.215,-1.354,-0.528,0.002,0.003,16058.0,4930.0,1.0
"alpha[Taylor, Samad]",-0.9,0.214,-1.288,-0.492,0.002,0.003,12977.0,5847.0,1.0
"alpha[Berroa, Steward]",-0.903,0.215,-1.289,-0.48,0.002,0.003,12197.0,5454.0,1.0
"beta_speed[Siri, Jose]",-15.039,0.586,-16.114,-13.954,0.009,0.007,4720.0,5925.0,1.0
"beta_speed[Tucker, Kyle]",-14.492,0.661,-15.803,-13.227,0.006,0.01,13931.0,5438.0,1.0
"beta_speed[Duvall, Adam]",-14.552,0.597,-15.691,-13.45,0.005,0.008,12954.0,5516.0,1.0
"beta_speed[Heredia, Guillermo]",-14.645,0.602,-15.81,-13.529,0.006,0.008,11539.0,5318.0,1.0
"beta_speed[McCormick, Chas]",-14.08,0.586,-15.161,-12.963,0.008,0.007,6134.0,6391.0,1.0
"beta_speed[Bellinger, Cody]",-14.767,0.529,-15.866,-13.851,0.006,0.006,7799.0,6378.0,1.0
"beta_speed[Hernández, Enrique]",-14.082,0.567,-15.148,-13.021,0.008,0.006,4616.0,5905.0,1.0
"beta_speed[Verdugo, Alex]",-14.271,0.64,-15.379,-12.936,0.006,0.01,10614.0,5421.0,1.0
"beta_speed[Betts, Mookie]",-14.432,0.63,-15.579,-13.199,0.006,0.009,13213.0,6031.0,1.0
"beta_speed[Taylor, Chris]",-14.403,0.626,-15.544,-13.171,0.005,0.009,13420.0,5770.0,1.0
"beta_speed[Lux, Gavin]",-14.525,0.679,-15.79,-13.186,0.005,0.011,17487.0,5674.0,1.0
"beta_speed[Daza, Yonathan]",-14.253,0.561,-15.272,-13.142,0.007,0.007,7298.0,6058.0,1.0
"beta_speed[McCarthy, Jake]",-14.769,0.625,-16.006,-13.646,0.007,0.009,8600.0,5240.0,1.0
"beta_speed[Engel, Adam]",-14.377,0.607,-15.472,-13.139,0.005,0.008,12402.0,6090.0,1.0
"beta_speed[Baddoo, Akil]",-14.234,0.613,-15.419,-13.067,0.007,0.008,8985.0,6003.0,1.0
"beta_speed[Sierra, Magneuris]",-14.408,0.62,-15.659,-13.28,0.005,0.008,12938.0,6108.0,1.0
"beta_speed[Jankowski, Travis]",-14.814,0.641,-16.098,-13.676,0.007,0.009,8521.0,5640.0,1.0
"beta_speed[Herrera, Odúbel]",-14.108,0.613,-15.184,-12.876,0.007,0.008,7654.0,6185.0,1.0
"beta_speed[Marte, Starling]",-14.332,0.581,-15.379,-13.164,0.006,0.007,9894.0,6316.0,1.0
"beta_speed[Bolt, Skye]",-14.608,0.624,-15.814,-13.438,0.005,0.01,14715.0,5461.0,1.0
"beta_speed[Taylor, Michael A.]",-14.48,0.491,-15.405,-13.536,0.005,0.006,9059.0,5524.0,1.0
"beta_speed[Robert Jr., Luis]",-14.436,0.489,-15.332,-13.462,0.005,0.005,10235.0,6929.0,1.0
"beta_speed[Meyers, Jake]",-14.893,0.562,-15.972,-13.894,0.008,0.006,5595.0,6524.0,1.0
"beta_speed[Slater, Austin]",-14.121,0.599,-15.22,-12.976,0.007,0.007,7340.0,6326.0,1.0
"beta_speed[Yastrzemski, Mike]",-14.394,0.604,-15.562,-13.239,0.006,0.009,11725.0,5444.0,1.0
"beta_speed[Pache, Cristian]",-14.084,0.585,-15.154,-12.941,0.008,0.007,6173.0,6197.0,1.0
"beta_speed[Cain, Lorenzo]",-14.589,0.621,-15.825,-13.41,0.005,0.009,13482.0,6078.0,1.0
"beta_speed[Kiermaier, Kevin]",-13.929,0.547,-14.895,-12.884,0.01,0.005,3323.0,5031.0,1.0
"beta_speed[Duggar, Steven]",-14.176,0.643,-15.368,-12.927,0.007,0.008,8289.0,5655.0,1.0
"beta_speed[Bryant, Kris]",-14.654,0.648,-15.856,-13.404,0.006,0.009,12655.0,5508.0,1.0
"beta_speed[Ortega, Rafael]",-14.731,0.588,-15.891,-13.666,0.006,0.008,9795.0,6017.0,1.0
"beta_speed[Marsh, Brandon]",-14.884,0.571,-15.968,-13.828,0.007,0.006,6617.0,6653.0,1.0
"beta_speed[Kelenic, Jarred]",-14.556,0.561,-15.608,-13.451,0.005,0.008,12282.0,5647.0,1.0
"beta_speed[Lagares, Juan]",-14.719,0.635,-15.953,-13.524,0.006,0.009,11094.0,5470.0,1.0
"beta_speed[Straw, Myles]",-14.327,0.494,-15.27,-13.41,0.005,0.006,8411.0,6327.0,1.0
"beta_speed[Peters, DJ]",-14.608,0.646,-15.869,-13.376,0.005,0.01,15228.0,5212.0,1.0
"beta_speed[McKenna, Ryan]",-14.546,0.63,-15.716,-13.318,0.005,0.008,14263.0,6078.0,1.0
"beta_speed[Springer, George]",-14.262,0.611,-15.421,-13.073,0.006,0.008,10167.0,5875.0,1.0
"beta_speed[Mullins, Cedric]",-14.391,0.482,-15.331,-13.495,0.005,0.006,9917.0,6641.0,1.0
"beta_speed[Thomas, Lane]",-14.352,0.584,-15.488,-13.265,0.006,0.008,11397.0,6380.0,1.0
"beta_speed[Renfroe, Hunter]",-14.301,0.675,-15.524,-12.961,0.007,0.01,10390.0,5377.0,1.0
"beta_speed[Hilliard, Sam]",-14.253,0.596,-15.332,-13.09,0.006,0.008,9479.0,6349.0,1.0
"beta_speed[Varsho, Daulton]",-14.594,0.563,-15.715,-13.553,0.005,0.007,11453.0,6688.0,1.0
"beta_speed[Buxton, Byron]",-14.846,0.584,-15.991,-13.775,0.006,0.007,8739.0,5995.0,1.0
"beta_speed[Bader, Harrison]",-15.068,0.567,-16.174,-14.059,0.009,0.006,4187.0,5667.0,1.0
"beta_speed[Gardner, Brett]",-14.298,0.597,-15.388,-13.077,0.006,0.008,10904.0,6200.0,1.0
"beta_speed[Bradley Jr., Jackie]",-14.843,0.598,-16.041,-13.775,0.007,0.007,8226.0,6654.0,1.0
"beta_speed[Grisham, Trent]",-14.276,0.509,-15.174,-13.247,0.006,0.006,8327.0,6160.0,1.0
"beta_speed[Friedl, TJ]",-14.407,0.548,-15.407,-13.297,0.006,0.006,9141.0,6463.0,1.0
"beta_speed[Gamel, Ben]",-14.409,0.624,-15.597,-13.181,0.006,0.01,12830.0,5451.0,1.0
"beta_speed[Phillips, Brett]",-14.823,0.628,-16.065,-13.677,0.007,0.008,8718.0,5648.0,1.0
"beta_speed[Vierling, Matt]",-14.643,0.576,-15.766,-13.59,0.005,0.008,11138.0,6246.0,1.0
"beta_speed[Nimmo, Brandon]",-15.117,0.574,-16.22,-14.135,0.009,0.006,4011.0,6454.0,1.0
"beta_speed[Stevenson, Andrew]",-14.439,0.638,-15.668,-13.208,0.006,0.009,12927.0,5659.0,1.0
"beta_speed[Taylor, Tyrone]",-14.333,0.571,-15.389,-13.178,0.005,0.008,13017.0,5867.0,1.0
"beta_speed[Margot, Manuel]",-14.663,0.6,-15.839,-13.557,0.006,0.008,11062.0,5759.0,1.0
"beta_speed[DeShields, Delino]",-14.563,0.664,-15.886,-13.317,0.006,0.011,13281.0,4726.0,1.0
"beta_speed[Reynolds, Bryan]",-14.67,0.552,-15.779,-13.683,0.006,0.007,9408.0,6270.0,1.0
"beta_speed[Fargas, Johneshwy]",-14.534,0.659,-15.8,-13.285,0.006,0.01,14271.0,5839.0,1.0
"beta_speed[Taveras, Leody]",-14.356,0.48,-15.242,-13.439,0.005,0.005,7839.0,6579.0,1.0
"beta_speed[Tatis Jr., Fernando]",-14.228,0.68,-15.477,-12.908,0.007,0.011,8967.0,5362.0,1.0
"beta_speed[Ward, Taylor]",-14.388,0.674,-15.68,-13.107,0.006,0.011,12247.0,5247.0,1.0
"beta_speed[Barrero, José]",-14.114,0.673,-15.334,-12.792,0.008,0.01,8526.0,5611.0,1.0
"beta_speed[De La Cruz, Bryan]",-14.436,0.612,-15.613,-13.234,0.006,0.008,11448.0,6143.0,1.0
"beta_speed[Isbel, Kyle]",-13.935,0.586,-15.011,-12.838,0.009,0.006,4584.0,5946.0,1.0
"beta_speed[Carlson, Dylan]",-14.52,0.558,-15.546,-13.422,0.006,0.007,9632.0,6112.0,1.0
"beta_speed[Hampson, Garrett]",-14.562,0.575,-15.712,-13.495,0.005,0.008,12887.0,6283.0,1.0
"beta_speed[Thompson, Trayce]",-14.474,0.604,-15.668,-13.351,0.005,0.009,12807.0,5541.0,1.0
"beta_speed[Olivares, Edward]",-14.486,0.684,-15.848,-13.218,0.006,0.01,14239.0,5900.0,1.0
"beta_speed[Reyes, Victor]",-14.314,0.657,-15.551,-13.028,0.006,0.01,11844.0,5657.0,1.0
"beta_speed[Cameron, Daz]",-14.134,0.651,-15.327,-12.879,0.008,0.009,7337.0,5535.0,1.0
"beta_speed[Brown, Seth]",-14.571,0.658,-15.849,-13.299,0.006,0.011,13397.0,5195.0,1.0
"beta_speed[Pederson, Joc]",-14.408,0.645,-15.635,-13.166,0.006,0.009,13519.0,5335.0,1.0
"beta_speed[Hamilton, Billy]",-14.585,0.637,-15.83,-13.372,0.006,0.009,12861.0,6223.0,1.0
"beta_speed[Grichuk, Randal]",-14.241,0.581,-15.311,-13.116,0.006,0.008,8393.0,6084.0,1.0
"beta_speed[Zimmer, Bradley]",-14.553,0.602,-15.735,-13.434,0.005,0.008,12809.0,5836.0,1.0
"beta_speed[Gordon, Nick]",-14.326,0.608,-15.402,-13.065,0.006,0.008,9268.0,5499.0,1.0
"beta_speed[Dyson, Jarrod]",-14.31,0.659,-15.491,-12.975,0.006,0.009,11638.0,5977.0,1.0
"beta_speed[Florial, Estevan]",-14.384,0.63,-15.589,-13.155,0.005,0.009,13993.0,5594.0,1.0
"beta_speed[Dickerson, Corey]",-14.522,0.662,-15.788,-13.265,0.006,0.011,13867.0,4893.0,1.0
"beta_speed[García, Leury]",-14.088,0.676,-15.36,-12.835,0.009,0.009,6665.0,5719.0,1.0
"beta_speed[Judge, Aaron]",-14.734,0.558,-15.828,-13.708,0.006,0.006,8400.0,6484.0,1.0
"beta_speed[Hill, Derek]",-14.504,0.582,-15.667,-13.442,0.006,0.007,10709.0,6358.0,1.0
"beta_speed[Akiyama, Shogo]",-14.558,0.634,-15.824,-13.368,0.005,0.01,13720.0,5601.0,1.0
"beta_speed[Hays, Austin]",-14.431,0.645,-15.631,-13.155,0.006,0.01,13814.0,5667.0,1.0
"beta_speed[Pillar, Kevin]",-14.424,0.593,-15.556,-13.297,0.005,0.008,12534.0,6233.0,1.0
"beta_speed[Winker, Jesse]",-14.473,0.678,-15.782,-13.145,0.006,0.011,13287.0,5384.0,1.0
"beta_speed[Brinson, Lewis]",-14.297,0.647,-15.479,-12.976,0.006,0.01,11638.0,5672.0,1.0
"beta_speed[Happ, Ian]",-13.641,0.737,-14.833,-12.185,0.014,0.009,2689.0,5201.0,1.0
"beta_speed[Marte, Ketel]",-14.223,0.613,-15.37,-13.051,0.007,0.008,7687.0,5546.0,1.0
"beta_speed[Aquino, Aristides]",-14.574,0.661,-15.861,-13.32,0.006,0.01,11326.0,5389.0,1.0
"beta_speed[Almora Jr., Albert]",-14.436,0.629,-15.604,-13.209,0.006,0.009,13164.0,5406.0,1.0
"beta_speed[Naquin, Tyler]",-14.217,0.617,-15.336,-12.994,0.007,0.008,8706.0,5525.0,1.0
"beta_speed[Cave, Jake]",-14.341,0.637,-15.598,-13.123,0.006,0.009,11041.0,5301.0,1.0
"beta_speed[Wade, Tyler]",-14.429,0.673,-15.683,-13.064,0.006,0.011,13913.0,5173.0,1.0
"beta_speed[Dubón, Mauricio]",-14.29,0.59,-15.387,-13.115,0.006,0.008,10107.0,6458.0,1.0
"beta_speed[Tucker, Cole]",-14.34,0.654,-15.55,-13.051,0.006,0.01,12673.0,5248.0,1.0
"beta_speed[Hermosillo, Michael]",-14.409,0.658,-15.708,-13.19,0.006,0.01,13866.0,5406.0,1.0
"beta_speed[Santana, Danny]",-14.526,0.655,-15.788,-13.278,0.006,0.011,13804.0,5051.0,1.0
"beta_speed[Duran, Jarren]",-14.405,0.543,-15.464,-13.384,0.005,0.007,10373.0,6261.0,1.0
"beta_speed[Bonifacio, Jorge]",-14.441,0.674,-15.73,-13.112,0.006,0.011,14328.0,5846.0,1.0
"beta_speed[Robles, Victor]",-14.418,0.524,-15.409,-13.39,0.005,0.006,9281.0,6021.0,1.0
"beta_speed[Palacios, Joshua]",-14.476,0.663,-15.719,-13.206,0.006,0.01,11547.0,5408.0,1.0
"beta_speed[Williams, Luke]",-14.169,0.68,-15.412,-12.826,0.007,0.01,8942.0,5680.0,1.0
"beta_speed[Goodwin, Brian]",-14.532,0.639,-15.74,-13.249,0.005,0.009,13857.0,5785.0,1.0
"beta_speed[Fraley, Jake]",-14.255,0.65,-15.528,-13.043,0.007,0.009,9360.0,6083.0,1.0
"beta_speed[Refsnyder, Rob]",-14.224,0.627,-15.346,-12.991,0.006,0.009,10022.0,5642.0,1.0
"beta_speed[Davis, Jonathan]",-14.03,0.644,-15.212,-12.789,0.009,0.008,4919.0,5638.0,1.0
"beta_speed[Moniak, Mickey]",-15.307,0.687,-16.619,-14.14,0.012,0.008,3116.0,5190.0,1.0
"beta_speed[Martin, Jason]",-14.51,0.684,-15.793,-13.131,0.006,0.011,14506.0,5126.0,1.0
"beta_speed[Park, Hoy]",-14.483,0.681,-15.783,-13.169,0.005,0.01,18014.0,5758.0,1.0
"beta_speed[García, Adolis]",-14.181,0.599,-15.286,-13.021,0.007,0.007,8107.0,6473.0,1.0
"beta_speed[Goodrum, Niko]",-14.299,0.684,-15.609,-13.017,0.006,0.013,12390.0,5486.0,1.0
"beta_speed[Smith, Pavin]",-14.296,0.641,-15.5,-13.042,0.006,0.009,10774.0,5375.0,1.0
"beta_speed[Marisnick, Jake]",-14.858,0.638,-16.131,-13.731,0.007,0.009,8723.0,5446.0,1.0
"beta_speed[Kepler, Max]",-14.534,0.652,-15.792,-13.301,0.005,0.01,15338.0,5725.0,1.0
"beta_speed[White, Eli]",-14.481,0.625,-15.685,-13.284,0.005,0.009,14905.0,5906.0,1.0
"beta_speed[Allen, Greg]",-14.208,0.664,-15.415,-12.904,0.007,0.009,9411.0,5535.0,1.0
"beta_speed[Tapia, Raimel]",-14.44,0.63,-15.713,-13.297,0.005,0.009,13566.0,5599.0,1.0
"beta_speed[Profar, Jurickson]",-14.376,0.658,-15.648,-13.092,0.006,0.01,11689.0,5216.0,1.0
"beta_speed[Laureano, Ramón]",-14.63,0.592,-15.818,-13.532,0.005,0.007,12888.0,6606.0,1.0
"beta_speed[Pollock, AJ]",-14.822,0.667,-16.144,-13.605,0.007,0.01,10022.0,5716.0,1.0
"beta_speed[Oliva, Jared]",-14.505,0.677,-15.81,-13.179,0.006,0.011,13122.0,4850.0,1.0
"beta_speed[Mercado, Óscar]",-14.431,0.652,-15.698,-13.212,0.006,0.01,13947.0,5701.0,1.0
"beta_speed[Celestino, Gilberto]",-14.714,0.602,-15.896,-13.596,0.007,0.008,8492.0,5388.0,1.0
"beta_speed[Tauchman, Mike]",-14.566,0.589,-15.679,-13.417,0.005,0.008,12716.0,6626.0,1.0
"beta_speed[Harrison, Monte]",-14.562,0.666,-15.788,-13.266,0.006,0.011,13035.0,5402.0,1.0
"beta_speed[Reddick, Josh]",-14.5,0.658,-15.767,-13.224,0.005,0.009,15807.0,5746.0,1.0
"beta_speed[Fairchild, Stuart]",-14.805,0.613,-15.961,-13.632,0.007,0.008,9046.0,5794.0,1.0
"beta_speed[Bruján, Vidal]",-14.486,0.647,-15.692,-13.222,0.006,0.011,12648.0,4786.0,1.0
"beta_speed[Freeman, Mike]",-14.481,0.662,-15.724,-13.206,0.006,0.011,13645.0,5714.0,1.0
"beta_speed[O'Grady, Brian]",-14.474,0.674,-15.784,-13.156,0.005,0.011,15705.0,5048.0,1.0
"beta_speed[Parra, Gerardo]",-14.534,0.647,-15.84,-13.305,0.005,0.01,14728.0,5430.0,1.0
"beta_speed[Inciarte, Ender]",-14.457,0.642,-15.664,-13.198,0.006,0.009,12518.0,6123.0,1.0
"beta_speed[Trammell, Taylor]",-14.524,0.626,-15.731,-13.356,0.005,0.009,13488.0,5810.0,1.0
"beta_speed[Locastro, Tim]",-14.486,0.647,-15.675,-13.164,0.006,0.01,13386.0,5230.0,1.0
"beta_speed[Heath, Nick]",-14.59,0.679,-15.988,-13.336,0.006,0.011,11955.0,4789.0,1.0
"beta_speed[Heineman, Scott]",-14.518,0.661,-15.795,-13.257,0.006,0.01,13575.0,5771.0,1.0
"beta_speed[Ramírez, Harold]",-14.467,0.657,-15.719,-13.216,0.006,0.009,14207.0,5649.0,1.0
"beta_speed[Canha, Mark]",-14.728,0.666,-15.992,-13.473,0.006,0.011,12315.0,5538.0,1.0
"beta_speed[Williams, Mason]",-14.636,0.652,-15.966,-13.461,0.006,0.01,12016.0,5436.0,1.0
"beta_speed[García, Avisaíl]",-14.491,0.658,-15.799,-13.276,0.006,0.01,13830.0,5206.0,1.0
"beta_speed[Mateo, Jorge]",-14.487,0.674,-15.78,-13.218,0.006,0.011,11717.0,5523.0,1.0
"beta_speed[Thomas, Dillon]",-14.49,0.677,-15.792,-13.184,0.006,0.01,14229.0,5734.0,1.0
"beta_speed[Garlick, Kyle]",-14.477,0.661,-15.812,-13.249,0.006,0.011,12877.0,5676.0,1.0
"beta_speed[Lewis, Kyle]",-14.539,0.613,-15.78,-13.412,0.005,0.009,15130.0,5309.0,1.0
"beta_speed[Maybin, Cameron]",-14.411,0.669,-15.738,-13.152,0.006,0.011,13234.0,4913.0,1.0
"beta_speed[Harrison, Josh]",-14.486,0.669,-15.824,-13.242,0.005,0.011,15629.0,5382.0,1.0
"beta_speed[Luplow, Jordan]",-14.639,0.658,-15.985,-13.454,0.006,0.01,13655.0,5297.0,1.0
"beta_speed[Jones, JaCoby]",-14.202,0.631,-15.322,-12.918,0.008,0.008,6572.0,5908.0,1.0
"beta_speed[Torreyes, Ronald]",-14.47,0.675,-15.779,-13.177,0.006,0.011,14228.0,5538.0,1.0
"beta_speed[Hoerner, Nico]",-14.471,0.66,-15.685,-13.172,0.006,0.01,14095.0,5288.0,1.0
"beta_speed[Castro, Harold]",-14.53,0.663,-15.747,-13.21,0.006,0.01,13558.0,5708.0,1.0
"beta_speed[Barrera, Luis]",-14.55,0.681,-15.865,-13.287,0.006,0.011,14482.0,5322.0,1.0
"beta_speed[Andreoli, John]",-14.494,0.673,-15.772,-13.207,0.005,0.01,15865.0,6243.0,1.0
