,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_speed[Berti, Jon]",-14.497,0.657,-15.805,-13.274,0.005,0.011,15537.0,5183.0,1.0
"beta_speed[Trout, Mike]",-14.632,0.532,-15.674,-13.65,0.005,0.006,9799.0,6638.0,1.0
"beta_speed[LaMarre, Ryan]",-14.484,0.672,-15.811,-13.243,0.006,0.011,13050.0,5343.0,1.0
"beta_speed[Senzel, Nick]",-14.525,0.584,-15.648,-13.394,0.005,0.008,12296.0,6310.0,1.0
"beta_speed[Rosario, Amed]",-14.486,0.683,-15.807,-13.148,0.005,0.011,16884.0,4665.0,1.0
"beta_speed[Adrianza, Ehire]",-14.387,0.668,-15.639,-13.079,0.006,0.01,13831.0,5857.0,1.0
"beta_speed[Acuña Jr., Ronald]",-14.495,0.674,-15.824,-13.218,0.006,0.011,12000.0,5780.0,1.0
"beta_speed[Dahl, David]",-14.495,0.653,-15.74,-13.23,0.006,0.011,13685.0,5205.0,1.0
"beta_speed[Hicks, Aaron]",-14.366,0.575,-15.454,-13.244,0.006,0.008,9983.0,6356.0,1.0
"beta_speed[Difo, Wilmer]",-14.465,0.673,-15.767,-13.169,0.006,0.01,14094.0,5630.0,1.0
"beta_speed[Quinn, Roman]",-14.723,0.655,-15.998,-13.49,0.006,0.01,12329.0,5591.0,1.0
"beta_speed[Pham, Tommy]",-14.606,0.637,-15.899,-13.451,0.006,0.01,13242.0,5572.0,1.0
"beta_speed[Schebler, Scott]",-14.447,0.664,-15.698,-13.166,0.006,0.01,13325.0,5572.0,1.0
"beta_speed[Kingery, Scott]",-14.55,0.676,-15.888,-13.241,0.006,0.011,12957.0,5216.0,1.0
"beta_speed[Fowler, Dustin]",-14.131,0.662,-15.323,-12.828,0.008,0.009,7463.0,5562.0,1.0
"beta_speed[Hurst, Scott]",-14.481,0.665,-15.807,-13.249,0.005,0.01,15460.0,5455.0,1.0
"beta_speed[Alford, Anthony]",-13.965,0.715,-15.32,-12.586,0.01,0.011,5194.0,5460.0,1.0
"beta_speed[Haggerty, Sam]",-14.636,0.675,-15.927,-13.334,0.005,0.01,15780.0,5942.0,1.0
"beta_speed[Haseley, Adam]",-14.164,0.658,-15.359,-12.862,0.007,0.009,9361.0,6078.0,1.0
"beta_speed[Wade Jr., LaMonte]",-14.488,0.665,-15.816,-13.267,0.006,0.01,13408.0,5363.0,1.0
"beta_speed[Arozarena, Randy]",-14.535,0.653,-15.758,-13.271,0.005,0.01,15167.0,6294.0,1.0
"beta_speed[Owings, Chris]",-14.49,0.662,-15.781,-13.234,0.005,0.011,15488.0,5130.0,1.0
"beta_speed[Robson, Jacob]",-14.48,0.681,-15.751,-13.124,0.006,0.011,14214.0,5519.0,1.0
"beta_speed[Harris II, Michael]",-14.476,0.516,-15.475,-13.51,0.005,0.006,11055.0,6363.0,1.0
"beta_speed[Rodríguez, Julio]",-15.308,0.621,-16.506,-14.252,0.012,0.006,2675.0,4963.0,1.0
"beta_speed[DeLuzio, Ben]",-14.621,0.662,-15.898,-13.349,0.006,0.01,12305.0,5530.0,1.0
"beta_speed[Morel, Christopher]",-14.398,0.629,-15.599,-13.151,0.005,0.009,14323.0,5357.0,1.0
"beta_speed[Siani, Michael]",-14.553,0.587,-15.699,-13.458,0.005,0.008,12685.0,6216.0,1.0
"beta_speed[Waters, Drew]",-14.514,0.61,-15.699,-13.362,0.005,0.009,13440.0,5538.0,1.0
"beta_speed[Bae, Ji Hwan]",-14.795,0.641,-16.028,-13.58,0.007,0.01,8809.0,5105.0,1.0
"beta_speed[Greene, Riley]",-14.365,0.56,-15.451,-13.301,0.006,0.007,10218.0,6141.0,1.0
"beta_speed[Nootbaar, Lars]",-14.762,0.598,-15.902,-13.645,0.006,0.008,9894.0,5815.0,1.0
"beta_speed[Gore, Terrance]",-14.482,0.674,-15.796,-13.214,0.006,0.01,14341.0,5677.0,1.0
"beta_speed[Call, Alex]",-14.667,0.605,-15.894,-13.581,0.006,0.008,12397.0,5931.0,1.0
"beta_speed[Bleday, JJ]",-14.509,0.536,-15.533,-13.469,0.005,0.007,10257.0,6576.0,1.0
"beta_speed[Mitchell, Garrett]",-14.492,0.602,-15.633,-13.307,0.005,0.009,14964.0,5817.0,1.0
"beta_speed[Almonte, Abraham]",-14.427,0.681,-15.692,-13.059,0.005,0.012,15385.0,4842.0,1.0
"beta_speed[Thompson, Bubba]",-14.358,0.638,-15.605,-13.138,0.005,0.009,14080.0,5918.0,1.0
"beta_speed[Velázquez, Nelson]",-14.143,0.649,-15.339,-12.887,0.008,0.008,5876.0,5571.0,1.0
"beta_speed[Benson, Will]",-14.458,0.624,-15.646,-13.282,0.005,0.01,14248.0,5651.0,1.0
"beta_speed[Contreras, Mark]",-14.512,0.69,-15.928,-13.26,0.006,0.011,15378.0,5090.0,1.0
"beta_speed[Azócar, José]",-14.607,0.612,-15.781,-13.449,0.005,0.009,13700.0,5623.0,1.0
"beta_speed[Payton, Mark]",-14.448,0.674,-15.758,-13.141,0.006,0.011,14266.0,5148.0,1.0
"beta_speed[Carroll, Corbin]",-14.589,0.595,-15.719,-13.46,0.005,0.008,11764.0,6442.0,1.0
"beta_speed[Kreidler, Ryan]",-14.478,0.675,-15.833,-13.214,0.006,0.01,14486.0,5841.0,1.0
"beta_speed[Brennan, Will]",-14.232,0.649,-15.415,-12.922,0.007,0.009,9780.0,5132.0,1.0
"beta_speed[Thomas, Alek]",-15.027,0.578,-16.198,-14.045,0.009,0.006,4221.0,6352.0,1.0
"beta_speed[Suwinski, Jack]",-14.423,0.563,-15.569,-13.406,0.006,0.007,9114.0,6302.0,1.0
"beta_speed[Moore, Dylan]",-14.471,0.657,-15.709,-13.16,0.006,0.01,13159.0,5582.0,1.0
"beta_speed[O'Neill, Tyler]",-14.507,0.656,-15.82,-13.291,0.006,0.011,13280.0,4779.0,1.0
"beta_speed[Wisdom, Patrick]",-14.446,0.677,-15.761,-13.156,0.005,0.011,18259.0,5845.0,1.0
"beta_speed[Castro, Willi]",-14.3,0.604,-15.507,-13.183,0.006,0.008,10916.0,6559.0,1.0
"beta_speed[Aguilar, Ryan]",-14.493,0.678,-15.854,-13.221,0.006,0.01,14804.0,5510.0,1.0
"beta_speed[Merrifield, Whit]",-14.228,0.663,-15.377,-12.871,0.006,0.009,10799.0,6082.0,1.0
"beta_speed[Burdick, Peyton]",-14.456,0.667,-15.762,-13.205,0.005,0.01,14916.0,5836.0,1.0
"beta_speed[Stevenson, Cal]",-14.689,0.662,-15.91,-13.377,0.006,0.01,12496.0,5540.0,1.0
"beta_speed[Cordero, Franchy]",-14.483,0.67,-15.744,-13.174,0.006,0.01,13310.0,5240.0,1.0
"beta_speed[Myers, Wil]",-14.457,0.667,-15.703,-13.129,0.006,0.01,12150.0,5996.0,1.0
"beta_speed[Bernard, Wynton]",-14.47,0.662,-15.791,-13.237,0.006,0.011,14554.0,5428.0,1.0
"beta_speed[Eaton, Nate]",-14.576,0.656,-15.794,-13.275,0.006,0.01,14026.0,5470.0,1.0
"beta_speed[Davis, Jaylin]",-14.466,0.665,-15.805,-13.224,0.006,0.01,14068.0,5771.0,1.0
"beta_speed[Johnson, Bryce]",-14.517,0.644,-15.683,-13.192,0.005,0.01,14479.0,4649.0,1.0
"beta_speed[Frazier, Adam]",-14.492,0.667,-15.811,-13.244,0.005,0.01,15405.0,5181.0,1.0
"beta_speed[Lowe, Josh]",-14.517,0.655,-15.743,-13.207,0.005,0.012,15653.0,4538.0,1.0
"beta_speed[Ruiz, Esteury]",-14.69,0.6,-15.89,-13.628,0.006,0.008,9974.0,5762.0,1.0
"beta_speed[Sánchez, Jesús]",-14.346,0.599,-15.462,-13.156,0.005,0.008,12826.0,5779.0,1.0
"beta_speed[Gallo, Joey]",-14.556,0.674,-15.829,-13.208,0.006,0.01,14134.0,5856.0,1.0
"beta_speed[McCutchen, Andrew]",-14.505,0.665,-15.815,-13.227,0.006,0.011,13757.0,5464.0,1.0
"beta_speed[Madris, Bligh]",-14.452,0.672,-15.789,-13.181,0.006,0.012,14009.0,5275.0,1.0
"beta_speed[Crook, Narciso]",-14.487,0.676,-15.808,-13.173,0.006,0.011,14264.0,5238.0,1.0
"beta_speed[Kwan, Steven]",-14.475,0.672,-15.739,-13.184,0.006,0.011,11472.0,6006.0,1.0
"beta_speed[Lopez, Otto]",-14.475,0.682,-15.74,-13.115,0.006,0.012,14704.0,5035.0,1.0
"beta_speed[Lee, Khalil]",-14.472,0.68,-15.827,-13.186,0.006,0.012,13053.0,5276.0,1.0
"beta_speed[Swaggerty, Travis]",-14.464,0.67,-15.754,-13.16,0.006,0.01,10439.0,4984.0,1.0
"beta_speed[Strange-Gordon, Dee]",-14.494,0.663,-15.766,-13.214,0.006,0.011,13285.0,4982.0,1.0
"beta_speed[Lewis, Royce]",-14.487,0.666,-15.767,-13.217,0.006,0.01,12895.0,5545.0,1.0
"beta_speed[Hicklen, Brewer]",-14.492,0.674,-15.725,-13.131,0.006,0.01,12536.0,5910.0,1.0
"beta_speed[Blanco, Dairon]",-14.241,0.651,-15.451,-12.968,0.007,0.01,9171.0,5276.0,1.0
"beta_speed[Edman, Tommy]",-14.405,0.613,-15.53,-13.188,0.006,0.009,12299.0,5567.0,1.0
"beta_speed[Heyward, Jason]",-14.248,0.656,-15.43,-12.917,0.007,0.009,9206.0,5870.0,1.0
"beta_speed[Whitefield, Aaron]",-14.517,0.684,-15.842,-13.236,0.006,0.012,12536.0,5291.0,1.0
"beta_speed[González, Luis]",-14.54,0.654,-15.833,-13.318,0.005,0.01,17181.0,5489.0,1.0
"beta_speed[McDonald, Mickey]",-14.472,0.675,-15.742,-13.129,0.006,0.01,14689.0,5815.0,1.0
"beta_speed[Muzziotti, Símon]",-14.446,0.667,-15.71,-13.151,0.006,0.011,12804.0,4662.0,1.0
"beta_speed[Rojas, Johan]",-14.719,0.575,-15.844,-13.649,0.006,0.007,9265.0,5714.0,1.0
"beta_speed[Frelick, Sal]",-14.399,0.623,-15.567,-13.169,0.005,0.01,13282.0,5409.0,1.0
"beta_speed[Chisholm Jr., Jazz]",-14.26,0.563,-15.324,-13.192,0.007,0.007,7384.0,5677.0,1.0
"beta_speed[Outman, James]",-14.713,0.576,-15.764,-13.569,0.006,0.007,10048.0,6135.0,1.0
"beta_speed[Fitzgerald, Tyler]",-14.711,0.653,-15.992,-13.485,0.006,0.009,10583.0,6028.0,1.0
"beta_speed[Meadows, Parker]",-13.841,0.659,-14.963,-12.519,0.012,0.007,3210.0,6040.0,1.0
"beta_speed[Doyle, Brenton]",-15.056,0.584,-16.186,-14.017,0.009,0.007,4696.0,6388.0,1.0
"beta_speed[Rafaela, Ceddanne]",-14.196,0.601,-15.232,-12.958,0.007,0.008,7629.0,5994.0,1.0
"beta_speed[Abreu, Wilyer]",-14.519,0.661,-15.777,-13.227,0.006,0.01,13931.0,4868.0,1.0
"beta_speed[Butler, Lawrence]",-14.418,0.623,-15.659,-13.247,0.006,0.009,11007.0,5938.0,1.0
"beta_speed[Wall, Forrest]",-14.478,0.665,-15.744,-13.188,0.005,0.011,16692.0,5352.0,1.0
"beta_speed[Young, Jacob]",-14.815,0.575,-15.911,-13.758,0.006,0.007,8447.0,5958.0,1.0
"beta_speed[Perkins, Blake]",-14.828,0.618,-16.082,-13.727,0.007,0.009,8362.0,5306.0,1.0
"beta_speed[Adell, Jo]",-14.516,0.642,-15.755,-13.283,0.006,0.01,13601.0,5626.0,1.0
"beta_speed[McNeil, Jeff]",-14.511,0.667,-15.829,-13.249,0.006,0.011,13522.0,5174.0,1.0
"beta_speed[Crow-Armstrong, Pete]",-14.693,0.58,-15.839,-13.608,0.006,0.007,9756.0,6429.0,1.0
"beta_speed[Canario, Alexander]",-14.471,0.648,-15.74,-13.219,0.006,0.01,12766.0,5448.0,1.0
"beta_speed[Kiner-Falefa, Isiah]",-14.616,0.633,-15.814,-13.401,0.005,0.009,14075.0,6248.0,1.0
"beta_speed[Matos, Luis]",-14.492,0.609,-15.626,-13.31,0.005,0.009,14856.0,5880.0,1.0
"beta_speed[Carter, Evan]",-14.565,0.668,-15.89,-13.305,0.006,0.01,12740.0,5481.0,1.0
"beta_speed[Paris, Kyren]",-14.471,0.671,-15.749,-13.15,0.006,0.01,12841.0,5660.0,1.0
"beta_speed[Wiemer, Joey]",-14.293,0.606,-15.397,-13.05,0.006,0.008,9953.0,5481.0,1.0
"beta_speed[Raley, Luke]",-14.498,0.653,-15.752,-13.252,0.006,0.01,13079.0,5477.0,1.0
"beta_speed[Myers, Dane]",-14.503,0.631,-15.701,-13.247,0.006,0.009,12026.0,5308.0,1.0
"beta_speed[Domínguez, Jasson]",-14.501,0.669,-15.805,-13.231,0.005,0.012,14761.0,5277.0,1.0
"beta_speed[Jones, Nolan]",-14.292,0.681,-15.526,-12.931,0.007,0.012,10495.0,4796.0,1.0
"beta_speed[Meckler, Wade]",-14.531,0.66,-15.808,-13.265,0.005,0.01,14852.0,5597.0,1.0
"beta_speed[Colás, Oscar]",-14.647,0.66,-15.913,-13.394,0.005,0.009,14959.0,5877.0,1.0
"beta_speed[Velazquez, Andrew]",-14.475,0.67,-15.769,-13.178,0.005,0.01,15051.0,5843.0,1.0
"beta_speed[Rengifo, Luis]",-14.529,0.667,-15.883,-13.295,0.006,0.01,12962.0,5546.0,1.0
"beta_speed[Palacios, Richie]",-14.345,0.66,-15.58,-13.049,0.007,0.009,10218.0,6228.0,1.0
"beta_speed[Marlowe, Cade]",-14.494,0.667,-15.81,-13.248,0.006,0.011,14456.0,5766.0,1.0
"beta_speed[Adams, Jordyn]",-14.633,0.653,-15.831,-13.331,0.006,0.009,12234.0,5940.0,1.0
"beta_speed[McKinstry, Zach]",-14.479,0.678,-15.783,-13.175,0.006,0.011,13300.0,5161.0,1.0
"beta_speed[Martínez, J.P.]",-14.481,0.665,-15.76,-13.214,0.005,0.01,15489.0,5685.0,1.0
"beta_speed[Ramos, Heliot]",-13.945,0.664,-15.128,-12.675,0.01,0.008,4958.0,5747.0,1.0
"beta_speed[Cowser, Colton]",-14.632,0.616,-15.863,-13.501,0.006,0.009,11901.0,5498.0,1.0
"beta_speed[McKinney, Billy]",-14.212,0.687,-15.457,-12.856,0.007,0.01,9687.0,5677.0,1.0
"beta_speed[Cabbage, Trey]",-14.486,0.669,-15.732,-13.171,0.006,0.01,14550.0,6048.0,1.0
"beta_speed[DeLuca, Jonny]",-14.738,0.641,-16.02,-13.577,0.006,0.009,10092.0,5011.0,1.0
"beta_speed[Fletcher, Dominic]",-14.622,0.628,-15.771,-13.388,0.005,0.01,13641.0,5578.0,1.0
"beta_speed[Frazier, Clint]",-14.463,0.669,-15.807,-13.219,0.005,0.01,14752.0,5780.0,1.0
"beta_speed[Guthrie, Dalton]",-14.462,0.661,-15.734,-13.191,0.006,0.01,14039.0,5406.0,1.0
"beta_speed[Wisely, Brett]",-14.374,0.656,-15.644,-13.117,0.006,0.01,13217.0,5207.0,1.0
"beta_speed[Short, Zack]",-14.333,0.681,-15.679,-13.091,0.006,0.01,12894.0,5400.0,1.0
"beta_speed[Edwards, Xavier]",-14.391,0.677,-15.651,-13.052,0.006,0.01,13429.0,5463.0,1.0
"beta_speed[Cabrera, Oswaldo]",-14.434,0.663,-15.72,-13.195,0.006,0.01,13741.0,5352.0,1.0
"beta_speed[Lukes, Nathan]",-14.391,0.667,-15.65,-13.098,0.006,0.01,13864.0,5517.0,1.0
"beta_speed[Sosa, Edmundo]",-14.494,0.661,-15.806,-13.234,0.006,0.01,14347.0,5292.0,1.0
"beta_speed[Pages, Andy]",-14.919,0.648,-16.127,-13.675,0.009,0.009,6021.0,5569.0,1.0
"beta_speed[Merrill, Jackson]",-15.112,0.657,-16.359,-13.914,0.01,0.008,4749.0,5736.0,1.0
"beta_speed[Keirsey Jr., DaShawn]",-14.525,0.684,-15.884,-13.256,0.006,0.011,13997.0,5659.0,1.0
"beta_speed[Cruz, Oneil]",-14.474,0.648,-15.685,-13.162,0.006,0.01,12921.0,5394.0,1.0
"beta_speed[McCray, Grant]",-14.42,0.622,-15.604,-13.239,0.005,0.009,15165.0,5421.0,1.0
"beta_speed[Pérez, Wenceel]",-14.588,0.657,-15.878,-13.351,0.005,0.012,15520.0,5083.0,1.0
"beta_speed[Clase, Jonatan]",-14.446,0.668,-15.647,-13.064,0.006,0.011,13612.0,5074.0,1.0
"beta_speed[Lockridge, Brandon]",-14.524,0.656,-15.883,-13.333,0.005,0.011,16210.0,5721.0,1.0
"beta_speed[Cook, Billy]",-14.531,0.645,-15.737,-13.269,0.005,0.01,16129.0,6199.0,1.0
"beta_speed[Sanoja, Javier]",-14.457,0.684,-15.742,-13.124,0.006,0.011,14822.0,5257.0,1.0
"beta_speed[Stowers, Kyle]",-14.247,0.672,-15.497,-12.929,0.007,0.01,9917.0,5445.0,1.0
"beta_speed[Martin, Austin]",-14.601,0.641,-15.831,-13.347,0.005,0.009,14000.0,5836.0,1.0
"beta_speed[Loperfido, Joey]",-14.26,0.643,-15.45,-12.96,0.006,0.01,10513.0,5705.0,1.0
"beta_speed[Wilson, Weston]",-14.474,0.669,-15.817,-13.25,0.006,0.01,12734.0,5631.0,1.0
"beta_speed[Scott II, Victor]",-14.48,0.635,-15.672,-13.217,0.005,0.009,13247.0,5553.0,1.0
"beta_speed[Langford, Wyatt]",-14.364,0.657,-15.629,-13.096,0.006,0.01,11267.0,5096.0,1.0
"beta_speed[Dunn, Blake]",-14.459,0.681,-15.769,-13.131,0.006,0.011,12440.0,5595.0,1.0
"beta_speed[Crews, Dylan]",-14.425,0.671,-15.659,-13.064,0.006,0.01,13699.0,5051.0,1.0
"beta_speed[DeLoach, Zach]",-14.469,0.675,-15.803,-13.176,0.006,0.011,12671.0,5313.0,1.0
"beta_speed[Teodosio, Bryce]",-14.438,0.657,-15.721,-13.198,0.006,0.011,13973.0,4502.0,1.0
"beta_speed[Helman, Michael]",-14.492,0.664,-15.792,-13.227,0.005,0.01,15127.0,5603.0,1.0
"beta_speed[Schneemann, Daniel]",-14.578,0.662,-15.918,-13.356,0.006,0.01,13732.0,5550.0,1.0
"beta_speed[Freeman, Tyler]",-14.205,0.612,-15.313,-12.977,0.006,0.008,9974.0,5490.0,1.0
"beta_speed[Hinds, Rece]",-14.497,0.679,-15.768,-13.144,0.006,0.01,12932.0,5231.0,1.0
"beta_speed[Barrosa, Jorge]",-14.527,0.666,-15.823,-13.264,0.005,0.01,15446.0,5906.0,1.0
"beta_speed[Beck, Jordan]",-14.52,0.686,-15.914,-13.24,0.005,0.012,15686.0,5023.0,1.0
"beta_speed[Misner, Kameron]",-14.497,0.661,-15.738,-13.201,0.006,0.01,11639.0,5506.0,1.0
"beta_speed[Martínez, Angel]",-14.488,0.659,-15.783,-13.188,0.005,0.01,15085.0,5290.0,1.0
"beta_speed[Vilade, Ryan]",-14.24,0.688,-15.521,-12.888,0.007,0.011,9470.0,5351.0,1.0
"beta_speed[Julks, Corey]",-14.381,0.669,-15.708,-13.14,0.006,0.01,11442.0,5668.0,1.0
"beta_speed[Gonzalez, Romy]",-14.476,0.674,-15.748,-13.162,0.006,0.01,12959.0,5775.0,1.0
"beta_speed[Ellis, Duke]",-14.523,0.684,-15.843,-13.21,0.005,0.011,16538.0,4499.0,1.0
"beta_speed[Lee, Jung Hoo]",-14.356,0.646,-15.578,-13.101,0.006,0.01,12820.0,5897.0,1.0
"beta_speed[Arias, Gabriel]",-14.383,0.67,-15.703,-13.102,0.005,0.011,15229.0,4759.0,1.0
"beta_speed[Rosario, Eddie]",-14.518,0.655,-15.774,-13.263,0.005,0.01,15080.0,5224.0,1.0
"beta_speed[Schuemann, Max]",-14.424,0.682,-15.661,-13.051,0.006,0.011,11966.0,5618.0,1.0
"beta_speed[Taylor, Samad]",-14.487,0.679,-15.833,-13.22,0.005,0.011,16606.0,5294.0,1.0
"beta_speed[Berroa, Steward]",-14.471,0.675,-15.734,-13.152,0.005,0.011,15948.0,5491.0,1.0
"beta_cos[Siri, Jose]",-0.57,0.125,-0.813,-0.343,0.001,0.001,13094.0,6437.0,1.0
"beta_cos[Tucker, Kyle]",-0.336,0.224,-0.74,0.102,0.002,0.003,16465.0,5300.0,1.0
"beta_cos[Duvall, Adam]",-0.338,0.162,-0.645,-0.032,0.001,0.002,16035.0,5468.0,1.0
"beta_cos[Heredia, Guillermo]",-0.309,0.164,-0.622,-0.012,0.001,0.002,15256.0,5651.0,1.0
"beta_cos[McCormick, Chas]",-0.518,0.142,-0.764,-0.224,0.001,0.002,13008.0,6129.0,1.0
"beta_cos[Bellinger, Cody]",-0.36,0.108,-0.57,-0.163,0.001,0.001,14633.0,5751.0,1.0
"beta_cos[Hernández, Enrique]",0.074,0.132,-0.164,0.327,0.001,0.002,12453.0,6331.0,1.0
"beta_cos[Verdugo, Alex]",-0.359,0.183,-0.691,-0.007,0.002,0.002,14086.0,5353.0,1.0
"beta_cos[Betts, Mookie]",-0.347,0.21,-0.716,0.072,0.002,0.003,14600.0,5782.0,1.0
"beta_cos[Taylor, Chris]",-0.604,0.19,-0.961,-0.238,0.002,0.002,15429.0,5982.0,1.0
"beta_cos[Lux, Gavin]",-0.398,0.226,-0.839,0.007,0.002,0.003,16729.0,5267.0,1.0
"beta_cos[Daza, Yonathan]",-0.375,0.14,-0.628,-0.104,0.001,0.002,16969.0,6054.0,1.0
"beta_cos[McCarthy, Jake]",-0.367,0.163,-0.67,-0.056,0.001,0.002,13763.0,6164.0,1.0
"beta_cos[Engel, Adam]",-0.398,0.169,-0.714,-0.08,0.002,0.002,12217.0,5687.0,1.0
"beta_cos[Baddoo, Akil]",-0.384,0.161,-0.687,-0.082,0.001,0.002,16555.0,5064.0,1.0
"beta_cos[Sierra, Magneuris]",-0.211,0.184,-0.543,0.132,0.002,0.002,13589.0,5554.0,1.0
"beta_cos[Jankowski, Travis]",-0.62,0.197,-1.002,-0.258,0.002,0.002,12373.0,5937.0,1.0
"beta_cos[Herrera, Odúbel]",-0.21,0.151,-0.489,0.074,0.001,0.002,15823.0,5469.0,1.0
"beta_cos[Marte, Starling]",-0.339,0.152,-0.618,-0.05,0.001,0.002,15148.0,6273.0,1.0
"beta_cos[Bolt, Skye]",-0.378,0.191,-0.752,-0.034,0.002,0.002,13287.0,6106.0,1.0
"beta_cos[Taylor, Michael A.]",-0.527,0.099,-0.716,-0.343,0.001,0.001,15690.0,6042.0,1.0
"beta_cos[Robert Jr., Luis]",-0.4,0.105,-0.591,-0.2,0.001,0.001,15367.0,5841.0,1.0
"beta_cos[Meyers, Jake]",-0.731,0.134,-0.985,-0.483,0.001,0.002,14052.0,5786.0,1.0
"beta_cos[Slater, Austin]",-0.21,0.155,-0.493,0.085,0.001,0.002,13729.0,5287.0,1.0
"beta_cos[Yastrzemski, Mike]",-0.449,0.158,-0.751,-0.149,0.001,0.002,15045.0,6070.0,1.0
"beta_cos[Pache, Cristian]",-0.132,0.138,-0.381,0.138,0.001,0.002,12129.0,5835.0,1.0
"beta_cos[Cain, Lorenzo]",-0.538,0.174,-0.865,-0.21,0.001,0.002,15224.0,5967.0,1.0
"beta_cos[Kiermaier, Kevin]",-0.325,0.111,-0.535,-0.117,0.001,0.001,13648.0,6233.0,1.0
"beta_cos[Duggar, Steven]",-0.092,0.181,-0.444,0.237,0.002,0.002,13338.0,5962.0,1.0
"beta_cos[Bryant, Kris]",-0.384,0.211,-0.785,0.006,0.002,0.003,16045.0,5535.0,1.0
"beta_cos[Ortega, Rafael]",-0.282,0.151,-0.558,0.014,0.001,0.002,15064.0,6261.0,1.0
"beta_cos[Marsh, Brandon]",-0.536,0.125,-0.768,-0.298,0.001,0.002,15331.0,6097.0,1.0
"beta_cos[Kelenic, Jarred]",-0.267,0.136,-0.526,-0.014,0.001,0.002,15377.0,5607.0,1.0
"beta_cos[Lagares, Juan]",-0.247,0.189,-0.609,0.107,0.002,0.002,13199.0,5632.0,1.0
"beta_cos[Straw, Myles]",-0.311,0.097,-0.5,-0.133,0.001,0.001,14172.0,6098.0,1.0
"beta_cos[Peters, DJ]",-0.321,0.2,-0.679,0.065,0.002,0.003,16629.0,5879.0,1.0
"beta_cos[McKenna, Ryan]",-0.538,0.186,-0.899,-0.191,0.002,0.002,14757.0,5996.0,1.0
"beta_cos[Springer, George]",-0.523,0.166,-0.846,-0.229,0.001,0.002,15281.0,5832.0,1.0
"beta_cos[Mullins, Cedric]",-0.554,0.093,-0.725,-0.374,0.001,0.001,16033.0,5600.0,1.0
"beta_cos[Thomas, Lane]",-0.247,0.147,-0.523,0.031,0.001,0.002,14073.0,5466.0,1.0
"beta_cos[Renfroe, Hunter]",-0.393,0.225,-0.814,0.038,0.002,0.003,16536.0,5440.0,1.0
"beta_cos[Hilliard, Sam]",-0.418,0.163,-0.733,-0.123,0.001,0.002,15423.0,5612.0,1.0
"beta_cos[Varsho, Daulton]",-0.698,0.137,-0.951,-0.438,0.001,0.002,14028.0,5854.0,1.0
"beta_cos[Buxton, Byron]",-0.499,0.139,-0.753,-0.236,0.001,0.002,15374.0,6101.0,1.0
"beta_cos[Bader, Harrison]",-0.453,0.11,-0.665,-0.252,0.001,0.001,14805.0,5811.0,1.0
"beta_cos[Gardner, Brett]",-0.767,0.168,-1.103,-0.472,0.001,0.002,13549.0,6050.0,1.0
"beta_cos[Bradley Jr., Jackie]",-0.483,0.151,-0.772,-0.213,0.001,0.002,13527.0,5688.0,1.0
"beta_cos[Grisham, Trent]",-0.121,0.102,-0.313,0.068,0.001,0.001,12511.0,6233.0,1.0
"beta_cos[Friedl, TJ]",-0.359,0.127,-0.59,-0.121,0.001,0.002,14354.0,5789.0,1.0
"beta_cos[Gamel, Ben]",-0.306,0.213,-0.691,0.113,0.002,0.003,13321.0,5575.0,1.0
"beta_cos[Phillips, Brett]",-0.31,0.163,-0.616,-0.011,0.001,0.002,13925.0,5883.0,1.0
"beta_cos[Vierling, Matt]",-0.507,0.15,-0.779,-0.213,0.001,0.002,15624.0,5505.0,1.0
"beta_cos[Nimmo, Brandon]",-0.349,0.112,-0.565,-0.14,0.001,0.001,12503.0,5525.0,1.0
"beta_cos[Stevenson, Andrew]",-0.462,0.206,-0.851,-0.069,0.002,0.003,14402.0,6005.0,1.0
"beta_cos[Taylor, Tyrone]",-0.463,0.146,-0.74,-0.192,0.001,0.002,14895.0,5279.0,1.0
"beta_cos[Margot, Manuel]",-0.565,0.165,-0.885,-0.267,0.001,0.002,12905.0,6192.0,1.0
"beta_cos[DeShields, Delino]",-0.446,0.218,-0.866,-0.051,0.002,0.003,16290.0,5657.0,1.0
"beta_cos[Reynolds, Bryan]",-0.026,0.124,-0.264,0.199,0.001,0.001,12980.0,6138.0,1.0
"beta_cos[Fargas, Johneshwy]",-0.416,0.224,-0.837,-0.002,0.002,0.003,17016.0,5995.0,1.0
"beta_cos[Taveras, Leody]",-0.471,0.094,-0.646,-0.297,0.001,0.001,14119.0,6028.0,1.0
"beta_cos[Tatis Jr., Fernando]",-0.587,0.219,-1.006,-0.183,0.002,0.003,13662.0,6168.0,1.0
"beta_cos[Ward, Taylor]",-0.363,0.213,-0.776,0.024,0.002,0.003,17054.0,5444.0,1.0
"beta_cos[Barrero, José]",-0.261,0.217,-0.667,0.149,0.002,0.003,14770.0,5774.0,1.0
"beta_cos[De La Cruz, Bryan]",-0.095,0.186,-0.445,0.256,0.002,0.002,12492.0,5697.0,1.0
"beta_cos[Isbel, Kyle]",-0.526,0.126,-0.751,-0.282,0.001,0.001,14219.0,6276.0,1.0
"beta_cos[Carlson, Dylan]",-0.207,0.132,-0.455,0.037,0.001,0.002,13436.0,5933.0,1.0
