,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"alpha[Schebler, Scott]",-2.216,0.252,-2.698,-1.756,0.002,0.003,14690.0,6813.0,1.0
"alpha[Young Jr., Eric]",-1.794,0.327,-2.395,-1.162,0.003,0.004,16441.0,6465.0,1.0
"alpha[Galloway, Isaac]",-1.67,0.35,-2.342,-1.031,0.003,0.004,15878.0,6308.0,1.0
"alpha[Locastro, Tim]",-1.984,0.248,-2.431,-1.502,0.002,0.003,14947.0,6396.0,1.0
"alpha[Stewart, DJ]",-2.848,0.262,-3.364,-2.369,0.002,0.003,13766.0,6097.0,1.0
"alpha[Tucker, Kyle]",-2.144,0.217,-2.543,-1.725,0.002,0.002,13700.0,6302.0,1.0
"alpha[Davis, Rajai]",-1.915,0.29,-2.501,-1.413,0.002,0.003,13958.0,6265.0,1.0
"alpha[Phillips, Brett]",-1.508,0.204,-1.89,-1.135,0.002,0.002,14576.0,5983.0,1.0
"alpha[Grossman, Robbie]",-2.619,0.191,-2.976,-2.257,0.002,0.002,11495.0,6643.0,1.0
"alpha[Delmonico, Nicky]",-2.446,0.287,-2.981,-1.906,0.002,0.004,15474.0,5911.0,1.0
"alpha[Cozens, Dylan]",-2.64,0.426,-3.44,-1.846,0.003,0.005,16299.0,6456.0,1.0
"alpha[Herrera, Odúbel]",-1.394,0.173,-1.718,-1.066,0.001,0.002,14493.0,7012.0,1.0
"alpha[Kivlehan, Patrick]",-2.066,0.484,-2.928,-1.121,0.003,0.007,20507.0,5766.0,1.0
"alpha[Hernández, Teoscar]",-2.143,0.173,-2.482,-1.834,0.002,0.002,12617.0,6520.0,1.0
"alpha[Tocci, Carlos]",-1.866,0.305,-2.421,-1.28,0.003,0.003,14327.0,6152.0,1.0
"alpha[Ozuna, Marcell]",-2.459,0.202,-2.841,-2.084,0.002,0.002,15454.0,6357.0,1.0
"alpha[Happ, Ian]",-1.86,0.189,-2.216,-1.508,0.002,0.002,13342.0,6887.0,1.0
"alpha[Davis, Jonathan]",-1.416,0.26,-1.912,-0.938,0.002,0.003,13470.0,5875.0,1.0
"alpha[Choo, Shin-Soo]",-2.718,0.242,-3.179,-2.274,0.002,0.003,13269.0,6677.0,1.0
"alpha[Dickerson, Corey]",-1.53,0.177,-1.875,-1.204,0.002,0.002,12329.0,6488.0,1.0
"alpha[Reyes, Victor]",-1.981,0.202,-2.369,-1.615,0.002,0.002,11751.0,6847.0,1.0
"alpha[Bonifacio, Jorge]",-2.445,0.263,-2.93,-1.94,0.002,0.003,13523.0,6711.0,1.0
"alpha[Hoskins, Rhys]",-2.466,0.26,-2.934,-1.954,0.002,0.003,12427.0,6520.0,1.0
"alpha[Jankowski, Travis]",-1.7,0.25,-2.195,-1.252,0.002,0.003,13681.0,6878.0,1.0
"alpha[Peralta, David]",-2.609,0.193,-2.973,-2.248,0.002,0.002,13511.0,5839.0,1.0
"alpha[Negrón, Kristopher]",-2.037,0.376,-2.739,-1.332,0.003,0.004,18626.0,6276.0,1.0
"alpha[Stanton, Giancarlo]",-2.1,0.266,-2.612,-1.621,0.002,0.003,14557.0,6377.0,1.0
"alpha[Stewart, Christin]",-2.532,0.266,-3.046,-2.044,0.002,0.004,14927.0,5706.0,1.0
"alpha[Guyer, Brandon]",-2.196,0.322,-2.802,-1.589,0.003,0.004,14961.0,5962.0,1.0
"alpha[Duvall, Adam]",-2.357,0.197,-2.727,-1.998,0.002,0.002,13263.0,6779.0,1.0
"alpha[Gallo, Joey]",-2.237,0.185,-2.586,-1.9,0.002,0.002,13232.0,6746.0,1.0
"alpha[Brito, Sócrates]",-2.333,0.343,-2.943,-1.646,0.003,0.004,15147.0,6263.0,1.0
"alpha[Reddick, Josh]",-2.36,0.206,-2.75,-1.981,0.002,0.002,12117.0,6869.0,1.0
"alpha[Mancini, Trey]",-2.477,0.239,-2.93,-2.033,0.002,0.003,15329.0,6628.0,1.0
"alpha[Jones, Adam]",-2.844,0.224,-3.251,-2.411,0.002,0.002,12221.0,6801.0,1.0
"alpha[Fowler, Dustin]",-1.597,0.266,-2.09,-1.097,0.002,0.003,15349.0,5970.0,1.0
"alpha[Shaw, Chris]",-2.07,0.438,-2.896,-1.266,0.003,0.006,19569.0,5697.0,1.0
"alpha[Heredia, Guillermo]",-1.846,0.185,-2.192,-1.5,0.002,0.002,13849.0,6500.0,1.0
"alpha[Span, Denard]",-2.162,0.254,-2.647,-1.697,0.002,0.003,15494.0,7092.0,1.0
"alpha[Herrera, Dilson]",-2.249,0.457,-3.152,-1.434,0.004,0.006,16478.0,5786.0,1.0
"alpha[Travis, Sam]",-2.327,0.349,-2.974,-1.66,0.003,0.004,16180.0,6726.0,1.0
"alpha[García, Adolis]",-1.624,0.219,-2.048,-1.226,0.002,0.002,12729.0,6229.0,1.0
"alpha[Robles, Victor]",-1.348,0.153,-1.63,-1.055,0.001,0.002,13242.0,6459.0,1.0
"alpha[Granderson, Curtis]",-2.073,0.236,-2.543,-1.657,0.002,0.002,12970.0,6719.0,1.0
"alpha[Luplow, Jordan]",-2.415,0.245,-2.862,-1.948,0.002,0.003,15290.0,6700.0,1.0
"alpha[Meadows, Austin]",-2.176,0.217,-2.566,-1.755,0.002,0.002,14485.0,6207.0,1.0
"alpha[Hermosillo, Michael]",-1.635,0.295,-2.169,-1.069,0.002,0.003,14911.0,5939.0,1.0
"alpha[LaMarre, Ryan]",-2.155,0.284,-2.672,-1.609,0.002,0.003,15195.0,6819.0,1.0
"alpha[Rickard, Joey]",-1.633,0.256,-2.13,-1.163,0.002,0.003,15470.0,6856.0,1.0
"alpha[Robinson, Drew]",-2.135,0.33,-2.763,-1.512,0.003,0.004,16724.0,5612.0,1.0
"alpha[García, Leury]",-1.994,0.201,-2.369,-1.613,0.002,0.002,13172.0,6367.0,1.0
"alpha[Williams, Mason]",-2.04,0.321,-2.637,-1.438,0.002,0.004,16490.0,6555.0,1.0
"alpha[Dietrich, Derek]",-2.638,0.294,-3.178,-2.091,0.003,0.003,13451.0,6858.0,1.0
"alpha[Altherr, Aaron]",-2.171,0.294,-2.71,-1.604,0.002,0.003,16357.0,6197.0,1.0
"alpha[Andreoli, John]",-1.826,0.379,-2.496,-1.082,0.003,0.005,17644.0,5380.0,1.0
"alpha[Rua, Ryan]",-2.148,0.324,-2.762,-1.544,0.003,0.004,13929.0,6586.0,1.0
"alpha[Goodwin, Brian]",-2.182,0.189,-2.544,-1.835,0.002,0.002,12991.0,6223.0,1.0
"alpha[Rosario, Eddie]",-2.255,0.169,-2.579,-1.943,0.002,0.002,12123.0,6463.0,1.0
"alpha[Pérez, Hernán]",-2.466,0.335,-3.098,-1.844,0.003,0.003,14029.0,6722.0,1.0
"alpha[Ervin, Phillip]",-2.045,0.232,-2.477,-1.602,0.002,0.002,16116.0,7288.0,1.0
"alpha[Pearce, Steve]",-2.062,0.414,-2.792,-1.26,0.003,0.005,17446.0,5722.0,1.0
"alpha[Bauers, Jake]",-2.438,0.275,-2.963,-1.935,0.002,0.003,12975.0,6528.0,1.0
"alpha[Jay, Jon]",-2.131,0.24,-2.586,-1.682,0.002,0.003,14876.0,6331.0,1.0
"alpha[Bostick, Christopher]",-2.137,0.496,-3.096,-1.243,0.004,0.006,19065.0,5845.0,1.0
"alpha[Bote, David]",-2.109,0.483,-3.015,-1.215,0.004,0.007,18246.0,5313.0,1.0
"alpha[Davis, J.D.]",-2.815,0.308,-3.413,-2.251,0.002,0.004,15501.0,6086.0,1.0
"alpha[Contreras, Willson]",-1.997,0.459,-2.851,-1.108,0.003,0.006,18814.0,5830.0,1.0
"alpha[Reinheimer, Jack]",-2.428,0.463,-3.308,-1.556,0.004,0.006,16899.0,5995.0,1.0
"alpha[Verdugo, Alex]",-1.995,0.187,-2.355,-1.647,0.002,0.002,13196.0,6993.0,1.0
"alpha[Peterson, Jace]",-2.515,0.285,-3.05,-1.978,0.002,0.003,13292.0,6570.0,1.0
"alpha[Smith, Mallex]",-1.071,0.169,-1.381,-0.744,0.001,0.002,12826.0,6440.0,1.0
"alpha[Pinder, Chad]",-2.155,0.223,-2.555,-1.713,0.002,0.002,16554.0,6973.0,1.0
"alpha[Pence, Hunter]",-2.583,0.285,-3.139,-2.063,0.002,0.004,13942.0,5980.0,1.0
"alpha[Lowe, Brandon]",-2.406,0.34,-3.059,-1.775,0.003,0.004,15586.0,5904.0,1.0
"alpha[Blash, Jabari]",-2.519,0.394,-3.279,-1.792,0.003,0.005,17607.0,6608.0,1.0
"alpha[Ortega, Rafael]",-2.09,0.232,-2.527,-1.666,0.002,0.003,15288.0,6336.0,1.0
"alpha[Frazier, Adam]",-2.318,0.318,-2.928,-1.729,0.003,0.004,14907.0,6191.0,1.0
"alpha[Nimmo, Brandon]",-1.797,0.172,-2.128,-1.483,0.002,0.002,12841.0,6033.0,1.0
"alpha[Cowart, Kaleb]",-2.179,0.475,-3.075,-1.277,0.003,0.006,18905.0,5555.0,1.0
"alpha[Merrifield, Whit]",-2.146,0.229,-2.576,-1.722,0.002,0.003,14949.0,6939.0,1.0
"alpha[Gentry, Craig]",-1.846,0.326,-2.477,-1.241,0.003,0.004,14837.0,6002.0,1.0
"alpha[Haniger, Mitch]",-1.863,0.176,-2.185,-1.525,0.002,0.002,12206.0,6465.0,1.0
"alpha[Bautista, José]",-2.432,0.309,-2.984,-1.837,0.002,0.004,16083.0,5924.0,1.0
"alpha[Robinson, Shane]",-1.829,0.374,-2.554,-1.148,0.003,0.005,16293.0,5948.0,1.0
"alpha[Hernández, Gorkys]",-1.911,0.24,-2.354,-1.443,0.002,0.003,13754.0,6464.0,1.0
"alpha[Quinn, Roman]",-1.601,0.239,-2.047,-1.159,0.002,0.003,14801.0,6719.0,1.0
"alpha[O'Hearn, Ryan]",-2.582,0.375,-3.295,-1.902,0.003,0.004,15124.0,6377.0,1.0
"alpha[Cabrera, Melky]",-3.039,0.276,-3.562,-2.535,0.002,0.003,15149.0,6666.0,1.0
"alpha[Goodrum, Niko]",-2.087,0.29,-2.646,-1.558,0.002,0.003,15611.0,5921.0,1.0
"alpha[Muñoz, Yairo]",-2.596,0.329,-3.215,-1.986,0.003,0.004,16371.0,6315.0,1.0
"alpha[Myers, Wil]",-2.226,0.198,-2.601,-1.863,0.002,0.002,13918.0,6920.0,1.0
"alpha[Adrianza, Ehire]",-2.496,0.362,-3.153,-1.799,0.003,0.005,17603.0,6138.0,1.0
"alpha[Grichuk, Randal]",-2.183,0.177,-2.515,-1.853,0.002,0.002,12175.0,6375.0,1.0
"alpha[Tucker, Preston]",-2.439,0.364,-3.122,-1.753,0.003,0.004,15783.0,6442.0,1.0
"alpha[Cave, Jake]",-2.033,0.203,-2.438,-1.673,0.002,0.002,13323.0,6466.0,1.0
"alpha[Pirela, José]",-1.969,0.369,-2.718,-1.329,0.003,0.005,17154.0,6328.0,1.0
"alpha[Gerber, Mike]",-2.182,0.388,-2.932,-1.472,0.003,0.005,17845.0,6333.0,1.0
"alpha[Desmond, Ian]",-2.2,0.254,-2.703,-1.739,0.002,0.003,12693.0,5869.0,1.0
"alpha[Dixon, Brandon]",-2.155,0.366,-2.862,-1.481,0.003,0.005,17515.0,5910.0,1.0
"alpha[Culberson, Charlie]",-2.331,0.342,-2.95,-1.68,0.003,0.004,14494.0,5890.0,1.0
"alpha[Williams, Nick]",-2.54,0.268,-3.024,-2.022,0.002,0.003,15020.0,6568.0,1.0
"alpha[Sweeney, Darnell]",-2.13,0.507,-3.11,-1.201,0.003,0.007,21789.0,5646.0,1.0
"alpha[Thames, Eric]",-2.263,0.353,-2.926,-1.603,0.003,0.004,15638.0,6738.0,1.0
"alpha[Wade, Tyler]",-2.286,0.347,-2.949,-1.655,0.003,0.004,15266.0,6390.0,1.0
"alpha[Wendle, Joey]",-2.37,0.407,-3.115,-1.607,0.003,0.005,16866.0,5741.0,1.0
"alpha[Davis, Khris]",-2.177,0.375,-2.894,-1.497,0.003,0.005,18267.0,5874.0,1.0
"alpha[Rivera, Yadiel]",-2.315,0.424,-3.092,-1.496,0.003,0.006,15821.0,5384.0,1.0
"alpha[Gamel, Ben]",-2.547,0.21,-2.97,-2.17,0.002,0.002,13010.0,6116.0,1.0
"alpha[Cuevas, Noel]",-2.205,0.352,-2.856,-1.538,0.003,0.004,17408.0,6085.0,1.0
"alpha[Jones, JaCoby]",-1.741,0.181,-2.076,-1.393,0.002,0.002,13192.0,6235.0,1.0
"alpha[Cooper, Garrett]",-2.51,0.327,-3.133,-1.888,0.003,0.004,15338.0,5888.0,1.0
"alpha[Bader, Harrison]",-1.315,0.147,-1.587,-1.039,0.001,0.002,13101.0,6941.0,1.0
"alpha[Winker, Jesse]",-2.858,0.22,-3.265,-2.439,0.002,0.002,13193.0,6504.0,1.0
"alpha[Hernández, Enrique]",-1.259,0.188,-1.63,-0.917,0.002,0.002,12224.0,6195.0,1.0
"alpha[Toles, Andrew]",-1.981,0.444,-2.831,-1.171,0.003,0.006,19655.0,6152.0,1.0
"alpha[Robertson, Daniel]",-1.987,0.459,-2.823,-1.115,0.003,0.006,18521.0,5917.0,1.0
"alpha[Kelly, Ty]",-2.26,0.48,-3.178,-1.392,0.003,0.007,20800.0,5556.0,1.0
"alpha[Frazier, Clint]",-2.746,0.252,-3.202,-2.263,0.002,0.003,14697.0,6555.0,1.0
"alpha[Joyce, Matt]",-2.42,0.26,-2.953,-1.954,0.002,0.003,17544.0,6894.0,1.0
"alpha[Jackson, Austin]",-1.934,0.248,-2.395,-1.466,0.002,0.003,13757.0,6108.0,1.0
"alpha[Astudillo, Willians]",-2.286,0.451,-3.115,-1.431,0.003,0.007,20250.0,5390.0,1.0
"alpha[Sogard, Eric]",-1.962,0.465,-2.839,-1.087,0.003,0.006,21394.0,6017.0,1.0
"alpha[Santana, Danny]",-2.462,0.288,-2.994,-1.908,0.002,0.003,15568.0,6640.0,1.0
"alpha[Walker, Christian]",-2.122,0.493,-3.046,-1.197,0.004,0.006,19502.0,5804.0,1.0
"alpha[Shuck, JB]",-2.037,0.33,-2.663,-1.423,0.003,0.004,13706.0,6642.0,1.0
"alpha[Tilson, Charlie]",-1.841,0.258,-2.314,-1.341,0.002,0.003,14965.0,6413.0,1.0
"alpha[Rasmus, Colby]",-2.268,0.397,-2.987,-1.503,0.003,0.005,21760.0,6293.0,1.0
"alpha[Williamson, Mac]",-2.393,0.306,-2.973,-1.845,0.002,0.004,16747.0,6113.0,1.0
"alpha[Szczur, Matt]",-2.219,0.417,-3.034,-1.462,0.003,0.005,18914.0,6560.0,1.0
"alpha[Rodríguez, Sean]",-2.078,0.35,-2.719,-1.426,0.003,0.004,17799.0,6367.0,1.0
"alpha[Allen, Greg]",-1.95,0.216,-2.369,-1.556,0.002,0.002,12898.0,6176.0,1.0
"alpha[Refsnyder, Rob]",-1.866,0.284,-2.415,-1.343,0.002,0.003,13572.0,6263.0,1.0
"alpha[Young, Chris]",-2.223,0.349,-2.904,-1.607,0.003,0.004,17123.0,6031.0,1.0
"alpha[Descalso, Daniel]",-1.902,0.465,-2.749,-0.983,0.003,0.006,20361.0,5687.0,1.0
"alpha[Eaton, Adam]",-2.376,0.185,-2.721,-2.024,0.002,0.002,11720.0,6064.0,1.0
"alpha[Valentín, Jesmuel]",-2.234,0.479,-3.152,-1.372,0.003,0.006,18942.0,5759.0,1.0
"alpha[Almonte, Abraham]",-2.172,0.271,-2.66,-1.648,0.002,0.003,13771.0,6251.0,1.0
"alpha[Bourjos, Peter]",-1.676,0.374,-2.383,-0.97,0.003,0.005,16830.0,6119.0,1.0
"alpha[Thompson, Trayce]",-2.201,0.285,-2.733,-1.671,0.002,0.003,14417.0,6160.0,1.0
"alpha[Martin, Russell]",-2.34,0.478,-3.229,-1.424,0.003,0.006,19688.0,5149.0,1.0
"alpha[Markakis, Nick]",-2.686,0.208,-3.093,-2.302,0.002,0.002,10731.0,6531.0,1.0
"alpha[Stevenson, Andrew]",-1.727,0.277,-2.252,-1.212,0.002,0.003,15117.0,7025.0,1.0
"alpha[Cordero, Franchy]",-2.306,0.267,-2.801,-1.795,0.002,0.003,15132.0,6134.0,1.0
"alpha[Belt, Brandon]",-2.839,0.394,-3.594,-2.117,0.003,0.005,16206.0,6091.0,1.0
"alpha[Adams, Matt]",-2.435,0.427,-3.225,-1.629,0.003,0.005,18883.0,6486.0,1.0
"alpha[Romine, Andrew]",-2.229,0.448,-3.094,-1.41,0.004,0.005,16125.0,5881.0,1.0
"alpha[Kendrick, Howie]",-2.015,0.44,-2.838,-1.182,0.003,0.006,19868.0,5356.0,1.0
"alpha[Evans, Phillip]",-2.027,0.365,-2.742,-1.373,0.003,0.004,15338.0,6496.0,1.0
"alpha[Fisher, Derek]",-1.932,0.305,-2.525,-1.39,0.003,0.003,14505.0,6664.0,1.0
"alpha[Muncy, Max]",-2.155,0.487,-3.047,-1.237,0.004,0.007,18446.0,4995.0,1.0
"alpha[Alford, Anthony]",-2.12,0.287,-2.64,-1.567,0.002,0.003,15157.0,6539.0,1.0
"alpha[Cespedes, Yoenis]",-2.783,0.342,-3.396,-2.115,0.003,0.004,15798.0,6106.0,1.0
"alpha[Herrera, Rosell]",-2.359,0.286,-2.887,-1.813,0.002,0.003,14987.0,6449.0,1.0
"alpha[Owings, Chris]",-2.122,0.272,-2.628,-1.622,0.002,0.003,14550.0,6393.0,1.0
"alpha[Pompey, Dalton]",-2.053,0.473,-2.935,-1.185,0.003,0.007,22572.0,5267.0,1.0
"alpha[Suzuki, Ichiro]",-2.319,0.406,-3.042,-1.535,0.003,0.005,17640.0,6390.0,1.0
"alpha[Dyson, Jarrod]",-2.106,0.192,-2.455,-1.731,0.002,0.002,14700.0,6775.0,1.0
"alpha[Bautista, Rafael]",-2.131,0.501,-3.074,-1.19,0.004,0.007,20263.0,5794.0,1.0
"alpha[Sierra, Moisés]",-1.915,0.456,-2.788,-1.065,0.003,0.006,18881.0,5697.0,1.0
"alpha[Marte, Jefry]",-2.248,0.496,-3.168,-1.337,0.003,0.007,22256.0,5604.0,1.0
"alpha[Gosselin, Phil]",-2.283,0.302,-2.852,-1.71,0.003,0.003,14578.0,6594.0,1.0
"alpha[Núñez, Renato]",-2.232,0.47,-3.153,-1.39,0.003,0.006,20553.0,5594.0,1.0
"alpha[Orlando, Paulo]",-2.054,0.343,-2.723,-1.434,0.003,0.004,15346.0,6711.0,1.0
"alpha[Mazara, Nomar]",-2.553,0.203,-2.943,-2.178,0.002,0.003,14235.0,6359.0,1.0
"alpha[Kingery, Scott]",-2.185,0.267,-2.657,-1.663,0.002,0.003,14656.0,6638.0,1.0
"alpha[Tauchman, Mike]",-1.954,0.234,-2.383,-1.505,0.002,0.003,15830.0,6397.0,1.0
"alpha[Bellinger, Cody]",-1.513,0.171,-1.836,-1.2,0.001,0.002,14395.0,6253.0,1.0
"alpha[Spangenberg, Cory]",-2.168,0.459,-2.997,-1.273,0.003,0.006,19322.0,5124.0,1.0
"alpha[Adams, Lane]",-2.095,0.467,-2.965,-1.202,0.004,0.006,16895.0,5629.0,1.0
"alpha[Motter, Taylor]",-1.951,0.464,-2.834,-1.083,0.003,0.006,18996.0,5825.0,1.0
"alpha[Naquin, Tyler]",-2.363,0.195,-2.719,-1.995,0.002,0.002,12320.0,6658.0,1.0
"alpha[Almora Jr., Albert]",-1.454,0.182,-1.788,-1.106,0.002,0.002,13362.0,6543.0,1.0
"alpha[Lee, Braxton]",-2.001,0.47,-2.906,-1.152,0.003,0.006,19654.0,5704.0,1.0
"alpha[Alvarez, Yordan]",-2.618,0.343,-3.263,-1.983,0.003,0.004,17176.0,5890.0,1.0
"alpha[Wade Jr., LaMonte]",-2.001,0.281,-2.487,-1.437,0.002,0.003,15309.0,6460.0,1.0
"alpha[McBroom, Ryan]",-2.54,0.393,-3.243,-1.773,0.003,0.005,19557.0,6489.0,1.0
"alpha[Tapia, Raimel]",-2.598,0.218,-3.022,-2.205,0.002,0.003,14733.0,6228.0,1.0
"alpha[Rojas, Josh]",-2.365,0.283,-2.89,-1.825,0.002,0.003,13123.0,6389.0,1.0
"alpha[Ward, Taylor]",-2.436,0.257,-2.918,-1.966,0.002,0.003,13049.0,6485.0,1.0
"alpha[Jiménez, Eloy]",-2.232,0.233,-2.682,-1.812,0.002,0.003,14539.0,6690.0,1.0
"alpha[Rodríguez, Ronny]",-2.163,0.494,-3.089,-1.231,0.004,0.007,19031.0,5150.0,1.0
"alpha[Díaz, Aledmys]",-2.291,0.395,-3.0,-1.522,0.003,0.005,19021.0,6056.0,1.0
"alpha[Beaty, Matt]",-2.267,0.316,-2.858,-1.692,0.002,0.004,16837.0,6548.0,1.0
"alpha[Pollock, AJ]",-1.785,0.175,-2.128,-1.472,0.002,0.002,11610.0,6998.0,1.0
"alpha[Miller, Brad]",-2.182,0.357,-2.857,-1.533,0.003,0.004,14976.0,6672.0,1.0
"alpha[García, Robel]",-2.365,0.472,-3.281,-1.511,0.003,0.006,19896.0,5720.0,1.0
"alpha[Dickerson, Alex]",-2.556,0.26,-3.05,-2.084,0.002,0.003,13315.0,6640.0,1.0
"alpha[Long Jr., Shed]",-2.617,0.342,-3.248,-1.952,0.003,0.004,14696.0,5999.0,1.0
"alpha[VanMeter, Josh]",-2.182,0.341,-2.823,-1.543,0.003,0.004,15608.0,7201.0,1.0
"alpha[Elmore, Jake]",-2.257,0.434,-3.06,-1.441,0.003,0.005,18010.0,5618.0,1.0
"alpha[Lopes, Tim]",-2.49,0.323,-3.085,-1.884,0.003,0.004,16400.0,6465.0,1.0
"alpha[Kramer, Kevin]",-2.24,0.432,-3.033,-1.426,0.003,0.005,18284.0,5945.0,1.0
"alpha[McNeil, Jeff]",-2.324,0.25,-2.815,-1.865,0.002,0.003,12928.0,6251.0,1.0
"alpha[Arraez, Luis]",-2.591,0.339,-3.227,-1.964,0.003,0.004,13683.0,6177.0,1.0
"alpha[Cordell, Ryan]",-1.826,0.266,-2.325,-1.328,0.002,0.003,15354.0,6661.0,1.0
"alpha[Yastrzemski, Mike]",-2.431,0.206,-2.815,-2.049,0.002,0.002,11599.0,6733.0,1.0
"alpha[Moore, Dylan]",-2.157,0.27,-2.673,-1.662,0.002,0.003,13540.0,6218.0,1.0
"alpha[Brown, Seth]",-1.727,0.274,-2.266,-1.247,0.002,0.003,15251.0,6667.0,1.0
"alpha[Naylor, Josh]",-2.514,0.253,-2.987,-2.034,0.002,0.003,14208.0,6838.0,1.0
"alpha[Miller, Ian]",-2.131,0.412,-2.95,-1.398,0.003,0.005,17092.0,6123.0,1.0
"alpha[Fletcher, David]",-1.972,0.359,-2.633,-1.299,0.003,0.004,15657.0,6343.0,1.0
