,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_speed[Jankowski, Travis]",-18.409,1.258,-20.911,-16.199,0.011,0.014,13268.0,6317.0,1.0
"beta_speed[Peralta, David]",-20.08,1.006,-21.911,-18.13,0.008,0.012,14310.0,5984.0,1.0
"beta_speed[Negrón, Kristopher]",-18.254,1.546,-21.294,-15.469,0.012,0.019,15402.0,6044.0,1.0
"beta_speed[Stanton, Giancarlo]",-18.588,1.25,-20.86,-16.219,0.011,0.014,11980.0,6304.0,1.0
"beta_speed[Stewart, Christin]",-18.574,1.217,-20.914,-16.358,0.01,0.016,14116.0,6021.0,1.0
"beta_speed[Guyer, Brandon]",-18.533,1.368,-21.076,-15.984,0.012,0.017,13923.0,6144.0,1.0
"beta_speed[Duvall, Adam]",-19.799,1.049,-21.694,-17.746,0.009,0.012,13251.0,6511.0,1.0
"beta_speed[Gallo, Joey]",-19.157,0.974,-20.894,-17.254,0.009,0.012,12055.0,5727.0,1.0
"beta_speed[Brito, Sócrates]",-18.265,1.436,-21.017,-15.579,0.011,0.017,17510.0,6119.0,1.0
"beta_speed[Reddick, Josh]",-18.177,1.004,-20.117,-16.38,0.01,0.012,10755.0,6087.0,1.0
"beta_speed[Mancini, Trey]",-17.549,1.081,-19.578,-15.539,0.009,0.013,14817.0,6126.0,1.0
"beta_speed[Jones, Adam]",-20.467,1.125,-22.614,-18.411,0.01,0.013,11614.0,5917.0,1.0
"beta_speed[Fowler, Dustin]",-17.092,1.287,-19.548,-14.728,0.011,0.015,12716.0,6068.0,1.0
"beta_speed[Shaw, Chris]",-18.369,1.645,-21.344,-15.252,0.012,0.021,19129.0,5774.0,1.0
"beta_speed[Heredia, Guillermo]",-19.241,1.085,-21.235,-17.224,0.009,0.013,13983.0,6109.0,1.0
"beta_speed[Span, Denard]",-18.138,1.245,-20.526,-15.862,0.01,0.014,14761.0,6344.0,1.0
"beta_speed[Herrera, Dilson]",-17.414,1.561,-20.374,-14.551,0.012,0.019,17281.0,6756.0,1.0
"beta_speed[Travis, Sam]",-18.128,1.484,-20.965,-15.396,0.012,0.017,16038.0,6697.0,1.0
"beta_speed[García, Adolis]",-17.123,1.116,-19.176,-15.041,0.011,0.013,11044.0,5423.0,1.0
"beta_speed[Robles, Victor]",-16.78,0.916,-18.508,-15.083,0.008,0.009,12609.0,7116.0,1.0
"beta_speed[Granderson, Curtis]",-16.113,1.072,-18.131,-14.138,0.009,0.012,13149.0,5887.0,1.0
"beta_speed[Luplow, Jordan]",-18.932,1.173,-21.027,-16.702,0.009,0.013,15533.0,6343.0,1.0
"beta_speed[Meadows, Austin]",-17.497,1.088,-19.555,-15.476,0.009,0.013,14548.0,6319.0,1.0
"beta_speed[Hermosillo, Michael]",-17.986,1.356,-20.59,-15.485,0.012,0.016,13777.0,6277.0,1.0
"beta_speed[LaMarre, Ryan]",-17.244,1.301,-19.754,-14.882,0.011,0.015,13630.0,6563.0,1.0
"beta_speed[Rickard, Joey]",-17.25,1.241,-19.648,-15.002,0.011,0.014,14005.0,6609.0,1.0
"beta_speed[Robinson, Drew]",-18.255,1.445,-21.075,-15.645,0.012,0.017,14552.0,6388.0,1.0
"beta_speed[García, Leury]",-17.303,1.033,-19.302,-15.433,0.009,0.012,12032.0,5735.0,1.0
"beta_speed[Williams, Mason]",-17.746,1.348,-20.414,-15.325,0.011,0.015,15865.0,6443.0,1.0
"beta_speed[Dietrich, Derek]",-18.271,1.214,-20.61,-16.056,0.011,0.014,12231.0,6483.0,1.0
"beta_speed[Altherr, Aaron]",-17.957,1.284,-20.439,-15.676,0.011,0.014,12526.0,6064.0,1.0
"beta_speed[Andreoli, John]",-17.956,1.507,-20.624,-14.996,0.012,0.018,16290.0,6172.0,1.0
"beta_speed[Rua, Ryan]",-18.03,1.404,-20.762,-15.467,0.012,0.016,13239.0,6285.0,1.0
"beta_speed[Goodwin, Brian]",-17.823,0.97,-19.57,-15.96,0.008,0.012,13075.0,6366.0,1.0
"beta_speed[Rosario, Eddie]",-17.882,0.879,-19.615,-16.304,0.008,0.01,11948.0,6198.0,1.0
"beta_speed[Pérez, Hernán]",-18.259,1.391,-20.889,-15.64,0.012,0.015,14551.0,6351.0,1.0
"beta_speed[Ervin, Phillip]",-18.389,1.186,-20.653,-16.215,0.01,0.013,13390.0,6470.0,1.0
"beta_speed[Pearce, Steve]",-18.492,1.683,-21.68,-15.392,0.012,0.021,18523.0,6213.0,1.0
"beta_speed[Bauers, Jake]",-17.874,1.253,-20.148,-15.493,0.011,0.013,13580.0,6583.0,1.0
"beta_speed[Jay, Jon]",-17.6,1.144,-19.736,-15.452,0.01,0.013,13261.0,6157.0,1.0
"beta_speed[Bostick, Christopher]",-17.93,1.765,-21.174,-14.494,0.013,0.025,19320.0,5198.0,1.0
"beta_speed[Bote, David]",-18.118,1.725,-21.317,-14.886,0.012,0.025,19809.0,5098.0,1.0
"beta_speed[Davis, J.D.]",-17.065,1.204,-19.333,-14.826,0.011,0.014,12972.0,6436.0,1.0
"beta_speed[Contreras, Willson]",-17.795,1.674,-21.0,-14.669,0.012,0.021,19734.0,6209.0,1.0
"beta_speed[Reinheimer, Jack]",-17.192,1.702,-20.615,-14.22,0.013,0.025,18545.0,4816.0,1.0
"beta_speed[Verdugo, Alex]",-16.503,0.961,-18.329,-14.694,0.009,0.011,11733.0,6337.0,1.0
"beta_speed[Peterson, Jace]",-19.042,1.351,-21.514,-16.504,0.011,0.014,13909.0,6609.0,1.0
"beta_speed[Smith, Mallex]",-15.758,0.956,-17.543,-13.92,0.008,0.011,13511.0,5749.0,1.0
"beta_speed[Pinder, Chad]",-18.343,1.102,-20.357,-16.242,0.009,0.013,13797.0,6317.0,1.0
"beta_speed[Pence, Hunter]",-17.973,1.264,-20.306,-15.555,0.01,0.016,14763.0,6214.0,1.0
"beta_speed[Lowe, Brandon]",-18.271,1.395,-20.941,-15.723,0.011,0.016,17159.0,6154.0,1.0
"beta_speed[Blash, Jabari]",-17.441,1.479,-20.171,-14.617,0.011,0.016,17746.0,6556.0,1.0
"beta_speed[Ortega, Rafael]",-18.953,1.199,-21.117,-16.657,0.01,0.014,14788.0,6645.0,1.0
"beta_speed[Frazier, Adam]",-18.38,1.36,-21.066,-15.962,0.011,0.015,14769.0,6720.0,1.0
"beta_speed[Nimmo, Brandon]",-18.069,0.963,-19.88,-16.269,0.009,0.011,12826.0,6693.0,1.0
"beta_speed[Cowart, Kaleb]",-18.08,1.731,-21.305,-14.813,0.012,0.023,20329.0,5643.0,1.0
"beta_speed[Merrifield, Whit]",-17.785,1.117,-19.903,-15.719,0.01,0.013,13258.0,6470.0,1.0
"beta_speed[Gentry, Craig]",-18.503,1.43,-21.221,-15.872,0.011,0.018,15852.0,6232.0,1.0
"beta_speed[Haniger, Mitch]",-17.181,0.906,-18.82,-15.387,0.009,0.01,11180.0,6265.0,1.0
"beta_speed[Bautista, José]",-18.528,1.315,-20.96,-16.036,0.011,0.018,14493.0,5974.0,1.0
"beta_speed[Robinson, Shane]",-17.568,1.58,-20.606,-14.644,0.012,0.02,16955.0,5641.0,1.0
"beta_speed[Hernández, Gorkys]",-18.782,1.23,-21.053,-16.424,0.01,0.014,13899.0,6586.0,1.0
"beta_speed[Quinn, Roman]",-18.792,1.285,-21.2,-16.412,0.011,0.014,13275.0,6875.0,1.0
"beta_speed[O'Hearn, Ryan]",-17.956,1.435,-20.674,-15.287,0.012,0.016,14371.0,6452.0,1.0
"beta_speed[Cabrera, Melky]",-18.53,1.154,-20.846,-16.455,0.009,0.014,15145.0,6000.0,1.0
"beta_speed[Goodrum, Niko]",-16.675,1.215,-18.823,-14.256,0.011,0.013,12853.0,6863.0,1.0
"beta_speed[Muñoz, Yairo]",-18.737,1.407,-21.322,-15.988,0.012,0.016,14186.0,6271.0,1.0
"beta_speed[Myers, Wil]",-19.196,1.066,-21.159,-17.197,0.009,0.013,12723.0,6470.0,1.0
"beta_speed[Adrianza, Ehire]",-17.086,1.427,-19.67,-14.305,0.012,0.018,13589.0,6087.0,1.0
"beta_speed[Grichuk, Randal]",-18.404,0.968,-20.226,-16.6,0.009,0.012,13039.0,6009.0,1.0
"beta_speed[Tucker, Preston]",-18.051,1.433,-20.704,-15.353,0.011,0.015,16058.0,6832.0,1.0
"beta_speed[Cave, Jake]",-18.454,1.093,-20.54,-16.383,0.01,0.013,12795.0,6129.0,1.0
"beta_speed[Pirela, José]",-18.603,1.545,-21.552,-15.723,0.012,0.018,15785.0,6509.0,1.0
"beta_speed[Gerber, Mike]",-18.634,1.587,-21.592,-15.637,0.012,0.019,16623.0,6530.0,1.0
"beta_speed[Desmond, Ian]",-17.501,1.167,-19.671,-15.284,0.01,0.013,12769.0,6204.0,1.0
"beta_speed[Dixon, Brandon]",-18.985,1.489,-21.913,-16.311,0.011,0.017,17977.0,6587.0,1.0
"beta_speed[Culberson, Charlie]",-17.626,1.323,-20.116,-15.154,0.012,0.015,12487.0,6321.0,1.0
"beta_speed[Williams, Nick]",-17.162,1.177,-19.438,-14.991,0.009,0.014,15918.0,6206.0,1.0
"beta_speed[Sweeney, Darnell]",-17.954,1.751,-21.263,-14.646,0.013,0.025,18006.0,5145.0,1.0
"beta_speed[Thames, Eric]",-18.109,1.407,-20.723,-15.48,0.012,0.016,14154.0,6280.0,1.0
"beta_speed[Wade, Tyler]",-18.325,1.485,-21.11,-15.55,0.012,0.018,15543.0,6200.0,1.0
"beta_speed[Wendle, Joey]",-17.811,1.6,-20.751,-14.755,0.012,0.019,17223.0,5940.0,1.0
"beta_speed[Davis, Khris]",-16.712,1.48,-19.391,-13.821,0.012,0.019,15621.0,5195.0,1.0
"beta_speed[Rivera, Yadiel]",-17.756,1.581,-20.611,-14.721,0.012,0.02,18387.0,5852.0,1.0
"beta_speed[Gamel, Ben]",-18.51,1.05,-20.451,-16.504,0.01,0.012,12107.0,6422.0,1.0
"beta_speed[Cuevas, Noel]",-18.118,1.496,-20.966,-15.358,0.012,0.019,16218.0,5664.0,1.0
"beta_speed[Jones, JaCoby]",-18.523,1.043,-20.497,-16.602,0.009,0.012,12840.0,7050.0,1.0
"beta_speed[Cooper, Garrett]",-17.797,1.299,-20.356,-15.411,0.011,0.017,14509.0,5636.0,1.0
"beta_speed[Bader, Harrison]",-17.627,0.928,-19.402,-15.962,0.008,0.011,12629.0,6710.0,1.0
"beta_speed[Winker, Jesse]",-19.532,1.06,-21.533,-17.551,0.01,0.013,12374.0,6005.0,1.0
"beta_speed[Hernández, Enrique]",-16.922,1.055,-19.024,-15.028,0.009,0.011,12353.0,7101.0,1.0
"beta_speed[Toles, Andrew]",-18.039,1.694,-21.071,-14.707,0.012,0.022,21309.0,5145.0,1.0
"beta_speed[Robertson, Daniel]",-18.323,1.681,-21.434,-15.259,0.013,0.023,16936.0,5431.0,1.0
"beta_speed[Kelly, Ty]",-17.666,1.733,-20.932,-14.446,0.012,0.024,20989.0,5761.0,1.0
"beta_speed[Frazier, Clint]",-17.954,1.139,-20.144,-15.886,0.01,0.014,12068.0,6003.0,1.0
"beta_speed[Joyce, Matt]",-18.031,1.18,-20.24,-15.806,0.01,0.013,14065.0,6515.0,1.0
"beta_speed[Jackson, Austin]",-18.59,1.298,-21.085,-16.242,0.011,0.017,13873.0,5273.0,1.0
"beta_speed[Astudillo, Willians]",-17.719,1.62,-20.771,-14.753,0.012,0.021,17525.0,6188.0,1.0
"beta_speed[Sogard, Eric]",-18.476,1.646,-21.335,-15.232,0.013,0.02,15479.0,5810.0,1.0
"beta_speed[Santana, Danny]",-19.074,1.296,-21.445,-16.62,0.011,0.014,13847.0,5600.0,1.0
"beta_speed[Walker, Christian]",-17.936,1.734,-21.095,-14.628,0.013,0.022,18077.0,5773.0,1.0
"beta_speed[Shuck, JB]",-16.733,1.337,-19.315,-14.289,0.011,0.015,13942.0,6301.0,1.0
"beta_speed[Tilson, Charlie]",-15.765,1.187,-17.945,-13.439,0.01,0.015,13584.0,6003.0,1.0
"beta_speed[Rasmus, Colby]",-16.944,1.493,-19.668,-14.072,0.012,0.017,16718.0,6064.0,1.0
"beta_speed[Williamson, Mac]",-18.7,1.347,-21.291,-16.227,0.011,0.015,13981.0,6670.0,1.0
"beta_speed[Szczur, Matt]",-17.962,1.569,-20.995,-15.119,0.012,0.019,17482.0,5789.0,1.0
"beta_speed[Rodríguez, Sean]",-18.738,1.555,-21.738,-15.898,0.012,0.019,16388.0,6131.0,1.0
"beta_speed[Allen, Greg]",-17.979,1.14,-20.059,-15.784,0.01,0.014,14091.0,6059.0,1.0
"beta_speed[Refsnyder, Rob]",-17.842,1.322,-20.323,-15.36,0.01,0.015,16007.0,6671.0,1.0
"beta_speed[Young, Chris]",-18.615,1.498,-21.401,-15.73,0.012,0.018,16779.0,6273.0,1.0
"beta_speed[Descalso, Daniel]",-18.349,1.745,-21.517,-15.009,0.012,0.024,20040.0,5704.0,1.0
"beta_speed[Eaton, Adam]",-17.913,0.908,-19.56,-16.148,0.009,0.01,10910.0,6333.0,1.0
"beta_speed[Valentín, Jesmuel]",-17.787,1.753,-20.902,-14.434,0.013,0.024,17549.0,5572.0,1.0
"beta_speed[Almonte, Abraham]",-18.093,1.267,-20.432,-15.655,0.011,0.015,13327.0,5700.0,1.0
"beta_speed[Bourjos, Peter]",-18.582,1.519,-21.412,-15.695,0.012,0.019,16423.0,5733.0,1.0
"beta_speed[Thompson, Trayce]",-17.32,1.292,-19.808,-14.925,0.011,0.015,14116.0,6394.0,1.0
"beta_speed[Martin, Russell]",-17.588,1.727,-20.697,-14.149,0.012,0.023,20916.0,5652.0,1.0
"beta_speed[Markakis, Nick]",-18.8,1.002,-20.591,-16.815,0.01,0.011,10860.0,6125.0,1.0
"beta_speed[Stevenson, Andrew]",-18.335,1.342,-20.936,-15.917,0.011,0.015,13836.0,6253.0,1.0
"beta_speed[Cordero, Franchy]",-17.198,1.225,-19.43,-14.818,0.011,0.015,12371.0,5943.0,1.0
"beta_speed[Belt, Brandon]",-17.146,1.464,-20.005,-14.527,0.012,0.018,15755.0,5509.0,1.0
"beta_speed[Adams, Matt]",-17.84,1.597,-20.784,-14.827,0.013,0.02,15424.0,6324.0,1.0
"beta_speed[Romine, Andrew]",-17.772,1.592,-20.757,-14.762,0.012,0.021,18878.0,5428.0,1.0
"beta_speed[Kendrick, Howie]",-18.527,1.661,-21.638,-15.422,0.012,0.022,18278.0,5624.0,1.0
"beta_speed[Evans, Phillip]",-16.762,1.408,-19.452,-14.124,0.012,0.017,14736.0,5787.0,1.0
"beta_speed[Fisher, Derek]",-16.532,1.305,-18.949,-14.052,0.011,0.014,15428.0,6526.0,1.0
"beta_speed[Muncy, Max]",-17.888,1.76,-21.255,-14.685,0.013,0.025,18958.0,5216.0,1.0
"beta_speed[Alford, Anthony]",-17.256,1.296,-19.751,-14.912,0.011,0.015,12993.0,6398.0,1.0
"beta_speed[Cespedes, Yoenis]",-17.932,1.382,-20.556,-15.365,0.011,0.015,14957.0,6435.0,1.0
"beta_speed[Herrera, Rosell]",-18.932,1.304,-21.36,-16.525,0.011,0.015,14500.0,6383.0,1.0
"beta_speed[Owings, Chris]",-16.627,1.261,-18.987,-14.253,0.011,0.015,13215.0,6219.0,1.0
"beta_speed[Pompey, Dalton]",-17.799,1.709,-21.056,-14.741,0.012,0.023,20844.0,5747.0,1.0
"beta_speed[Suzuki, Ichiro]",-17.411,1.517,-20.088,-14.422,0.012,0.017,15461.0,6412.0,1.0
"beta_speed[Dyson, Jarrod]",-19.343,1.09,-21.339,-17.251,0.009,0.012,14029.0,6776.0,1.0
"beta_speed[Bautista, Rafael]",-17.949,1.751,-21.309,-14.772,0.013,0.023,17026.0,5830.0,1.0
"beta_speed[Sierra, Moisés]",-18.33,1.696,-21.341,-14.95,0.012,0.021,19728.0,5362.0,1.0
"beta_speed[Marte, Jefry]",-17.828,1.788,-21.133,-14.458,0.013,0.022,19726.0,5907.0,1.0
"beta_speed[Gosselin, Phil]",-16.904,1.259,-19.234,-14.47,0.011,0.014,13801.0,6280.0,1.0
"beta_speed[Núñez, Renato]",-17.879,1.636,-20.975,-14.832,0.011,0.021,20278.0,5484.0,1.0
"beta_speed[Orlando, Paulo]",-18.098,1.458,-20.759,-15.4,0.011,0.016,17316.0,6404.0,1.0
"beta_speed[Mazara, Nomar]",-18.845,0.995,-20.578,-16.876,0.009,0.012,13353.0,6939.0,1.0
"beta_speed[Kingery, Scott]",-20.054,1.354,-22.561,-17.523,0.012,0.015,13440.0,6653.0,1.0
"beta_speed[Tauchman, Mike]",-19.101,1.201,-21.464,-16.907,0.01,0.013,14108.0,6799.0,1.0
"beta_speed[Bellinger, Cody]",-17.508,0.98,-19.369,-15.724,0.009,0.012,13096.0,5853.0,1.0
"beta_speed[Spangenberg, Cory]",-18.043,1.688,-21.183,-14.852,0.012,0.023,20111.0,5857.0,1.0
"beta_speed[Adams, Lane]",-17.721,1.688,-20.891,-14.543,0.013,0.023,18044.0,5584.0,1.0
"beta_speed[Motter, Taylor]",-18.177,1.701,-21.484,-15.083,0.012,0.022,18691.0,6030.0,1.0
"beta_speed[Naquin, Tyler]",-18.091,0.95,-19.874,-16.29,0.009,0.01,11827.0,6492.0,1.0
"beta_speed[Almora Jr., Albert]",-17.46,1.039,-19.431,-15.552,0.01,0.011,11800.0,6364.0,1.0
"beta_speed[Lee, Braxton]",-18.398,1.698,-21.688,-15.313,0.013,0.021,16592.0,6231.0,1.0
"beta_speed[Alvarez, Yordan]",-17.166,1.314,-19.668,-14.751,0.011,0.016,14229.0,6259.0,1.0
"beta_speed[Wade Jr., LaMonte]",-17.66,1.28,-20.088,-15.259,0.011,0.014,13324.0,5828.0,1.0
"beta_speed[McBroom, Ryan]",-17.643,1.528,-20.508,-14.755,0.012,0.018,15632.0,6572.0,1.0
"beta_speed[Tapia, Raimel]",-18.698,1.079,-20.681,-16.603,0.009,0.013,13919.0,6241.0,1.0
"beta_speed[Rojas, Josh]",-18.042,1.29,-20.45,-15.614,0.011,0.015,14222.0,6433.0,1.0
"beta_speed[Ward, Taylor]",-17.841,1.216,-20.097,-15.552,0.011,0.014,12698.0,6209.0,1.0
"beta_speed[Jiménez, Eloy]",-16.863,1.065,-18.791,-14.806,0.009,0.013,14134.0,6617.0,1.0
"beta_speed[Rodríguez, Ronny]",-17.901,1.712,-21.045,-14.684,0.012,0.023,19263.0,5514.0,1.0
"beta_speed[Díaz, Aledmys]",-17.633,1.465,-20.557,-15.066,0.012,0.016,14887.0,6553.0,1.0
"beta_speed[Beaty, Matt]",-17.991,1.336,-20.545,-15.587,0.012,0.014,13178.0,6704.0,1.0
"beta_speed[Pollock, AJ]",-17.717,0.975,-19.521,-15.872,0.009,0.01,10828.0,6482.0,1.0
"beta_speed[Miller, Brad]",-17.846,1.441,-20.414,-15.013,0.012,0.016,14582.0,6542.0,1.0
"beta_speed[García, Robel]",-17.143,1.73,-20.25,-13.794,0.013,0.023,18788.0,5533.0,1.0
"beta_speed[Dickerson, Alex]",-18.357,1.188,-20.499,-16.066,0.011,0.014,12150.0,6661.0,1.0
"beta_speed[Long Jr., Shed]",-18.257,1.404,-20.758,-15.472,0.012,0.016,14744.0,6541.0,1.0
"beta_speed[VanMeter, Josh]",-17.81,1.409,-20.388,-15.124,0.012,0.017,14364.0,6116.0,1.0
"beta_speed[Elmore, Jake]",-17.208,1.586,-20.12,-14.254,0.013,0.018,15390.0,6422.0,1.0
"beta_speed[Lopes, Tim]",-17.847,1.348,-20.302,-15.281,0.011,0.016,13972.0,6100.0,1.0
"beta_speed[Kramer, Kevin]",-17.721,1.607,-20.908,-14.874,0.012,0.022,17811.0,5243.0,1.0
"beta_speed[McNeil, Jeff]",-19.056,1.231,-21.292,-16.72,0.011,0.015,12324.0,5973.0,1.0
"beta_speed[Arraez, Luis]",-18.087,1.401,-20.724,-15.433,0.012,0.017,14736.0,6220.0,1.0
"beta_speed[Cordell, Ryan]",-18.466,1.29,-20.927,-16.081,0.011,0.015,15129.0,6647.0,1.0
"beta_speed[Yastrzemski, Mike]",-19.149,1.055,-21.183,-17.245,0.01,0.012,11589.0,6750.0,1.0
"beta_speed[Moore, Dylan]",-18.925,1.262,-21.459,-16.654,0.011,0.015,14045.0,6086.0,1.0
"beta_speed[Brown, Seth]",-16.991,1.204,-19.232,-14.702,0.01,0.014,13630.0,6225.0,1.0
"beta_speed[Naylor, Josh]",-17.263,1.164,-19.413,-15.056,0.01,0.014,13736.0,5833.0,1.0
"beta_speed[Miller, Ian]",-18.737,1.617,-21.734,-15.582,0.011,0.022,20508.0,5982.0,1.0
"beta_speed[Fletcher, David]",-18.588,1.504,-21.345,-15.753,0.012,0.017,15126.0,6708.0,1.0
"beta_speed[Heineman, Scott]",-19.311,1.443,-22.032,-16.599,0.012,0.016,13767.0,6700.0,1.0
"beta_speed[Straw, Myles]",-18.136,1.141,-20.264,-15.988,0.01,0.013,13700.0,6182.0,1.0
"beta_speed[Ramírez, Harold]",-19.617,1.115,-21.765,-17.557,0.01,0.013,12704.0,6465.0,1.0
"beta_speed[Hilliard, Sam]",-18.436,1.165,-20.606,-16.215,0.01,0.013,13827.0,6715.0,1.0
"beta_speed[González, Erik]",-17.538,1.649,-20.673,-14.484,0.012,0.022,19497.0,6153.0,1.0
"beta_speed[Peraza, José]",-16.244,1.401,-18.742,-13.525,0.011,0.016,15373.0,6790.0,1.0
"beta_speed[Haseley, Adam]",-18.992,1.286,-21.369,-16.548,0.011,0.015,13116.0,5699.0,1.0
"beta_speed[Wilkerson, Stevie]",-17.748,1.259,-20.099,-15.332,0.011,0.015,14066.0,5844.0,1.0
"beta_speed[Bishop, Braden]",-19.262,1.545,-22.258,-16.455,0.012,0.018,16613.0,6408.0,1.0
"beta_speed[Rios, Edwin]",-17.887,1.721,-21.193,-14.786,0.012,0.022,20443.0,5272.0,1.0
"beta_speed[Castellanos, Nick]",-18.062,0.856,-19.62,-16.438,0.008,0.01,12821.0,6311.0,1.0
"beta_speed[Gurriel Jr., Lourdes]",-17.616,1.052,-19.636,-15.66,0.01,0.013,12010.0,6493.0,1.0
"beta_speed[Berti, Jon]",-17.592,1.378,-20.112,-14.936,0.011,0.016,14344.0,5991.0,1.0
"beta_speed[Stubbs, Garrett]",-18.351,1.654,-21.529,-15.275,0.013,0.022,15484.0,5560.0,1.0
"beta_speed[Santander, Anthony]",-18.681,1.029,-20.668,-16.801,0.009,0.012,13966.0,6517.0,1.0
"beta_speed[Grisham, Trent]",-16.631,1.059,-18.7,-14.732,0.009,0.012,12793.0,5503.0,1.0
"beta_speed[Vogt, Stephen]",-18.557,1.654,-21.761,-15.546,0.013,0.021,17593.0,5344.0,1.0
"beta_speed[Davis, Johnny]",-18.016,1.745,-21.25,-14.645,0.013,0.024,19176.0,5371.0,1.0
"beta_speed[Camargo, Johan]",-18.307,1.593,-21.351,-15.42,0.012,0.021,18988.0,5668.0,1.0
"beta_speed[Herrmann, Chris]",-17.864,1.759,-21.228,-14.671,0.013,0.024,18752.0,5586.0,1.0
"beta_speed[Riley, Austin]",-17.816,1.356,-20.333,-15.291,0.011,0.015,14132.0,6408.0,1.0
"beta_speed[Reynolds, Bryan]",-17.408,0.924,-19.113,-15.673,0.009,0.01,11440.0,5743.0,1.0
"beta_speed[Profar, Jurickson]",-17.879,1.229,-20.111,-15.486,0.011,0.014,12717.0,6316.0,1.0
"beta_speed[O'Grady, Brian]",-17.834,1.582,-20.962,-14.969,0.012,0.019,17312.0,6200.0,1.0
"beta_speed[Starling, Bubba]",-18.213,1.309,-20.716,-15.808,0.012,0.015,12881.0,6447.0,1.0
"beta_speed[Broxton, Keon]",-18.189,1.319,-20.665,-15.689,0.011,0.015,13823.0,6055.0,1.0
"beta_speed[Court, Ryan]",-17.331,1.638,-20.385,-14.203,0.012,0.022,18958.0,5576.0,1.0
"beta_speed[Drury, Brandon]",-18.619,1.494,-21.36,-15.842,0.011,0.017,17308.0,6626.0,1.0
"beta_speed[Mercado, Óscar]",-17.575,1.088,-19.504,-15.416,0.01,0.013,12255.0,6346.0,1.0
"beta_speed[Avelino, Abiatal]",-17.895,1.786,-21.27,-14.545,0.013,0.026,18637.0,5389.0,1.0
"beta_speed[Lorenzen, Michael]",-17.359,1.565,-20.297,-14.477,0.012,0.019,16200.0,5854.0,1.0
"beta_speed[Brosseau, Mike]",-17.222,1.57,-20.329,-14.456,0.012,0.02,16757.0,5742.0,1.0
"beta_speed[Daza, Yonathan]",-17.953,1.236,-20.267,-15.654,0.011,0.014,12927.0,6186.0,1.0
"beta_speed[Garlick, Kyle]",-16.873,1.279,-19.264,-14.489,0.011,0.015,14163.0,6745.0,1.0
"beta_speed[Mejía, Francisco]",-17.969,1.709,-21.262,-14.781,0.012,0.022,19311.0,5443.0,1.0
"beta_speed[Rosario, Amed]",-18.293,1.636,-21.156,-15.066,0.012,0.022,17464.0,5689.0,1.0
"beta_speed[Castro, Harold]",-17.744,1.316,-20.303,-15.337,0.011,0.015,14553.0,6296.0,1.0
"beta_speed[Bruce, Jay]",-18.763,1.171,-20.997,-16.642,0.01,0.012,12995.0,6611.0,1.0
"beta_speed[Beckham, Tim]",-16.675,1.57,-19.666,-13.794,0.012,0.019,16115.0,6294.0,1.0
"beta_speed[Alberto, Hanser]",-17.699,1.651,-20.949,-14.714,0.012,0.023,18026.0,5572.0,1.0
"beta_speed[Velasquez, Vince]",-18.034,1.692,-21.191,-14.875,0.013,0.021,17907.0,5669.0,1.0
"beta_speed[Osuna, José]",-17.87,1.459,-20.696,-15.202,0.011,0.017,16474.0,6327.0,1.0
"beta_speed[Garcia, Greg]",-17.847,1.791,-21.206,-14.506,0.012,0.025,20685.0,4844.0,1.0
"beta_speed[Freeman, Mike]",-18.622,1.583,-21.492,-15.578,0.012,0.019,16954.0,6286.0,1.0
"beta_speed[Urshela, Gio]",-17.967,1.718,-21.154,-14.684,0.012,0.022,18868.0,6127.0,1.0
"beta_speed[Hampson, Garrett]",-18.509,1.227,-20.874,-16.258,0.011,0.013,12409.0,6712.0,1.0
"beta_speed[Saladino, Tyler]",-18.319,1.65,-21.364,-15.203,0.012,0.021,18144.0,6080.0,1.0
"beta_speed[Vargas, Ildemaro]",-18.099,1.741,-21.291,-14.792,0.012,0.025,20047.0,4969.0,1.0
"beta_speed[Martínez, José A.]",-17.413,1.193,-19.672,-15.256,0.009,0.014,15965.0,6170.0,1.0
"beta_speed[Parker, Jarrett]",-16.978,1.602,-20.0,-13.994,0.012,0.02,18016.0,6101.0,1.0
"beta_speed[Austin, Tyler]",-17.191,1.491,-20.044,-14.502,0.012,0.018,15237.0,5880.0,1.0
"beta_speed[Gómez, Carlos]",-17.419,1.182,-19.673,-15.251,0.01,0.013,12985.0,6458.0,1.0
"beta_speed[Biggio, Cavan]",-18.198,1.415,-20.968,-15.648,0.012,0.015,13319.0,6694.0,1.0
"beta_speed[Puello, César]",-17.518,1.375,-20.084,-14.911,0.012,0.015,13788.0,5877.0,1.0
"beta_speed[González, Carlos]",-17.401,1.113,-19.58,-15.386,0.011,0.013,11104.0,6511.0,1.0
"beta_speed[Santana, Domingo]",-19.116,1.159,-21.369,-17.031,0.01,0.014,13868.0,6346.0,1.0
"beta_speed[Newman, Kevin]",-18.013,1.775,-21.238,-14.59,0.013,0.024,19281.0,5036.0,1.0
"beta_speed[Urena, Richard]",-18.064,1.758,-21.447,-14.882,0.013,0.023,19042.0,5113.0,1.0
"beta_speed[Murphy, Tom]",-17.641,1.684,-20.795,-14.48,0.013,0.023,17351.0,5886.0,1.0
"beta_speed[O'Brien, Peter]",-17.84,1.565,-20.634,-14.782,0.012,0.019,16646.0,5848.0,1.0
