name_fielder,model_oaa,n_opp,position
"Toro, Abraham",-0.41,3,LF
"Trammell, Taylor",0.54,6,LF
"Tucker, Cole",1.33,15,LF
"Vargas, Ildemaro",-0.32,14,LF
"Vargas, Miguel",1.64,36,LF
"Varsho, Daulton",13.31,109,LF
"Velázquez, Nelson",0.12,20,LF
"Verdugo, Alex",8.87,334,LF
"Vierling, Matt",0.72,13,LF
"Vilade, Ryan",0.42,15,LF
"Wade, Tyler",-0.73,3,LF
"Wagaman, Eric",0.03,1,LF
"Wall, Forrest",0.9,19,LF
"Wallner, Matt",-0.19,54,LF
"Ward, Taylor",13.22,329,LF
"Waters, Drew",0.51,3,LF
"White, Eli",0.54,7,LF
"Wiemer, Joey",0.82,11,LF
"Williams, Luke",0.08,4,LF
"Wilson, Weston",1.13,18,LF
"Winker, Jesse",-2.05,132,LF
"Wood, James",-0.18,149,LF
"Yelich, Christian",3.0,83,LF
"Yorke, Nick",0.04,1,LF
"Abreu, Wilyer",0.02,1,CF
"Adams, Jordyn",1.75,14,CF
"Adell, Jo",0.83,7,CF
"Arias, Gabriel",-0.78,6,CF
"Arozarena, Randy",3.18,21,CF
"Azócar, José",2.37,29,CF
"Bader, Harrison",42.01,293,CF
"Bae, Ji Hwan",2.07,42,CF
"Barrosa, Jorge",1.04,9,CF
"Beck, Jordan",0.48,7,CF
"Bellinger, Cody",7.64,131,CF
"Benson, Will",8.13,89,CF
"Blanco, Dairon",0.88,23,CF
"Bleday, JJ",30.87,429,CF
"Brennan, Will",-0.0,7,CF
"Bruján, Vidal",1.86,18,CF
"Butler, Lawrence",0.05,2,CF
"Buxton, Byron",18.95,223,CF
"Call, Alex",0.73,8,CF
"Cameron, Daz",0.37,20,CF
"Carlson, Dylan",4.88,48,CF
"Carroll, Corbin",17.91,228,CF
"Carter, Evan",0.71,4,CF
"Castro, Willi",1.69,75,CF
"Cave, Jake",-0.58,9,CF
"Chisholm Jr., Jazz",22.69,235,CF
"Clase, Jonatan",-0.79,12,CF
"Colás, Oscar",1.14,7,CF
"Cook, Billy",1.97,10,CF
"Cowser, Colton",9.75,91,CF
"Crews, Dylan",1.61,8,CF
"Crow-Armstrong, Pete",37.64,323,CF
"Cruz, Oneil",6.87,55,CF
"DeLoach, Zach",0.72,6,CF
"DeLuca, Jonny",10.31,103,CF
"Domínguez, Jasson",-0.69,9,CF
"Doyle, Brenton",55.4,429,CF
"Dubón, Mauricio",6.48,48,CF
"Dunn, Blake",0.02,2,CF
"Duran, Jarren",24.36,243,CF
"Edman, Tommy",8.93,74,CF
"Ellis, Duke",0.69,6,CF
"Fairchild, Stuart",13.32,137,CF
"Fitzgerald, Tyler",2.71,18,CF
"Fletcher, Dominic",2.39,76,CF
"Freeman, Tyler",12.51,159,CF
"Frelick, Sal",7.11,46,CF
"Friedl, TJ",14.04,214,CF
"Gonzalez, Romy",0.21,4,CF
"Gordon, Nick",2.61,22,CF
"Greene, Riley",0.67,47,CF
"Grisham, Trent",18.68,151,CF
"Hampson, Garrett",11.68,100,CF
"Harris II, Michael",32.59,247,CF
"Helman, Michael",0.1,1,CF
"Hernández, Enrique",2.82,32,CF
"Heyward, Jason",0.5,1,CF
"Hicks, Aaron",0.54,4,CF
"Hill, Derek",3.92,72,CF
"Hilliard, Sam",1.48,36,CF
"Hinds, Rece",0.37,2,CF
"Isbel, Kyle",39.75,339,CF
"Jankowski, Travis",2.86,22,CF
"Johnson, Bryce",0.09,1,CF
"Judge, Aaron",21.7,316,CF
"Julks, Corey",-0.53,4,CF
"Keirsey Jr., DaShawn",0.31,6,CF
"Kelenic, Jarred",12.42,117,CF
"Kiermaier, Kevin",30.97,225,CF
"Langford, Wyatt",1.89,30,CF
"Laureano, Ramón",0.3,30,CF
"Lee, Jung Hoo",7.08,80,CF
"Lockridge, Brandon",0.33,2,CF
"Loperfido, Joey",2.61,43,CF
"Lowe, Josh",0.06,1,CF
"Lukes, Nathan",1.09,9,CF
"Margot, Manuel",2.61,50,CF
"Marlowe, Cade",-0.41,1,CF
"Marsh, Brandon",7.1,103,CF
"Martin, Austin",2.26,89,CF
"Martínez, Angel",1.2,33,CF
"Mateo, Jorge",0.58,6,CF
"Matos, Luis",3.35,42,CF
"McCarthy, Jake",16.3,140,CF
"McCormick, Chas",4.14,38,CF
"McCray, Grant",7.8,94,CF
"McKenna, Ryan",-1.24,7,CF
"Meadows, Parker",28.52,193,CF
"Merrill, Jackson",46.1,409,CF
"Meyers, Jake",49.15,347,CF
"Misner, Kameron",1.03,8,CF
"Mitchell, Garrett",5.81,78,CF
"Moniak, Mickey",26.0,258,CF
"Mullins, Cedric",34.41,295,CF
"Myers, Dane",2.29,14,CF
"Nimmo, Brandon",2.0,44,CF
"Nootbaar, Lars",4.49,38,CF
"Ortega, Rafael",2.68,18,CF
"Outman, James",8.73,87,CF
"Pache, Cristian",11.76,101,CF
"Pages, Andy",19.76,248,CF
"Palacios, Joshua",0.35,6,CF
"Perkins, Blake",34.05,285,CF
"Pham, Tommy",5.61,62,CF
"Pillar, Kevin",6.48,107,CF
"Pérez, Wenceel",3.26,52,CF
"Rafaela, Ceddanne",22.61,191,CF
"Raley, Luke",0.95,9,CF
"Ramos, Heliot",7.29,141,CF
"Robert Jr., Luis",29.53,275,CF
"Robles, Victor",6.7,82,CF
"Rodríguez, Julio",38.26,364,CF
"Rojas, Johan",24.87,250,CF
"Rosario, Eddie",0.56,15,CF
"Ruiz, Esteury",0.3,15,CF
"Sanoja, Javier",0.95,4,CF
"Schneemann, Daniel",4.62,27,CF
"Schuemann, Max",-0.47,2,CF
"Scott II, Victor",10.34,105,CF
"Siani, Michael",37.08,242,CF
"Siri, Jose",46.32,345,CF
"Slater, Austin",0.13,20,CF
"Springer, George",1.24,4,CF
"Stevenson, Cal",1.72,19,CF
"Stowers, Kyle",2.23,31,CF
"Straw, Myles",1.1,3,CF
"Suwinski, Jack",12.69,126,CF
"Tauchman, Mike",0.76,19,CF
"Taveras, Leody",36.12,403,CF
"Taylor, Chris",-0.6,8,CF
"Taylor, Michael A.",28.44,233,CF
"Taylor, Tyrone",8.19,106,CF
"Teodosio, Bryce",0.28,7,CF
"Thomas, Alek",3.22,66,CF
"Thomas, Lane",9.33,94,CF
"Thompson, Bubba",1.46,17,CF
"Trout, Mike",5.15,70,CF
"Varsho, Daulton",27.03,214,CF
"Verdugo, Alex",0.61,5,CF
"Vierling, Matt",15.98,118,CF
"Vilade, Ryan",-0.46,3,CF
"Wade, Tyler",0.87,5,CF
"White, Eli",0.84,10,CF
"Wiemer, Joey",0.75,2,CF
"Yastrzemski, Mike",1.42,26,CF
"Young, Jacob",59.27,393,CF
"Abreu, Wilyer",14.98,226,RF
"Acuña Jr., Ronald",-0.05,104,RF
"Adams, Jordyn",-0.02,10,RF
"Adell, Jo",7.44,244,RF
"Alcántara, Kevin",0.07,2,RF
"Anderson, Brian",0.18,3,RF
"Azócar, José",0.11,2,RF
"Baddoo, Akil",-0.02,6,RF
"Bae, Ji Hwan",0.26,21,RF
"Barger, Addison",0.46,42,RF
"Bauers, Jake",-0.76,5,RF
"Beck, Jordan",1.2,30,RF
"Bellinger, Cody",-0.86,82,RF
"Benson, Will",1.78,80,RF
"Berroa, Steward",1.43,17,RF
"Betts, Mookie",0.46,128,RF
"Biggio, Cavan",4.06,22,RF
"Blackmon, Charlie",-0.61,43,RF
"Blanco, Dairon",-1.63,14,RF
"Blankenhorn, Travis",0.47,6,RF
"Bouchard, Sean",-0.08,34,RF
"Brennan, Will",4.47,130,RF
"Brown, Seth",0.19,64,RF
"Bruján, Vidal",1.55,10,RF
"Bryant, Kris",-1.21,23,RF
"Burleson, Alec",-2.82,77,RF
"Butler, Lawrence",5.0,277,RF
"Cabbage, Trey",1.45,26,RF
"Cabrera, Oswaldo",-0.53,3,RF
"Call, Alex",0.82,73,RF
"Cameron, Daz",0.95,33,RF
"Campero, Gustavo",1.11,25,RF
"Canario, Alexander",0.72,6,RF
"Canha, Mark",0.14,18,RF
"Canzone, Dominic",5.68,81,RF
"Carlson, Dylan",-0.94,52,RF
"Carpenter, Kerry",1.37,95,RF
"Carroll, Corbin",3.94,168,RF
"Carter, Evan",0.67,11,RF
"Castellanos, Nick",5.66,291,RF
"Cave, Jake",0.74,144,RF
"Chourio, Jackson",11.23,125,RF
"Colás, Oscar",-0.9,10,RF
"Conine, Griffin",0.58,27,RF
"Cook, Billy",1.3,10,RF
"Cowser, Colton",1.24,17,RF
"Crews, Dylan",0.6,65,RF
"Dahl, David",0.07,2,RF
"Dalbec, Bobby",0.02,2,RF
"De La Cruz, Bryan",3.27,103,RF
"DeLoach, Zach",0.78,19,RF
"DeLuca, Jonny",8.62,107,RF
"Dubón, Mauricio",2.26,16,RF
"Dunn, Blake",0.04,1,RF
"Duran, Ezequiel",-0.65,3,RF
"Duvall, Adam",4.79,93,RF
"Encarnacion, Jerar",1.22,12,RF
"Espinal, Santiago",-0.62,7,RF
"Fairchild, Stuart",4.59,40,RF
"Fletcher, Dominic",6.7,105,RF
"Florial, Estevan",1.51,17,RF
"Fraley, Jake",8.78,204,RF
"Frazier, Adam",1.16,46,RF
"Frelick, Sal",9.71,183,RF
"Fry, David",0.01,1,RF
"Gallo, Joey",0.52,27,RF
"Gamel, Ben",-0.19,38,RF
"Garcia, Maikel",0.02,1,RF
"García, Adolis",-4.5,290,RF
"García, Avisaíl",3.21,41,RF
"Gentry, Tyler",0.03,1,RF
"Gonzalez, Romy",0.73,2,RF
"Goodman, Hunter",-0.29,48,RF
"Grichuk, Randal",2.04,85,RF
"Grossman, Robbie",-1.39,45,RF
"Haggerty, Sam",0.27,2,RF
"Hampson, Garrett",1.45,8,RF
"Haniger, Mitch",1.56,188,RF
"Hays, Austin",0.01,1,RF
"Helman, Michael",0.01,1,RF
"Hensley, David",0.08,9,RF
"Hernández, Teoscar",3.4,105,RF
"Heyward, Jason",7.1,132,RF
"Hicklen, Brewer",0.42,3,RF
"Hicks, Aaron",-0.23,15,RF
"Hill, Derek",-0.55,7,RF
"Hilliard, Sam",-0.67,10,RF
"Hinds, Rece",0.36,34,RF
"Hurtubise, Jacob",0.38,2,RF
"Jankowski, Travis",4.24,40,RF
"Jiménez, Eloy",0.02,1,RF
"Joe, Connor",1.47,83,RF
"Johnson, Bryce",1.69,41,RF
"Johnson, Daniel",0.01,1,RF
"Jones, Greg",0.04,2,RF
"Jones, Jahmai",-0.27,9,RF
"Judge, Aaron",0.58,17,RF
"Julks, Corey",3.08,41,RF
"Kelenic, Jarred",-0.72,1,RF
"Kepler, Max",6.76,187,RF
"Kirilloff, Alex",-0.71,4,RF
"Kjerstad, Heston",1.71,16,RF
"Larnach, Trevor",-0.18,16,RF
"Laureano, Ramón",-0.22,85,RF
"León, Pedro",-0.48,8,RF
"Lockridge, Brandon",0.14,5,RF
"Loperfido, Joey",0.95,20,RF
"Lowe, Josh",1.31,179,RF
"Lukes, Nathan",1.65,20,RF
"Madris, Bligh",0.01,1,RF
"Margot, Manuel",1.63,56,RF
"Marlowe, Cade",-0.72,4,RF
"Marsh, Brandon",1.13,13,RF
"Marte, Starling",5.28,183,RF
"Martini, Nick",1.17,19,RF
"Martínez, Angel",0.28,5,RF
"Martínez, J.P.",0.13,3,RF
"Matos, Luis",0.73,27,RF
"McCarthy, Jake",0.66,111,RF
"McCormick, Chas",3.39,63,RF
"McCutchen, Andrew",-0.66,7,RF
"McKenna, Ryan",-1.73,8,RF
"McKinstry, Zach",-0.21,8,RF
"McNeil, Jeff",2.56,24,RF
"Melendez, MJ",0.04,2,RF
"Mitchell, Garrett",0.88,37,RF
"Moniak, Mickey",-1.5,27,RF
"Myers, Dane",-0.62,45,RF
"Nevin, Tyler",0.68,35,RF
"Noda, Ryan",-0.17,2,RF
"Noel, Jhonkensy",0.63,92,RF
"Nootbaar, Lars",3.03,144,RF
"O'Hearn, Ryan",0.53,31,RF
"O'Neill, Tyler",3.09,63,RF
"Olivares, Edward",-1.17,83,RF
"Outman, James",0.49,1,RF
"Pages, Andy",2.69,63,RF
"Palacios, Joshua",-0.67,22,RF
"Palacios, Richie",0.48,57,RF
"Peralta, David",-1.4,79,RF
"Pham, Tommy",-2.39,117,RF
"Pillar, Kevin",-1.97,22,RF
"Pérez, Wenceel",15.45,149,RF
"Rafaela, Ceddanne",0.03,1,RF
"Raley, Luke",0.53,54,RF
"Ramos, Heliot",1.44,11,RF
"Ramírez, Harold",1.1,9,RF
"Refsnyder, Rob",0.21,56,RF
"Renfroe, Hunter",0.39,236,RF
"Reynolds, Bryan",-2.22,36,RF
"Robles, Victor",3.7,63,RF
"Rodríguez, Johnathan",-3.72,18,RF
"Rooker, Brent",-0.07,6,RF
"Rosario, Amed",-1.48,60,RF
"Rosario, Eddie",1.6,60,RF
"Santander, Anthony",4.53,291,RF
"Schneemann, Daniel",-0.4,22,RF
"Scott II, Victor",0.01,1,RF
"Senzel, Nick",0.01,1,RF
"Sheets, Gavin",-3.58,80,RF
"Siani, Michael",0.66,4,RF
"Slater, Austin",2.65,45,RF
"Smith, Pavin",-0.87,25,RF
"Soler, Jorge",-3.11,76,RF
"Soto, Juan",2.52,358,RF
"Springer, George",9.37,227,RF
"Steer, Spencer",0.02,2,RF
"Stevenson, Cal",0.03,2,RF
"Stewart, DJ",-1.36,38,RF
"Stowers, Kyle",-0.04,17,RF
"Suwinski, Jack",-2.29,17,RF
"Suzuki, Seiya",5.15,172,RF
"Sánchez, Jesús",7.72,220,RF
"Tatis Jr., Fernando",1.49,186,RF
"Tauchman, Mike",6.09,78,RF
"Taylor, Tyrone",10.57,91,RF
"Thomas, Lane",-4.62,197,RF
"Toglia, Michael",-1.2,25,RF
"Trammell, Taylor",-0.03,2,RF
"Triolo, Jared",0.22,1,RF
"Tucker, Kyle",9.83,125,RF
"Varsho, Daulton",0.12,4,RF
"Velázquez, Nelson",0.18,17,RF
"Verdugo, Alex",0.32,13,RF
"Vierling, Matt",4.96,71,RF
"Vilade, Ryan",0.85,13,RF
"Vosler, Jason",0.58,2,RF
"Wade Jr., LaMonte",-0.63,10,RF
"Wade, Tyler",0.16,6,RF
"Walker, Jordan",-1.5,73,RF
"Wall, Forrest",0.07,1,RF
"Wallner, Matt",-2.83,71,RF
"Waters, Drew",-0.33,7,RF
"White, Eli",-0.3,10,RF
"Wiemer, Joey",0.01,1,RF
"Wilson, Weston",0.15,4,RF
"Winker, Jesse",-2.0,25,RF
"Wisdom, Patrick",0.12,3,RF
"Yastrzemski, Mike",9.99,189,RF
"Yorke, Nick",0.89,4,RF
