,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_cos[Field, Johnny]",-0.355,0.166,-0.666,-0.047,0.001,0.002,16340.0,5964.0,1.0
"beta_cos[Palka, Daniel]",-0.6,0.125,-0.823,-0.352,0.001,0.002,16890.0,5706.0,1.0
"beta_cos[Davis, Jonathan]",-0.334,0.18,-0.672,-0.002,0.001,0.002,14947.0,5552.0,1.0
"beta_cos[Choo, Shin-Soo]",-0.259,0.114,-0.472,-0.046,0.001,0.002,14400.0,5271.0,1.0
"beta_cos[Herrera, Dilson]",-0.248,0.205,-0.627,0.138,0.001,0.003,18770.0,5416.0,1.0
"beta_cos[Reyes, Victor]",-0.402,0.139,-0.664,-0.138,0.001,0.002,19039.0,6091.0,1.0
"beta_cos[Stanton, Giancarlo]",-0.368,0.126,-0.61,-0.141,0.001,0.002,15693.0,5458.0,1.0
"beta_cos[Stewart, Christin]",-0.066,0.15,-0.35,0.213,0.001,0.002,14475.0,5511.0,1.0
"beta_cos[Travis, Sam]",-0.126,0.192,-0.489,0.229,0.002,0.002,14718.0,5416.0,1.0
"beta_cos[Jones, Adam]",-0.446,0.104,-0.648,-0.257,0.001,0.001,16640.0,6579.0,1.0
"beta_cos[Meadows, Austin]",-0.117,0.145,-0.393,0.148,0.001,0.002,15897.0,5581.0,1.0
"beta_cos[Hermosillo, Michael]",-0.341,0.171,-0.655,-0.015,0.001,0.002,17204.0,5942.0,1.0
"beta_cos[Brito, Sócrates]",-0.115,0.182,-0.457,0.223,0.001,0.002,16919.0,5984.0,1.0
"beta_cos[García, Adolis]",-0.274,0.204,-0.668,0.096,0.002,0.003,14709.0,5268.0,1.0
"beta_cos[Robles, Victor]",-0.204,0.123,-0.426,0.038,0.001,0.002,16869.0,5801.0,1.0
"beta_cos[LaMarre, Ryan]",-0.282,0.157,-0.58,0.008,0.001,0.002,16203.0,6268.0,1.0
"beta_cos[Williams, Mason]",-0.26,0.175,-0.58,0.082,0.002,0.002,13405.0,5998.0,1.0
"beta_cos[Andreoli, John]",-0.334,0.189,-0.693,0.009,0.001,0.002,17902.0,6056.0,1.0
"beta_cos[Bauers, Jake]",-0.159,0.17,-0.472,0.165,0.001,0.002,14028.0,5594.0,1.0
"beta_cos[Bote, David]",-0.271,0.202,-0.646,0.118,0.002,0.003,16244.0,5345.0,1.0
"beta_cos[Davis, J.D.]",-0.306,0.161,-0.612,-0.016,0.001,0.002,19252.0,5782.0,1.0
"beta_cos[Pence, Hunter]",-0.171,0.111,-0.379,0.034,0.001,0.002,13157.0,5628.0,1.0
"beta_cos[Reinheimer, Jack]",-0.222,0.2,-0.584,0.167,0.002,0.003,14717.0,5250.0,1.0
"beta_cos[Ortega, Rafael]",-0.313,0.166,-0.628,-0.009,0.001,0.002,14193.0,5684.0,1.0
"beta_cos[Lowe, Brandon]",-0.263,0.186,-0.615,0.082,0.001,0.002,16845.0,5608.0,1.0
"beta_cos[Cowart, Kaleb]",-0.287,0.203,-0.681,0.086,0.002,0.003,14643.0,5031.0,1.0
"beta_cos[O'Hearn, Ryan]",-0.303,0.202,-0.663,0.094,0.002,0.003,15342.0,5842.0,1.0
"beta_cos[Bautista, José]",-0.23,0.124,-0.467,-0.005,0.001,0.002,18244.0,5464.0,1.0
"beta_cos[Quinn, Roman]",-0.274,0.159,-0.573,0.025,0.001,0.002,16598.0,5840.0,1.0
"beta_cos[Muñoz, Yairo]",-0.234,0.18,-0.567,0.107,0.001,0.002,16882.0,5931.0,1.0
"beta_cos[Goodrum, Niko]",-0.257,0.176,-0.576,0.079,0.001,0.002,14826.0,4915.0,1.0
"beta_cos[Myers, Wil]",-0.49,0.136,-0.731,-0.228,0.001,0.002,14293.0,5351.0,1.0
"beta_cos[Tucker, Preston]",-0.33,0.187,-0.679,0.031,0.001,0.003,16499.0,5321.0,1.0
"beta_cos[Gerber, Mike]",-0.29,0.192,-0.656,0.062,0.001,0.002,17940.0,5656.0,1.0
"beta_cos[Cave, Jake]",-0.37,0.145,-0.642,-0.097,0.001,0.002,15614.0,5728.0,1.0
"beta_cos[Dixon, Brandon]",-0.28,0.186,-0.635,0.067,0.001,0.002,19792.0,6022.0,1.0
"beta_cos[Culberson, Charlie]",-0.343,0.183,-0.682,0.009,0.001,0.002,17557.0,5803.0,1.0
"beta_cos[Sweeney, Darnell]",-0.287,0.207,-0.675,0.104,0.002,0.003,13485.0,5556.0,1.0
"beta_cos[Wendle, Joey]",-0.269,0.196,-0.64,0.095,0.001,0.003,17310.0,5429.0,1.0
"beta_cos[Rivera, Yadiel]",-0.315,0.196,-0.681,0.054,0.002,0.003,14893.0,5285.0,1.0
"beta_cos[Cuevas, Noel]",-0.262,0.182,-0.597,0.077,0.001,0.002,16126.0,5852.0,1.0
"beta_cos[Jones, JaCoby]",-0.535,0.122,-0.764,-0.3,0.001,0.002,16077.0,5549.0,1.0
"beta_cos[Cooper, Garrett]",-0.198,0.19,-0.562,0.153,0.001,0.002,16470.0,5901.0,1.0
"beta_cos[Shuck, JB]",-0.256,0.184,-0.606,0.083,0.001,0.003,15495.0,5716.0,1.0
"beta_cos[Walker, Christian]",-0.277,0.205,-0.671,0.105,0.002,0.003,16111.0,5516.0,1.0
"beta_cos[Tilson, Charlie]",-0.314,0.147,-0.571,-0.022,0.001,0.002,17239.0,5409.0,1.0
"beta_cos[Astudillo, Willians]",-0.301,0.207,-0.702,0.079,0.002,0.003,16002.0,5580.0,1.0
"beta_cos[Valentín, Jesmuel]",-0.255,0.204,-0.635,0.138,0.002,0.003,17484.0,5699.0,1.0
"beta_cos[Martin, Russell]",-0.268,0.201,-0.659,0.099,0.002,0.003,15104.0,5309.0,1.0
"beta_cos[Markakis, Nick]",-0.238,0.094,-0.421,-0.065,0.001,0.001,15354.0,5795.0,1.0
"beta_cos[Evans, Phillip]",-0.275,0.201,-0.656,0.101,0.002,0.003,17211.0,5173.0,1.0
"beta_cos[Muncy, Max]",-0.278,0.206,-0.654,0.116,0.002,0.003,15526.0,5520.0,1.0
"beta_cos[Pompey, Dalton]",-0.247,0.204,-0.62,0.144,0.002,0.003,16675.0,5565.0,1.0
"beta_cos[Herrera, Rosell]",-0.454,0.166,-0.757,-0.134,0.001,0.002,16148.0,5848.0,1.0
"beta_cos[Bautista, Rafael]",-0.303,0.201,-0.676,0.076,0.002,0.003,14943.0,5254.0,1.0
"beta_cos[Sierra, Moisés]",-0.315,0.202,-0.692,0.069,0.002,0.003,14546.0,5865.0,1.0
"beta_cos[Gosselin, Phil]",-0.26,0.196,-0.617,0.111,0.001,0.003,17218.0,5813.0,1.0
"beta_cos[Orlando, Paulo]",-0.317,0.171,-0.643,-0.004,0.001,0.002,13903.0,5566.0,1.0
"beta_cos[Kingery, Scott]",-0.391,0.165,-0.703,-0.083,0.001,0.002,16251.0,5813.0,1.0
"beta_cos[Naquin, Tyler]",-0.212,0.124,-0.442,0.025,0.001,0.002,15804.0,5566.0,1.0
"beta_cos[Almora Jr., Albert]",-0.314,0.115,-0.528,-0.094,0.001,0.002,15746.0,5839.0,1.0
"beta_cos[Lee, Braxton]",-0.239,0.2,-0.611,0.152,0.002,0.003,16248.0,5555.0,1.0
"beta_cos[Alvarez, Yordan]",-0.206,0.196,-0.555,0.178,0.002,0.002,16008.0,5871.0,1.0
"beta_cos[Wade Jr., LaMonte]",-0.25,0.192,-0.613,0.122,0.002,0.003,16189.0,5299.0,1.0
"beta_cos[McBroom, Ryan]",-0.199,0.194,-0.572,0.159,0.001,0.003,18017.0,5634.0,1.0
"beta_cos[Rojas, Josh]",-0.37,0.177,-0.687,-0.016,0.001,0.002,16687.0,5695.0,1.0
"beta_cos[Ward, Taylor]",-0.466,0.176,-0.793,-0.137,0.001,0.002,16058.0,5785.0,1.0
"beta_cos[Jiménez, Eloy]",-0.402,0.146,-0.68,-0.138,0.001,0.002,14644.0,5422.0,1.0
"beta_cos[Rodríguez, Ronny]",-0.285,0.202,-0.678,0.086,0.002,0.003,14571.0,5846.0,1.0
"beta_cos[Lopes, Tim]",-0.246,0.171,-0.584,0.063,0.001,0.002,15630.0,5771.0,1.0
"beta_cos[Beaty, Matt]",-0.334,0.199,-0.703,0.031,0.002,0.003,16242.0,5848.0,1.0
"beta_cos[Elmore, Jake]",-0.23,0.198,-0.585,0.159,0.002,0.003,15105.0,5215.0,1.0
"beta_cos[Pollock, AJ]",-0.402,0.114,-0.619,-0.192,0.001,0.001,15767.0,5955.0,1.0
"beta_cos[Miller, Brad]",-0.272,0.192,-0.65,0.075,0.001,0.003,16388.0,5376.0,1.0
"beta_cos[García, Robel]",-0.224,0.198,-0.578,0.156,0.002,0.002,16522.0,6185.0,1.0
"beta_cos[Dickerson, Alex]",-0.089,0.165,-0.384,0.245,0.001,0.002,15680.0,5543.0,1.0
"beta_cos[Long Jr., Shed]",-0.314,0.198,-0.69,0.047,0.002,0.003,16825.0,6027.0,1.0
"beta_cos[VanMeter, Josh]",-0.313,0.184,-0.653,0.035,0.002,0.002,14566.0,5021.0,1.0
"beta_cos[Kramer, Kevin]",-0.329,0.197,-0.697,0.044,0.002,0.003,16536.0,5275.0,1.0
"beta_cos[McNeil, Jeff]",-0.368,0.162,-0.691,-0.075,0.001,0.002,17771.0,5289.0,1.0
"beta_cos[Arraez, Luis]",-0.085,0.194,-0.468,0.268,0.002,0.002,13612.0,5987.0,1.0
"beta_cos[Brown, Seth]",-0.304,0.193,-0.659,0.069,0.002,0.003,14700.0,5159.0,1.0
"beta_cos[Straw, Myles]",-0.386,0.181,-0.714,-0.037,0.002,0.002,13403.0,5903.0,1.0
"beta_cos[Ramírez, Harold]",-0.251,0.15,-0.544,0.016,0.001,0.002,14623.0,5478.0,1.0
"beta_cos[Hilliard, Sam]",-0.177,0.169,-0.511,0.129,0.001,0.002,16412.0,6103.0,1.0
"beta_cos[Cordell, Ryan]",-0.26,0.164,-0.56,0.055,0.001,0.002,19413.0,5578.0,1.0
"beta_cos[Yastrzemski, Mike]",-0.288,0.142,-0.544,-0.011,0.001,0.002,16867.0,5815.0,1.0
"beta_cos[Moore, Dylan]",-0.127,0.174,-0.441,0.203,0.001,0.002,15463.0,5672.0,1.0
"beta_cos[Naylor, Josh]",-0.185,0.168,-0.509,0.115,0.001,0.002,14850.0,6121.0,1.0
"beta_cos[Miller, Ian]",-0.308,0.195,-0.68,0.05,0.002,0.002,16002.0,5934.0,1.0
"beta_cos[Fletcher, David]",-0.179,0.187,-0.529,0.172,0.002,0.002,15406.0,5895.0,1.0
"beta_cos[Heineman, Scott]",-0.402,0.179,-0.733,-0.072,0.002,0.002,13503.0,6399.0,1.0
"beta_cos[Haseley, Adam]",-0.29,0.157,-0.585,0.01,0.001,0.002,17090.0,6068.0,1.0
"beta_cos[Wilkerson, Stevie]",-0.355,0.16,-0.669,-0.062,0.001,0.002,15542.0,5826.0,1.0
"beta_cos[Peraza, José]",-0.165,0.188,-0.538,0.164,0.001,0.002,15874.0,5802.0,1.0
"beta_cos[Bishop, Braden]",-0.38,0.182,-0.721,-0.033,0.001,0.002,15767.0,5603.0,1.0
"beta_cos[Rios, Edwin]",-0.277,0.201,-0.654,0.099,0.002,0.003,15342.0,5690.0,1.0
"beta_cos[Castellanos, Nick]",-0.21,0.1,-0.402,-0.027,0.001,0.001,14900.0,5450.0,1.0
"beta_cos[Gurriel Jr., Lourdes]",0.037,0.159,-0.258,0.341,0.001,0.002,17013.0,5372.0,1.0
"beta_cos[Santander, Anthony]",-0.377,0.138,-0.635,-0.117,0.001,0.002,18836.0,5678.0,1.0
"beta_cos[Berti, Jon]",-0.151,0.18,-0.482,0.187,0.001,0.002,17712.0,5434.0,1.0
"beta_cos[Stubbs, Garrett]",-0.29,0.203,-0.662,0.092,0.002,0.003,14118.0,5593.0,1.0
"beta_cos[Grisham, Trent]",-0.042,0.165,-0.342,0.273,0.001,0.002,14555.0,5767.0,1.0
"beta_cos[Davis, Johnny]",-0.273,0.204,-0.646,0.125,0.001,0.003,20370.0,5179.0,1.0
"beta_cos[Reynolds, Bryan]",-0.443,0.13,-0.687,-0.201,0.001,0.002,15891.0,5918.0,1.0
"beta_cos[O'Grady, Brian]",-0.263,0.196,-0.643,0.093,0.001,0.003,17784.0,5325.0,1.0
"beta_cos[Starling, Bubba]",-0.186,0.173,-0.505,0.132,0.001,0.002,16487.0,5916.0,1.0
"beta_cos[Broxton, Keon]",-0.357,0.13,-0.606,-0.117,0.001,0.002,15549.0,5686.0,1.0
"beta_cos[Riley, Austin]",-0.38,0.17,-0.685,-0.056,0.001,0.002,13321.0,6157.0,1.0
"beta_cos[Court, Ryan]",-0.184,0.2,-0.565,0.194,0.002,0.003,14880.0,5242.0,1.0
"beta_cos[Drury, Brandon]",-0.333,0.199,-0.688,0.053,0.001,0.002,17627.0,5479.0,1.0
"beta_cos[Mercado, Óscar]",-0.173,0.15,-0.447,0.115,0.001,0.002,16061.0,5765.0,1.0
"beta_cos[Lorenzen, Michael]",-0.228,0.19,-0.573,0.136,0.001,0.002,17634.0,5796.0,1.0
"beta_cos[Avelino, Abiatal]",-0.28,0.204,-0.677,0.089,0.001,0.003,18487.0,5282.0,1.0
"beta_cos[Brosseau, Mike]",-0.215,0.196,-0.594,0.159,0.001,0.003,17194.0,4957.0,1.0
"beta_cos[Daza, Yonathan]",-0.334,0.19,-0.698,0.011,0.001,0.002,17708.0,5614.0,1.0
"beta_cos[Garlick, Kyle]",-0.311,0.193,-0.68,0.045,0.002,0.003,15397.0,5316.0,1.0
"beta_cos[Rosario, Amed]",-0.283,0.205,-0.672,0.103,0.002,0.003,15193.0,5256.0,1.0
"beta_cos[Mejía, Francisco]",-0.279,0.206,-0.648,0.115,0.002,0.003,17574.0,5600.0,1.0
"beta_cos[Castro, Harold]",-0.372,0.176,-0.704,-0.042,0.001,0.002,15111.0,5976.0,1.0
"beta_cos[Alberto, Hanser]",-0.236,0.2,-0.604,0.147,0.002,0.003,16203.0,6036.0,1.0
"beta_cos[Beckham, Tim]",-0.211,0.201,-0.598,0.159,0.002,0.003,16768.0,5041.0,1.0
"beta_cos[Bruce, Jay]",-0.491,0.089,-0.657,-0.329,0.001,0.001,15600.0,5668.0,1.0
"beta_cos[Velasquez, Vince]",-0.273,0.208,-0.673,0.119,0.002,0.003,16260.0,5764.0,1.0
"beta_cos[Garcia, Greg]",-0.279,0.204,-0.657,0.12,0.002,0.003,17257.0,4932.0,1.0
"beta_cos[Freeman, Mike]",-0.246,0.205,-0.616,0.138,0.002,0.003,16436.0,5655.0,1.0
"beta_cos[Urshela, Gio]",-0.278,0.207,-0.659,0.116,0.002,0.003,17231.0,5538.0,1.0
"beta_cos[Hampson, Garrett]",-0.247,0.182,-0.593,0.08,0.001,0.002,17176.0,5806.0,1.0
"beta_cos[Saladino, Tyler]",-0.282,0.201,-0.655,0.097,0.002,0.003,13581.0,5141.0,1.0
"beta_cos[Vargas, Ildemaro]",-0.282,0.204,-0.648,0.118,0.002,0.003,18112.0,5714.0,1.0
"beta_cos[Austin, Tyler]",-0.232,0.193,-0.604,0.127,0.002,0.003,15180.0,4977.0,1.0
"beta_cos[Gómez, Carlos]",-0.159,0.121,-0.38,0.071,0.001,0.002,15780.0,6037.0,1.0
"beta_cos[Biggio, Cavan]",-0.218,0.194,-0.587,0.144,0.001,0.003,18282.0,5401.0,1.0
"beta_cos[González, Carlos]",0.027,0.115,-0.179,0.252,0.001,0.002,13916.0,5286.0,1.0
"beta_cos[Santana, Domingo]",-0.177,0.113,-0.387,0.036,0.001,0.002,15274.0,5254.0,1.0
"beta_cos[Newman, Kevin]",-0.281,0.205,-0.659,0.116,0.002,0.003,13945.0,5462.0,1.0
"beta_cos[Urena, Richard]",-0.29,0.206,-0.698,0.082,0.002,0.003,13856.0,5521.0,1.0
"beta_cos[Murphy, Tom]",-0.284,0.205,-0.672,0.103,0.002,0.003,16205.0,5864.0,1.0
"beta_cos[O'Brien, Peter]",-0.309,0.2,-0.689,0.056,0.002,0.003,15553.0,5568.0,1.0
"beta_cos[Solarte, Yangervis]",-0.296,0.195,-0.674,0.057,0.002,0.003,16217.0,5315.0,1.0
"beta_cos[Rondon, José]",-0.281,0.202,-0.641,0.108,0.002,0.003,18020.0,5846.0,1.0
"beta_cos[Estrada, Thairo]",-0.243,0.2,-0.606,0.138,0.002,0.003,14430.0,5817.0,1.0
"beta_cos[Peterson, Dustin]",-0.307,0.201,-0.686,0.075,0.002,0.003,15627.0,5624.0,1.0
"beta_cos[Moran, Colin]",-0.286,0.202,-0.66,0.102,0.002,0.003,16334.0,5606.0,1.0
"beta_cos[Martin, Jason]",-0.195,0.183,-0.524,0.153,0.001,0.002,18333.0,5891.0,1.0
"beta_cos[Joe, Connor]",-0.227,0.198,-0.598,0.142,0.002,0.003,15891.0,5936.0,1.0
"beta_cos[Zagunis, Mark]",-0.189,0.198,-0.576,0.176,0.002,0.003,15768.0,5493.0,1.0
"beta_cos[Jackson, Drew]",-0.289,0.209,-0.691,0.094,0.002,0.003,15485.0,5311.0,1.0
"beta_cos[Arozarena, Randy]",-0.225,0.187,-0.555,0.146,0.001,0.002,17614.0,5523.0,1.0
"beta_cos[Margot, Manuel]",-0.42,0.104,-0.618,-0.23,0.001,0.001,16584.0,5471.0,1.0
"beta_cos[Aquino, Aristides]",-0.109,0.167,-0.423,0.202,0.001,0.002,15387.0,5345.0,1.0
"beta_cos[Carlson, Dylan]",-0.371,0.191,-0.732,-0.011,0.002,0.002,15914.0,6425.0,1.0
"beta_cos[Engel, Adam]",-0.48,0.11,-0.692,-0.279,0.001,0.001,15561.0,6194.0,1.0
"beta_cos[Akiyama, Shogo]",-0.296,0.179,-0.623,0.043,0.001,0.003,15379.0,5381.0,1.0
"beta_cos[Edman, Tommy]",-0.301,0.191,-0.676,0.041,0.001,0.002,16654.0,6075.0,1.0
"beta_cos[Duggar, Steven]",-0.496,0.149,-0.769,-0.211,0.001,0.002,15239.0,6005.0,1.0
"beta_cos[White, Eli]",-0.332,0.193,-0.701,0.023,0.001,0.003,17230.0,5265.0,1.0
"beta_cos[Riddle, JT]",-0.232,0.173,-0.541,0.112,0.001,0.002,15858.0,5868.0,1.0
"beta_cos[Solak, Nick]",-0.346,0.174,-0.667,-0.011,0.001,0.002,14952.0,5952.0,1.0
"beta_cos[Hays, Austin]",-0.397,0.155,-0.694,-0.109,0.001,0.002,17206.0,5348.0,1.0
"beta_cos[Chavis, Michael]",-0.124,0.197,-0.491,0.25,0.002,0.002,16063.0,5614.0,1.0
"beta_cos[Marmolejos, José]",-0.257,0.19,-0.616,0.087,0.001,0.003,16224.0,5183.0,1.0
"beta_cos[Fraley, Jake]",-0.159,0.189,-0.522,0.185,0.002,0.003,15062.0,5339.0,1.0
"beta_cos[Ruf, Darin]",-0.274,0.196,-0.633,0.101,0.002,0.003,16407.0,5279.0,1.0
"beta_cos[Moniak, Mickey]",-0.274,0.204,-0.649,0.118,0.001,0.003,19248.0,5339.0,1.0
"beta_cos[Heath, Nick]",-0.322,0.205,-0.7,0.064,0.002,0.003,17773.0,6120.0,1.0
"beta_cos[Olivares, Edward]",-0.372,0.185,-0.718,-0.031,0.001,0.002,17463.0,5866.0,1.0
"beta_cos[Lin, Tzu-Wei]",-0.246,0.196,-0.611,0.12,0.002,0.003,16792.0,5651.0,1.0
"beta_cos[Smith, Pavin]",-0.317,0.204,-0.693,0.063,0.002,0.003,17266.0,5570.0,1.0
"beta_cos[Mountcastle, Ryan]",-0.295,0.195,-0.651,0.071,0.002,0.003,15961.0,5658.0,1.0
"beta_cos[Oliva, Jared]",-0.281,0.202,-0.658,0.094,0.002,0.003,15625.0,5446.0,1.0
"beta_cos[Taylor, Michael A.]",-0.38,0.114,-0.6,-0.175,0.001,0.001,14593.0,5966.0,1.0
"beta_cos[Fuentes, Joshua]",-0.282,0.2,-0.658,0.098,0.002,0.003,13803.0,5692.0,1.0
"beta_cos[Tsutsugo, Yoshi]",-0.29,0.197,-0.659,0.075,0.001,0.003,17469.0,6089.0,1.0
"beta_cos[Demeritte, Travis]",-0.235,0.168,-0.54,0.083,0.001,0.002,17583.0,5971.0,1.0
"beta_cos[Ravelo, Rangel]",-0.217,0.2,-0.591,0.166,0.002,0.003,17034.0,5500.0,1.0
"beta_cos[Taylor, Tyrone]",-0.332,0.201,-0.723,0.03,0.001,0.003,19336.0,5902.0,1.0
"beta_cos[Andujar, Miguel]",-0.288,0.206,-0.681,0.095,0.001,0.003,20000.0,5828.0,1.0
"beta_cos[Basabe, Luis Alexander]",-0.25,0.2,-0.634,0.116,0.002,0.003,16143.0,6068.0,1.0
"beta_cos[Thaiss, Matt]",-0.283,0.203,-0.65,0.119,0.002,0.003,16641.0,5410.0,1.0
"beta_cos[Varsho, Daulton]",-0.291,0.189,-0.63,0.076,0.001,0.002,15935.0,5867.0,1.0
"beta_cos[Souza Jr., Steven]",-0.257,0.134,-0.505,-0.003,0.001,0.002,14758.0,5641.0,1.0
"beta_cos[Walker, Neil]",-0.275,0.19,-0.647,0.073,0.001,0.003,17712.0,4970.0,1.0
"beta_cos[Strange-Gordon, Dee]",-0.256,0.169,-0.571,0.065,0.001,0.002,15129.0,5518.0,1.0
"beta_cos[Barreto, Franklin]",-0.269,0.199,-0.65,0.106,0.002,0.003,14387.0,5597.0,1.0
"beta_cos[Rooker, Brent]",-0.319,0.198,-0.695,0.045,0.002,0.003,16681.0,5741.0,1.0
"beta_cos[Haggerty, Sam]",-0.265,0.195,-0.641,0.089,0.001,0.003,19028.0,4926.0,1.0
"beta_cos[Dozier, Hunter]",-0.28,0.171,-0.605,0.037,0.001,0.002,15285.0,5596.0,1.0
"beta_cos[Payton, Mark]",-0.274,0.207,-0.667,0.122,0.002,0.003,13825.0,5365.0,1.0
"beta_cos[Mathias, Mark]",-0.3,0.202,-0.66,0.086,0.002,0.003,16687.0,5578.0,1.0
"beta_cos[Pillar, Kevin]",-0.399,0.09,-0.57,-0.236,0.001,0.001,14958.0,6057.0,1.0
"beta_cos[Pache, Cristian]",-0.236,0.201,-0.591,0.156,0.002,0.003,15302.0,5590.0,1.0
"beta_cos[González, Luis]",-0.304,0.198,-0.67,0.076,0.002,0.003,14413.0,5829.0,1.0
"beta_cos[Zimmer, Bradley]",-0.628,0.151,-0.923,-0.359,0.001,0.002,13664.0,6056.0,1.0
"beta_cos[Mateo, Jorge]",-0.27,0.2,-0.65,0.102,0.002,0.003,17179.0,5412.0,1.0
"beta_cos[Velazquez, Andrew]",-0.244,0.2,-0.645,0.116,0.002,0.003,15557.0,5250.0,1.0
"beta_cos[Mullins, Cedric]",-0.456,0.162,-0.764,-0.161,0.001,0.002,14829.0,5811.0,1.0
"beta_cos[Mejia, Erick]",-0.253,0.194,-0.609,0.123,0.001,0.003,16996.0,5644.0,1.0
"beta_cos[Johnson, Daniel]",-0.294,0.204,-0.671,0.097,0.002,0.003,15955.0,5597.0,1.0
"beta_cos[Reyes, Franmil]",-0.198,0.144,-0.467,0.075,0.001,0.002,16507.0,5451.0,1.0
"beta_cos[McCarthy, Joe]",-0.316,0.199,-0.696,0.047,0.002,0.003,15161.0,5633.0,1.0
"beta_cos[Hoerner, Nico]",-0.281,0.204,-0.69,0.093,0.002,0.003,14401.0,5273.0,1.0
"beta_cos[Bradley Jr., Jackie]",-0.201,0.098,-0.384,-0.015,0.001,0.001,16772.0,5453.0,1.0
"beta_cos[Kipnis, Jason]",-0.192,0.186,-0.53,0.163,0.002,0.002,15248.0,5450.0,1.0
"beta_cos[Heyward, Jason]",-0.194,0.099,-0.385,-0.015,0.001,0.001,15800.0,5920.0,1.0
"beta_cos[Springer, George]",-0.389,0.109,-0.603,-0.193,0.001,0.001,16128.0,6239.0,1.0
"beta_cos[Buxton, Byron]",-0.545,0.115,-0.762,-0.329,0.001,0.001,14593.0,5957.0,1.0
"beta_cos[Blackmon, Charlie]",-0.439,0.089,-0.598,-0.265,0.001,0.001,16637.0,6030.0,1.0
"beta_cos[Hamilton, Billy]",-0.311,0.108,-0.508,-0.104,0.001,0.001,15450.0,5911.0,1.0
"beta_cos[Kiermaier, Kevin]",-0.641,0.115,-0.85,-0.416,0.001,0.001,15560.0,5980.0,1.0
"beta_cos[Cain, Lorenzo]",-0.496,0.108,-0.693,-0.293,0.001,0.001,15589.0,5906.0,1.0
"beta_cos[Ellsbury, Jacoby]",-0.509,0.168,-0.82,-0.195,0.001,0.002,13986.0,6067.0,1.0
"beta_cos[Trout, Mike]",-0.536,0.104,-0.723,-0.334,0.001,0.001,16495.0,6080.0,1.0
"beta_cos[Hannemann, Jacob]",-0.331,0.201,-0.695,0.06,0.002,0.003,16634.0,5541.0,1.0
"beta_cos[Lagares, Juan]",-0.099,0.138,-0.352,0.165,0.001,0.002,15219.0,5942.0,1.0
"beta_cos[Inciarte, Ender]",-0.257,0.095,-0.436,-0.082,0.001,0.001,16658.0,5913.0,1.0
"beta_cos[Fowler, Dexter]",-0.433,0.108,-0.638,-0.231,0.001,0.001,15764.0,5957.0,1.0
"beta_cos[Villar, Jonathan]",-0.312,0.196,-0.657,0.082,0.001,0.003,17603.0,5699.0,1.0
"beta_cos[Galvis, Freddy]",-0.297,0.203,-0.687,0.081,0.002,0.003,16212.0,5746.0,1.0
"beta_cos[Burns, Billy]",-0.276,0.208,-0.658,0.12,0.002,0.003,17858.0,5618.0,1.0
"beta_cos[Kepler, Max]",-0.028,0.1,-0.225,0.15,0.001,0.001,16042.0,5793.0,1.0
"beta_cos[Hoying, Jared]",-0.302,0.182,-0.642,0.042,0.001,0.002,15158.0,6345.0,1.0
"beta_cos[Stubbs, Drew]",-0.363,0.197,-0.737,-0.002,0.002,0.003,16050.0,5665.0,1.0
"beta_cos[Selsky, Steve]",-0.297,0.204,-0.662,0.114,0.001,0.003,18524.0,5434.0,1.0
"beta_cos[Betts, Mookie]",-0.323,0.096,-0.502,-0.141,0.001,0.001,15388.0,6140.0,1.0
"beta_cos[Laureano, Ramón]",-0.399,0.118,-0.623,-0.176,0.001,0.002,17092.0,5640.0,1.0
"beta_cos[Guerrero, Gabriel]",-0.252,0.203,-0.649,0.113,0.002,0.003,14823.0,5109.0,1.0
"beta_cos[Harper, Bryce]",-0.105,0.098,-0.286,0.084,0.001,0.001,13583.0,5634.0,1.0
"beta_cos[Barnes, Brandon]",-0.337,0.198,-0.706,0.033,0.002,0.003,15104.0,5498.0,1.0
"beta_cos[Calhoun, Kole]",-0.277,0.096,-0.463,-0.103,0.001,0.001,15241.0,5481.0,1.0
"beta_cos[Escobar, Alcides]",-0.296,0.196,-0.67,0.065,0.001,0.003,17613.0,6090.0,1.0
"beta_cos[Judge, Aaron]",-0.603,0.084,-0.76,-0.441,0.001,0.001,15864.0,5709.0,1.0
"beta_cos[Bolt, Skye]",-0.289,0.204,-0.699,0.072,0.002,0.003,13629.0,5267.0,1.0
"beta_cos[Lewis, Kyle]",-0.256,0.161,-0.558,0.04,0.001,0.002,14867.0,6031.0,1.0
"beta_cos[García, Avisaíl]",-0.367,0.113,-0.577,-0.155,0.001,0.001,16025.0,5884.0,1.0
"beta_cos[Marte, Ketel]",-0.364,0.16,-0.671,-0.065,0.001,0.002,13418.0,6084.0,1.0
"beta_cos[Senzel, Nick]",-0.373,0.155,-0.667,-0.093,0.001,0.002,14530.0,5883.0,1.0
"beta_cos[Thomas, Lane]",-0.373,0.187,-0.731,-0.021,0.001,0.003,16290.0,5671.0,1.0
"beta_cos[Harrison, Monte]",-0.326,0.193,-0.674,0.045,0.002,0.003,16269.0,4851.0,1.0
"beta_cos[Robert Jr., Luis]",-0.312,0.182,-0.655,0.028,0.001,0.002,16055.0,5605.0,1.0
"beta_cos[Dubón, Mauricio]",-0.296,0.177,-0.622,0.044,0.001,0.002,15780.0,5483.0,1.0
