,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu_alpha,-2.171,0.034,-2.237,-2.11,0.0,0.0,5162.0,6054.0,1.0
mu_beta_speed,-17.976,0.151,-18.261,-17.694,0.002,0.002,8228.0,6637.0,1.0
mu_beta_cos,-0.27,0.015,-0.299,-0.241,0.0,0.0,9426.0,7161.0,1.0
mu_beta_sin,-0.094,0.012,-0.117,-0.073,0.0,0.0,10975.0,7088.0,1.0
mu_beta_dist,1.837,0.029,1.785,1.892,0.0,0.0,9710.0,6456.0,1.0
