,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_cos[Cabrera, Melky]",-0.198,0.152,-0.471,0.097,0.001,0.002,18475.0,5250.0,1.0
"beta_cos[Kingery, Scott]",-0.395,0.155,-0.688,-0.107,0.001,0.002,20210.0,5337.0,1.0
"beta_cos[Jay, Jon]",-0.284,0.162,-0.589,0.015,0.001,0.002,16424.0,5381.0,1.0
"beta_cos[Velasquez, Vince]",-0.263,0.194,-0.625,0.098,0.001,0.003,18350.0,5307.0,1.0
"beta_cos[Renfroe, Hunter]",-0.155,0.101,-0.346,0.03,0.001,0.001,15056.0,6371.0,1.0
"beta_cos[Osuna, José]",-0.2,0.182,-0.525,0.155,0.001,0.003,17085.0,5274.0,1.0
"beta_cos[Yelich, Christian]",-0.341,0.102,-0.525,-0.142,0.001,0.001,20022.0,5970.0,1.0
"beta_cos[Goodrum, Niko]",-0.218,0.165,-0.508,0.11,0.001,0.002,16567.0,5181.0,1.0
"beta_cos[Smith, Dominic]",-0.137,0.139,-0.399,0.119,0.001,0.002,16477.0,5454.0,1.0
"beta_cos[Williams, Nick]",-0.221,0.177,-0.536,0.127,0.001,0.002,15246.0,5656.0,1.0
"beta_cos[Santana, Danny]",-0.169,0.16,-0.47,0.124,0.001,0.002,16796.0,5867.0,1.0
"beta_cos[Garcia, Greg]",-0.271,0.19,-0.626,0.078,0.001,0.003,18128.0,5702.0,1.0
"beta_cos[Freeman, Mike]",-0.243,0.186,-0.608,0.102,0.001,0.002,16712.0,5419.0,1.0
"beta_cos[Urshela, Gio]",-0.268,0.189,-0.61,0.105,0.001,0.002,18869.0,5729.0,1.0
"beta_cos[Saladino, Tyler]",-0.27,0.188,-0.614,0.087,0.001,0.003,18919.0,5018.0,1.0
"beta_cos[Hampson, Garrett]",-0.345,0.137,-0.612,-0.098,0.001,0.002,17748.0,5636.0,1.0
"beta_cos[Dahl, David]",-0.436,0.125,-0.67,-0.204,0.001,0.002,16098.0,5748.0,1.0
"beta_cos[Vargas, Ildemaro]",-0.276,0.19,-0.619,0.097,0.001,0.003,19042.0,5044.0,1.0
"beta_cos[Martínez, José A.]",-0.276,0.144,-0.545,-0.002,0.001,0.002,20120.0,5622.0,1.0
"beta_cos[Williamson, Mac]",-0.247,0.173,-0.569,0.076,0.001,0.002,17682.0,5738.0,1.0
"beta_cos[Gallo, Joey]",-0.245,0.104,-0.428,-0.046,0.001,0.001,16948.0,5903.0,1.0
"beta_cos[Tilson, Charlie]",-0.319,0.161,-0.622,-0.019,0.001,0.002,16976.0,5657.0,1.0
"beta_cos[Parker, Jarrett]",-0.308,0.186,-0.675,0.031,0.001,0.003,19004.0,5408.0,1.0
"beta_cos[Austin, Tyler]",-0.228,0.172,-0.553,0.095,0.001,0.002,17812.0,5607.0,1.0
"beta_cos[Gore, Terrance]",-0.336,0.174,-0.67,-0.017,0.001,0.002,17639.0,6264.0,1.0
"beta_cos[Canha, Mark]",-0.435,0.108,-0.634,-0.226,0.001,0.001,17728.0,5327.0,1.0
"beta_cos[Gómez, Carlos]",-0.123,0.169,-0.463,0.177,0.001,0.002,16000.0,5593.0,1.0
"beta_cos[Biggio, Cavan]",-0.124,0.17,-0.441,0.192,0.001,0.002,14307.0,5110.0,1.0
"beta_cos[Puello, César]",-0.329,0.169,-0.646,-0.018,0.001,0.002,20203.0,6061.0,1.0
"beta_cos[Bonifacio, Jorge]",-0.313,0.171,-0.637,0.0,0.001,0.002,19889.0,5563.0,1.0
"beta_cos[Joyce, Matt]",-0.217,0.151,-0.497,0.074,0.001,0.002,17291.0,5515.0,1.0
"beta_cos[Pence, Hunter]",-0.275,0.163,-0.575,0.033,0.001,0.002,19979.0,5860.0,1.0
"beta_cos[González, Carlos]",-0.157,0.168,-0.481,0.148,0.001,0.002,17769.0,5615.0,1.0
"beta_cos[Santana, Domingo]",0.022,0.14,-0.237,0.285,0.001,0.002,17677.0,5485.0,1.0
"beta_cos[Newman, Kevin]",-0.272,0.189,-0.638,0.077,0.001,0.003,19777.0,5817.0,1.0
"beta_cos[McCutchen, Andrew]",-0.125,0.116,-0.352,0.084,0.001,0.002,18912.0,5645.0,1.0
"beta_cos[Lowe, Brandon]",-0.192,0.18,-0.537,0.14,0.001,0.002,17770.0,6101.0,1.0
"beta_cos[Owings, Chris]",-0.2,0.176,-0.542,0.113,0.001,0.002,18012.0,4993.0,1.0
"beta_cos[Astudillo, Willians]",-0.279,0.192,-0.633,0.081,0.001,0.003,18631.0,4866.0,1.0
"beta_cos[Swihart, Blake]",-0.277,0.179,-0.617,0.059,0.001,0.003,18900.0,5055.0,1.0
"beta_cos[Adrianza, Ehire]",-0.199,0.177,-0.537,0.132,0.001,0.002,15096.0,5739.0,1.0
"beta_cos[Urena, Richard]",-0.278,0.19,-0.625,0.084,0.001,0.002,18084.0,5881.0,1.0
"beta_cos[Pearce, Steve]",-0.249,0.189,-0.606,0.108,0.001,0.003,19938.0,5692.0,1.0
"beta_cos[Delmonico, Nicky]",-0.284,0.175,-0.601,0.05,0.001,0.002,17997.0,6127.0,1.0
"beta_cos[Murphy, Tom]",-0.271,0.192,-0.639,0.087,0.001,0.003,20033.0,5184.0,1.0
"beta_cos[O'Brien, Peter]",-0.295,0.188,-0.648,0.056,0.001,0.003,16832.0,5351.0,1.0
"beta_cos[Eaton, Adam]",-0.188,0.105,-0.388,0.001,0.001,0.001,17850.0,6115.0,1.0
"beta_cos[Pérez, Hernán]",-0.302,0.186,-0.647,0.047,0.001,0.002,18367.0,5872.0,1.0
"beta_cos[Gerber, Mike]",-0.256,0.186,-0.615,0.077,0.001,0.003,20388.0,5506.0,1.0
"beta_cos[Zobrist, Ben]",-0.273,0.18,-0.609,0.067,0.001,0.002,18006.0,4728.0,1.0
"beta_cos[Davis, Khris]",-0.266,0.185,-0.618,0.08,0.001,0.003,18533.0,5312.0,1.0
"beta_cos[Schebler, Scott]",-0.285,0.173,-0.617,0.036,0.001,0.002,17824.0,4773.0,1.0
"beta_cos[Solarte, Yangervis]",-0.281,0.183,-0.618,0.069,0.001,0.003,20256.0,4980.0,1.0
"beta_cos[Rondon, José]",-0.213,0.186,-0.561,0.136,0.001,0.003,19514.0,5120.0,1.0
"beta_cos[Galloway, Isaac]",-0.285,0.182,-0.625,0.055,0.001,0.003,17536.0,6136.0,1.0
"beta_cos[Estrada, Thairo]",-0.262,0.179,-0.577,0.095,0.001,0.003,17820.0,4796.0,1.0
"beta_cos[Peterson, Dustin]",-0.295,0.188,-0.653,0.064,0.001,0.003,18158.0,5191.0,1.0
"beta_cos[Moran, Colin]",-0.274,0.187,-0.609,0.092,0.001,0.003,18754.0,5620.0,1.0
"beta_cos[Shuck, JB]",-0.267,0.183,-0.589,0.09,0.001,0.003,19369.0,5377.0,1.0
"beta_cos[Kemp, Matt]",-0.263,0.175,-0.601,0.057,0.001,0.002,17008.0,5344.0,1.0
"beta_cos[Martin, Jason]",-0.289,0.155,-0.577,-0.003,0.001,0.002,19125.0,5821.0,1.0
"beta_cos[Bourjos, Peter]",-0.283,0.185,-0.648,0.049,0.002,0.002,14965.0,5574.0,1.0
"beta_cos[Brito, Sócrates]",-0.205,0.177,-0.55,0.119,0.001,0.002,14370.0,5450.0,1.0
"beta_cos[Herrera, Rosell]",-0.301,0.174,-0.644,0.011,0.001,0.002,17030.0,5189.0,1.0
"beta_cos[Joe, Connor]",-0.395,0.139,-0.666,-0.139,0.001,0.002,15515.0,5572.0,1.0
"beta_cos[Zagunis, Mark]",-0.185,0.184,-0.521,0.169,0.001,0.002,17712.0,5524.0,1.0
"beta_cos[Jackson, Drew]",-0.271,0.186,-0.626,0.074,0.001,0.003,17186.0,5183.0,1.0
"beta_cos[Margot, Manuel]",-0.319,0.113,-0.529,-0.104,0.001,0.001,18980.0,5580.0,1.0
"beta_cos[Arozarena, Randy]",-0.225,0.119,-0.45,-0.012,0.001,0.002,15993.0,5308.0,1.0
"beta_cos[Duggar, Steven]",-0.229,0.124,-0.458,0.005,0.001,0.002,17903.0,5813.0,1.0
"beta_cos[Carlson, Dylan]",-0.332,0.11,-0.544,-0.131,0.001,0.001,17855.0,6305.0,1.0
"beta_cos[White, Eli]",-0.329,0.149,-0.611,-0.058,0.001,0.002,17982.0,5850.0,1.0
"beta_cos[Solak, Nick]",-0.357,0.157,-0.663,-0.069,0.001,0.002,17503.0,5282.0,1.0
"beta_cos[Aquino, Aristides]",-0.173,0.124,-0.4,0.064,0.001,0.002,17257.0,5865.0,1.0
"beta_cos[Hays, Austin]",-0.386,0.108,-0.585,-0.184,0.001,0.001,17265.0,5883.0,1.0
"beta_cos[Sierra, Magneuris]",-0.121,0.151,-0.405,0.166,0.001,0.002,17204.0,5820.0,1.0
"beta_cos[Engel, Adam]",-0.441,0.124,-0.664,-0.204,0.001,0.002,18817.0,5484.0,1.0
"beta_cos[Akiyama, Shogo]",-0.364,0.153,-0.66,-0.081,0.001,0.002,16526.0,5362.0,1.0
"beta_cos[Edman, Tommy]",-0.267,0.156,-0.554,0.028,0.001,0.002,17263.0,6226.0,1.0
"beta_cos[Chavis, Michael]",-0.098,0.188,-0.444,0.26,0.002,0.003,14451.0,4943.0,1.0
"beta_cos[Marmolejos, José]",-0.249,0.175,-0.573,0.086,0.001,0.002,18229.0,6032.0,1.0
"beta_cos[Riddle, JT]",-0.229,0.167,-0.536,0.093,0.001,0.002,17382.0,5759.0,1.0
"beta_cos[Lin, Tzu-Wei]",-0.265,0.182,-0.609,0.074,0.001,0.003,17078.0,5065.0,1.0
"beta_cos[Smith, Pavin]",-0.355,0.127,-0.591,-0.117,0.001,0.002,16082.0,5519.0,1.0
"beta_cos[Mountcastle, Ryan]",-0.336,0.171,-0.648,-0.002,0.001,0.002,17977.0,5917.0,1.0
"beta_cos[Oliva, Jared]",-0.199,0.177,-0.545,0.121,0.001,0.003,20208.0,5286.0,1.0
"beta_cos[Heath, Nick]",-0.358,0.185,-0.711,-0.011,0.001,0.002,15668.0,5484.0,1.0
"beta_cos[Taylor, Michael A.]",-0.417,0.103,-0.612,-0.23,0.001,0.001,14507.0,5520.0,1.0
"beta_cos[Moniak, Mickey]",-0.164,0.17,-0.487,0.156,0.001,0.002,16749.0,6016.0,1.0
"beta_cos[Fraley, Jake]",-0.075,0.136,-0.334,0.175,0.001,0.002,16545.0,6098.0,1.0
"beta_cos[Robertson, Daniel]",-0.273,0.188,-0.622,0.084,0.001,0.003,16151.0,5610.0,1.0
"beta_cos[Ruf, Darin]",-0.13,0.152,-0.422,0.144,0.001,0.002,14513.0,5705.0,1.0
"beta_cos[Olivares, Edward]",-0.263,0.144,-0.53,0.015,0.001,0.002,18848.0,5721.0,1.0
"beta_cos[Fuentes, Joshua]",-0.271,0.195,-0.628,0.092,0.001,0.003,17065.0,5274.0,1.0
"beta_cos[Frazier, Adam]",-0.318,0.166,-0.616,0.007,0.001,0.002,17051.0,5562.0,1.0
"beta_cos[Tsutsugo, Yoshi]",-0.222,0.17,-0.537,0.105,0.001,0.002,17042.0,5438.0,1.0
"beta_cos[Brinson, Lewis]",-0.468,0.135,-0.716,-0.21,0.001,0.002,17910.0,5485.0,1.0
"beta_cos[Andujar, Miguel]",-0.128,0.159,-0.428,0.166,0.001,0.002,16470.0,5312.0,1.0
"beta_cos[Demeritte, Travis]",-0.215,0.153,-0.484,0.086,0.001,0.002,15407.0,5741.0,1.0
"beta_cos[Ravelo, Rangel]",-0.215,0.189,-0.576,0.139,0.001,0.002,18490.0,5850.0,1.0
"beta_cos[Taylor, Tyrone]",-0.497,0.126,-0.737,-0.269,0.001,0.002,15540.0,5830.0,1.0
"beta_cos[Basabe, Luis Alexander]",-0.246,0.182,-0.585,0.104,0.001,0.003,18519.0,5239.0,1.0
"beta_cos[Thaiss, Matt]",-0.272,0.192,-0.63,0.092,0.001,0.003,19387.0,5643.0,1.0
"beta_cos[Varsho, Daulton]",-0.49,0.127,-0.721,-0.25,0.001,0.002,15549.0,5956.0,1.0
"beta_cos[Souza Jr., Steven]",-0.333,0.181,-0.678,-0.003,0.001,0.002,18422.0,5455.0,1.0
"beta_cos[Walker, Neil]",-0.26,0.191,-0.637,0.081,0.001,0.003,16688.0,5317.0,1.0
"beta_cos[Strange-Gordon, Dee]",-0.312,0.188,-0.656,0.04,0.001,0.003,17308.0,5889.0,1.0
"beta_cos[Barreto, Franklin]",-0.26,0.189,-0.611,0.101,0.001,0.003,17752.0,5524.0,1.0
"beta_cos[Rooker, Brent]",-0.385,0.162,-0.671,-0.062,0.001,0.002,15726.0,4898.0,1.0
"beta_cos[Haggerty, Sam]",-0.1,0.162,-0.408,0.193,0.001,0.002,16240.0,5274.0,1.0
"beta_cos[Harrison, Josh]",-0.156,0.173,-0.467,0.177,0.001,0.002,19458.0,5902.0,1.0
"beta_cos[Dozier, Hunter]",-0.346,0.133,-0.597,-0.089,0.001,0.002,16409.0,5652.0,1.0
"beta_cos[Payton, Mark]",-0.278,0.182,-0.616,0.07,0.001,0.002,16093.0,6187.0,1.0
"beta_cos[Mathias, Mark]",-0.276,0.186,-0.635,0.071,0.001,0.003,18659.0,5001.0,1.0
"beta_cos[Pillar, Kevin]",-0.308,0.107,-0.509,-0.106,0.001,0.001,17211.0,6288.0,1.0
"beta_cos[Pache, Cristian]",-0.181,0.144,-0.452,0.086,0.001,0.002,16449.0,6142.0,1.0
"beta_cos[Valaika, Pat]",-0.239,0.188,-0.589,0.108,0.001,0.003,18589.0,5718.0,1.0
"beta_cos[Zimmer, Bradley]",-0.525,0.146,-0.805,-0.247,0.001,0.002,16096.0,6239.0,1.0
"beta_cos[González, Luis]",-0.255,0.147,-0.526,0.02,0.001,0.002,18522.0,5748.0,1.0
"beta_cos[Mateo, Jorge]",-0.284,0.179,-0.619,0.055,0.001,0.003,18339.0,4539.0,1.0
"beta_cos[Velazquez, Andrew]",-0.23,0.187,-0.582,0.119,0.001,0.003,19051.0,5755.0,1.0
"beta_cos[Refsnyder, Rob]",-0.125,0.149,-0.404,0.158,0.001,0.002,17226.0,6002.0,1.0
"beta_cos[Mullins, Cedric]",-0.448,0.1,-0.633,-0.255,0.001,0.001,15915.0,5074.0,1.0
"beta_cos[Almonte, Abraham]",-0.207,0.161,-0.507,0.097,0.001,0.002,17485.0,5736.0,1.0
"beta_cos[Mejia, Erick]",-0.251,0.183,-0.597,0.085,0.001,0.002,18349.0,6095.0,1.0
"beta_cos[Johnson, Daniel]",-0.312,0.175,-0.656,0.006,0.001,0.002,15468.0,5593.0,1.0
"beta_cos[Evans, Phillip]",-0.271,0.18,-0.594,0.072,0.001,0.002,18541.0,5592.0,1.0
"beta_cos[Marte, Starling]",-0.258,0.095,-0.432,-0.071,0.001,0.001,16094.0,5638.0,1.0
"beta_cos[Cordero, Franchy]",0.086,0.156,-0.204,0.383,0.001,0.002,14497.0,5752.0,1.0
"beta_cos[García, Adolis]",-0.367,0.107,-0.57,-0.169,0.001,0.001,18881.0,5104.0,1.0
"beta_cos[Reyes, Franmil]",-0.225,0.148,-0.491,0.066,0.001,0.002,17396.0,5276.0,1.0
"beta_cos[McCarthy, Joe]",-0.298,0.189,-0.652,0.061,0.001,0.002,17723.0,5728.0,1.0
"beta_cos[Bonifácio, Emilio]",-0.272,0.188,-0.634,0.077,0.001,0.003,18022.0,5826.0,1.0
"beta_cos[Hoerner, Nico]",-0.261,0.185,-0.611,0.087,0.001,0.003,19986.0,5491.0,1.0
"beta_cos[Marisnick, Jake]",-0.304,0.133,-0.556,-0.055,0.001,0.002,15486.0,5719.0,1.0
"beta_cos[Schrock, Max]",-0.256,0.178,-0.601,0.072,0.001,0.002,17325.0,5627.0,1.0
"beta_cos[Ramos, Henry]",-0.368,0.18,-0.719,-0.04,0.001,0.002,16217.0,5900.0,1.0
"beta_cos[Haase, Eric]",-0.287,0.183,-0.645,0.042,0.001,0.003,18363.0,5874.0,1.0
"beta_cos[Miller, Brian]",-0.279,0.187,-0.63,0.083,0.001,0.003,15741.0,5419.0,1.0
"beta_cos[Gordon, Nick]",-0.171,0.146,-0.451,0.099,0.001,0.002,19255.0,5342.0,1.0
"beta_cos[Isbel, Kyle]",-0.209,0.14,-0.466,0.058,0.001,0.002,15173.0,5796.0,1.0
"beta_cos[Deichmann, Greg]",-0.242,0.185,-0.584,0.112,0.001,0.002,15797.0,5863.0,1.0
"beta_cos[Nevin, Tyler]",-0.258,0.183,-0.608,0.081,0.001,0.002,19624.0,5601.0,1.0
"beta_cos[Bell, Josh]",-0.255,0.187,-0.613,0.097,0.001,0.002,16686.0,5892.0,1.0
"beta_cos[McKenna, Ryan]",-0.141,0.128,-0.382,0.098,0.001,0.002,17253.0,6008.0,1.0
"beta_cos[Peters, DJ]",-0.251,0.154,-0.552,0.028,0.001,0.002,18587.0,5952.0,1.0
"beta_cos[Castro, Willi]",-0.231,0.149,-0.498,0.061,0.001,0.002,17354.0,5507.0,1.0
"beta_cos[Lagares, Juan]",-0.199,0.126,-0.441,0.029,0.001,0.002,18781.0,5864.0,1.0
"beta_cos[Hernandez, Yadiel]",-0.345,0.134,-0.605,-0.102,0.001,0.002,18009.0,5440.0,1.0
"beta_cos[Friedl, TJ]",-0.287,0.16,-0.582,0.021,0.001,0.002,17390.0,5643.0,1.0
"beta_cos[Herrera, Odúbel]",-0.319,0.126,-0.556,-0.086,0.001,0.002,17197.0,5520.0,1.0
"beta_cos[Stephenson, Tyler]",-0.282,0.19,-0.633,0.076,0.001,0.003,20221.0,6033.0,1.0
"beta_cos[Rojas, Jose]",-0.193,0.171,-0.52,0.126,0.001,0.002,18567.0,5558.0,1.0
"beta_cos[McCormick, Chas]",-0.303,0.128,-0.53,-0.047,0.001,0.002,19221.0,5637.0,1.0
"beta_cos[Nootbaar, Lars]",-0.432,0.137,-0.685,-0.17,0.001,0.002,15493.0,5947.0,1.0
"beta_cos[Wisdom, Patrick]",-0.182,0.17,-0.493,0.148,0.001,0.002,15236.0,5825.0,1.0
"beta_cos[Hamilton, Billy]",-0.446,0.146,-0.719,-0.18,0.001,0.002,16846.0,6491.0,1.0
"beta_cos[DeShields, Delino]",-0.463,0.134,-0.724,-0.222,0.001,0.002,16897.0,6157.0,1.0
"beta_cos[Baddoo, Akil]",-0.317,0.121,-0.542,-0.087,0.001,0.002,18346.0,5338.0,1.0
"beta_cos[Wong, Kean]",-0.286,0.186,-0.658,0.051,0.001,0.003,19075.0,4990.0,1.0
"beta_cos[Meyers, Jake]",-0.473,0.158,-0.772,-0.176,0.001,0.002,17282.0,5780.0,1.0
"beta_cos[Lux, Gavin]",-0.181,0.164,-0.492,0.125,0.001,0.002,17568.0,5782.0,1.0
"beta_cos[Vilade, Ryan]",-0.233,0.189,-0.574,0.129,0.001,0.003,17113.0,5857.0,1.0
"beta_cos[Cameron, Daz]",-0.375,0.154,-0.668,-0.088,0.001,0.002,17004.0,5388.0,1.0
"beta_cos[Bolt, Skye]",-0.319,0.158,-0.61,-0.016,0.001,0.002,17049.0,5862.0,1.0
"beta_cos[Siri, Jose]",-0.45,0.155,-0.747,-0.169,0.001,0.002,17305.0,5445.0,1.0
"beta_cos[Vierling, Matt]",-0.341,0.146,-0.608,-0.062,0.001,0.002,15955.0,4819.0,1.0
"beta_cos[Rivas III, Alfonso]",-0.244,0.183,-0.582,0.107,0.001,0.003,18243.0,4880.0,1.0
"beta_cos[De La Cruz, Bryan]",-0.265,0.14,-0.526,-0.001,0.001,0.002,15953.0,5836.0,1.0
"beta_cos[Gonzalez, Romy]",-0.277,0.191,-0.647,0.069,0.001,0.002,18725.0,5906.0,1.0
"beta_cos[Sheets, Gavin]",-0.283,0.157,-0.569,0.018,0.001,0.002,21039.0,4975.0,1.0
"beta_cos[Adell, Jo]",-0.322,0.133,-0.563,-0.065,0.001,0.002,19241.0,6103.0,1.0
"beta_cos[Lowe, Josh]",-0.324,0.166,-0.629,-0.008,0.001,0.002,17621.0,5243.0,1.0
"beta_cos[Vaughn, Andrew]",-0.399,0.13,-0.651,-0.159,0.001,0.002,18713.0,5976.0,1.0
"beta_cos[Ruiz, Rio]",-0.27,0.185,-0.627,0.075,0.001,0.002,17947.0,5541.0,1.0
"beta_cos[Alfaro, Jorge]",-0.263,0.188,-0.614,0.102,0.001,0.003,17485.0,5133.0,1.0
"beta_cos[Fairchild, Stuart]",-0.31,0.179,-0.652,0.019,0.001,0.002,17971.0,5035.0,1.0
"beta_cos[Arcia, Orlando]",-0.334,0.173,-0.662,-0.006,0.001,0.002,18556.0,5777.0,1.0
"beta_cos[Thomas, Lane]",-0.201,0.118,-0.422,0.02,0.001,0.002,19268.0,5816.0,1.0
"beta_cos[Smith, Kevin]",-0.282,0.189,-0.637,0.078,0.001,0.003,16969.0,5350.0,1.0
"beta_cos[Lamb, Jake]",-0.263,0.175,-0.61,0.044,0.001,0.003,16543.0,5482.0,1.0
"beta_cos[Jones, Taylor]",-0.083,0.185,-0.42,0.271,0.001,0.003,15966.0,4786.0,1.0
"beta_cos[Ibáñez, Andy]",-0.27,0.192,-0.632,0.091,0.001,0.003,18900.0,5273.0,1.0
"beta_cos[Larnach, Trevor]",-0.26,0.152,-0.525,0.043,0.001,0.002,19483.0,5160.0,1.0
"beta_cos[Park, Hoy]",-0.297,0.182,-0.641,0.038,0.001,0.002,18865.0,6064.0,1.0
"beta_cos[Robson, Jacob]",-0.264,0.188,-0.61,0.088,0.001,0.002,19103.0,5659.0,1.0
"beta_cos[McKinstry, Zach]",-0.227,0.175,-0.56,0.094,0.001,0.003,16578.0,4779.0,1.0
"beta_cos[Williams, Luke]",-0.144,0.183,-0.49,0.197,0.001,0.002,19058.0,5607.0,1.0
"beta_cos[Duran, Jarren]",-0.244,0.152,-0.531,0.045,0.001,0.002,18485.0,5559.0,1.0
"beta_cos[Fargas, Johneshwy]",-0.267,0.184,-0.597,0.097,0.001,0.003,17609.0,5535.0,1.0
"beta_cos[Bradley Jr., Jackie]",-0.219,0.097,-0.397,-0.033,0.001,0.001,17001.0,5960.0,1.0
"beta_cos[Raley, Luke]",-0.104,0.178,-0.43,0.238,0.001,0.003,17099.0,4820.0,1.0
"beta_cos[LaMarre, Ryan]",-0.21,0.181,-0.554,0.118,0.001,0.002,16792.0,6269.0,1.0
"beta_cos[Thomas, Dillon]",-0.243,0.184,-0.577,0.109,0.001,0.003,16225.0,5453.0,1.0
"beta_cos[Reks, Zach]",-0.281,0.177,-0.621,0.045,0.001,0.002,18432.0,5615.0,1.0
"beta_cos[Sánchez, Jesús]",-0.203,0.136,-0.456,0.05,0.001,0.002,18525.0,6273.0,1.0
"beta_cos[Wilson, Jacob]",-0.273,0.187,-0.635,0.074,0.001,0.003,18075.0,5519.0,1.0
"beta_cos[Clement, Ernie]",-0.121,0.183,-0.458,0.23,0.001,0.003,18770.0,5663.0,1.0
"beta_cos[Jankowski, Travis]",-0.363,0.17,-0.674,-0.043,0.001,0.002,18186.0,4902.0,1.0
"beta_cos[Vosler, Jason]",-0.297,0.193,-0.661,0.061,0.001,0.003,17381.0,5666.0,1.0
"beta_cos[Kirilloff, Alex]",-0.36,0.165,-0.674,-0.051,0.001,0.002,17573.0,4929.0,1.0
"beta_cos[Davis, Jaylin]",-0.301,0.174,-0.62,0.04,0.001,0.002,16591.0,6026.0,1.0
"beta_cos[Tom, Ka'ai]",-0.29,0.171,-0.602,0.037,0.001,0.002,16453.0,5948.0,1.0
"beta_cos[O'Hearn, Ryan]",-0.265,0.17,-0.576,0.056,0.001,0.002,18940.0,5203.0,1.0
"beta_cos[Walton, Donovan]",-0.276,0.19,-0.65,0.062,0.002,0.003,14440.0,5379.0,1.0
"beta_cos[Trammell, Taylor]",-0.225,0.149,-0.497,0.06,0.001,0.002,15849.0,6343.0,1.0
"beta_cos[Blankenhorn, Travis]",-0.278,0.189,-0.651,0.064,0.001,0.002,19690.0,5855.0,1.0
"beta_cos[Marcano, Tucupita]",-0.332,0.171,-0.648,-0.008,0.001,0.002,19087.0,5367.0,1.0
"beta_cos[Hiura, Keston]",-0.285,0.185,-0.634,0.053,0.001,0.002,19028.0,5552.0,1.0
"beta_cos[Kelenic, Jarred]",-0.205,0.132,-0.454,0.037,0.001,0.002,15927.0,5685.0,1.0
"beta_cos[Quinn, Roman]",-0.298,0.151,-0.584,-0.018,0.001,0.002,16444.0,5309.0,1.0
"beta_cos[Williams, Justin]",-0.235,0.167,-0.53,0.098,0.001,0.002,16130.0,6163.0,1.0
"beta_cos[Barrera, Luis]",-0.336,0.177,-0.675,-0.006,0.001,0.002,17001.0,5626.0,1.0
"beta_cos[Hager, Jake]",-0.274,0.188,-0.631,0.071,0.001,0.002,18053.0,5857.0,1.0
"beta_cos[Duffy, Matt]",-0.242,0.186,-0.588,0.101,0.001,0.003,18579.0,5613.0,1.0
"beta_cos[Neuse, Sheldon]",-0.221,0.186,-0.579,0.123,0.001,0.003,19053.0,6056.0,1.0
"beta_cos[Mathisen, Wyatt]",-0.222,0.189,-0.583,0.123,0.001,0.003,16596.0,5587.0,1.0
"beta_cos[Ohtani, Shohei]",-0.27,0.193,-0.622,0.102,0.001,0.003,18586.0,5315.0,1.0
"beta_cos[Bemboom, Anthony]",-0.269,0.19,-0.622,0.09,0.001,0.002,19565.0,5654.0,1.0
"beta_cos[Jones, JaCoby]",-0.452,0.134,-0.703,-0.194,0.001,0.002,15408.0,5659.0,1.0
"beta_cos[Palacios, Joshua]",-0.142,0.175,-0.477,0.177,0.001,0.002,18761.0,5241.0,1.0
"beta_cos[Young, Andrew]",-0.294,0.188,-0.651,0.059,0.001,0.003,16205.0,5478.0,1.0
"beta_cos[Musgrove, Joe]",-0.272,0.189,-0.614,0.101,0.001,0.003,16811.0,5556.0,1.0
"beta_cos[Blandino, Alex]",-0.271,0.189,-0.626,0.079,0.001,0.003,17697.0,5606.0,1.0
"beta_cos[Farmer, Kyle]",-0.269,0.185,-0.602,0.092,0.001,0.002,16518.0,5238.0,1.0
"beta_cos[Almora Jr., Albert]",-0.117,0.127,-0.358,0.109,0.001,0.002,18632.0,6222.0,1.0
"beta_cos[Inciarte, Ender]",-0.225,0.131,-0.471,0.015,0.001,0.002,16002.0,6237.0,1.0
"beta_cos[Azócar, José]",-0.225,0.157,-0.523,0.068,0.001,0.002,18607.0,5392.0,1.0
"beta_cos[Thompson, Trayce]",-0.402,0.155,-0.685,-0.109,0.001,0.002,16471.0,6202.0,1.0
"beta_cos[Kwan, Steven]",-0.205,0.137,-0.467,0.047,0.001,0.002,16310.0,6049.0,1.0
"beta_cos[Cabrera, Oswaldo]",-0.453,0.175,-0.785,-0.126,0.001,0.003,15647.0,4577.0,1.0
"beta_cos[Hicks, Aaron]",-0.296,0.114,-0.515,-0.084,0.001,0.001,16137.0,5947.0,1.0
"beta_cos[Velázquez, Nelson]",-0.19,0.164,-0.495,0.121,0.001,0.002,18389.0,5879.0,1.0
"beta_cos[Brennan, Will]",-0.235,0.186,-0.58,0.122,0.001,0.003,17825.0,5834.0,1.0
"beta_cos[Hensley, David]",-0.269,0.192,-0.617,0.102,0.001,0.003,20267.0,4654.0,1.0
"beta_cos[Vargas, Miguel]",-0.295,0.185,-0.629,0.076,0.001,0.003,18543.0,5017.0,1.0
"beta_cos[Bouchard, Sean]",-0.448,0.171,-0.77,-0.132,0.001,0.002,18875.0,5870.0,1.0
"beta_cos[Vavra, Terrin]",-0.285,0.189,-0.629,0.075,0.001,0.003,18184.0,5559.0,1.0
"beta_cos[Smith, Josh]",-0.218,0.181,-0.553,0.118,0.001,0.003,19713.0,5572.0,1.0
"beta_cos[Bleday, JJ]",-0.204,0.159,-0.497,0.095,0.001,0.002,16337.0,5475.0,1.0
"beta_cos[Carroll, Corbin]",-0.304,0.181,-0.637,0.043,0.001,0.002,18729.0,5596.0,1.0
