,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_speed[Arraez, Luis]",-18.276,1.369,-20.99,-15.906,0.012,0.016,14148.0,6117.0,1.0
"beta_speed[O'Neill, Tyler]",-20.052,1.086,-22.113,-18.015,0.009,0.015,14245.0,5691.0,1.0
"beta_speed[Fisher, Derek]",-16.799,1.432,-19.599,-14.213,0.012,0.017,15417.0,6019.0,1.0
"beta_speed[González, Erik]",-17.631,1.681,-20.699,-14.419,0.012,0.02,19675.0,5727.0,1.0
"beta_speed[Peraza, José]",-16.322,1.413,-18.996,-13.761,0.012,0.016,13424.0,6333.0,1.0
"beta_speed[Reyes, Pablo]",-17.89,1.43,-20.596,-15.319,0.012,0.016,14813.0,7009.0,1.0
"beta_speed[Heredia, Guillermo]",-18.292,1.093,-20.314,-16.218,0.01,0.014,12603.0,5536.0,1.0
"beta_speed[Holt, Brock]",-17.488,1.474,-20.159,-14.681,0.013,0.017,13756.0,6065.0,1.0
"beta_speed[Pirela, José]",-18.396,1.713,-21.584,-15.272,0.014,0.022,14350.0,5435.0,1.0
"beta_speed[Merrifield, Whit]",-17.781,1.075,-19.816,-15.811,0.01,0.013,12259.0,6003.0,1.0
"beta_speed[Bishop, Braden]",-19.37,1.559,-22.201,-16.302,0.012,0.018,15806.0,6121.0,1.0
"beta_speed[Alford, Anthony]",-17.099,1.295,-19.583,-14.753,0.012,0.014,12705.0,6609.0,1.0
"beta_speed[McKinney, Billy]",-18.366,1.233,-20.667,-16.024,0.011,0.015,13052.0,6124.0,1.0
"beta_speed[Locastro, Tim]",-17.622,1.141,-19.832,-15.563,0.009,0.014,14970.0,6318.0,1.0
"beta_speed[Gurriel Jr., Lourdes]",-17.595,0.945,-19.346,-15.79,0.008,0.01,13197.0,6303.0,1.0
"beta_speed[Santander, Anthony]",-18.781,0.958,-20.542,-16.966,0.008,0.012,13802.0,5533.0,1.0
"beta_speed[Berti, Jon]",-17.797,1.337,-20.261,-15.251,0.011,0.015,14024.0,6497.0,1.0
"beta_speed[Stubbs, Garrett]",-18.488,1.678,-21.638,-15.353,0.012,0.023,20235.0,5973.0,1.0
"beta_speed[Reyes, Victor]",-18.188,1.031,-20.226,-16.365,0.009,0.012,13391.0,6329.0,1.0
"beta_speed[Rios, Edwin]",-17.981,1.803,-21.39,-14.655,0.013,0.025,19638.0,5660.0,1.0
"beta_speed[Castellanos, Nick]",-18.658,0.871,-20.302,-17.039,0.008,0.011,12396.0,5663.0,1.0
"beta_speed[Davis, Johnny]",-18.138,1.796,-21.614,-14.809,0.013,0.026,20111.0,5276.0,1.0
"beta_speed[Phillips, Brett]",-20.352,1.22,-22.57,-18.005,0.011,0.015,12682.0,6185.0,1.0
"beta_speed[Grisham, Trent]",-16.967,0.913,-18.664,-15.23,0.008,0.011,13427.0,6134.0,1.0
"beta_speed[Vogt, Stephen]",-18.705,1.714,-21.796,-15.403,0.013,0.023,17331.0,5315.0,1.0
"beta_speed[Dickerson, Corey]",-15.53,0.962,-17.349,-13.767,0.008,0.011,13612.0,6245.0,1.0
"beta_speed[Camargo, Johan]",-18.405,1.606,-21.515,-15.501,0.012,0.02,16734.0,6323.0,1.0
"beta_speed[Williams, Mason]",-17.86,1.485,-20.727,-15.124,0.012,0.018,15734.0,6281.0,1.0
"beta_speed[Rodríguez, Sean]",-18.332,1.689,-21.527,-15.222,0.013,0.023,17892.0,4901.0,1.0
"beta_speed[Tauchman, Mike]",-19.154,1.19,-21.441,-16.953,0.011,0.014,12348.0,5663.0,1.0
"beta_speed[Slater, Austin]",-17.119,1.103,-19.139,-14.998,0.01,0.012,11915.0,6630.0,1.0
"beta_speed[Smith, Mallex]",-16.153,1.149,-18.383,-14.024,0.01,0.014,13354.0,5904.0,1.0
"beta_speed[Herrmann, Chris]",-17.986,1.774,-21.241,-14.606,0.013,0.027,19551.0,4801.0,1.0
"beta_speed[Upton, Justin]",-19.105,1.141,-21.291,-17.032,0.01,0.014,12697.0,6020.0,1.0
"beta_speed[Goodwin, Brian]",-17.598,1.007,-19.378,-15.575,0.009,0.012,11571.0,6190.0,1.0
"beta_speed[Ortega, Rafael]",-19.474,1.202,-21.73,-17.236,0.011,0.014,12557.0,5765.0,1.0
"beta_speed[Riley, Austin]",-18.003,1.378,-20.727,-15.552,0.012,0.015,14296.0,6346.0,1.0
"beta_speed[Reynolds, Bryan]",-17.479,0.865,-19.141,-15.896,0.008,0.01,12972.0,6393.0,1.0
"beta_speed[Davis, Jonathan]",-16.265,1.234,-18.519,-13.864,0.011,0.014,13403.0,6454.0,1.0
"beta_speed[Profar, Jurickson]",-18.459,1.051,-20.403,-16.504,0.009,0.011,13183.0,6685.0,1.0
"beta_speed[Dietrich, Derek]",-18.407,1.665,-21.585,-15.354,0.013,0.021,15989.0,5791.0,1.0
"beta_speed[Starling, Bubba]",-18.337,1.352,-20.915,-15.814,0.012,0.016,13346.0,5867.0,1.0
"beta_speed[Broxton, Keon]",-18.275,1.372,-20.72,-15.533,0.011,0.016,14265.0,5953.0,1.0
"beta_speed[O'Grady, Brian]",-17.947,1.56,-20.947,-15.139,0.012,0.02,15780.0,6111.0,1.0
"beta_speed[Stewart, DJ]",-17.901,1.179,-20.102,-15.723,0.01,0.013,12895.0,6696.0,1.0
"beta_speed[Bryant, Kris]",-20.143,1.246,-22.458,-17.782,0.01,0.015,14197.0,5855.0,1.0
"beta_speed[Court, Ryan]",-17.429,1.679,-20.692,-14.403,0.013,0.021,16465.0,5694.0,1.0
"beta_speed[Drury, Brandon]",-18.737,1.523,-21.766,-16.022,0.012,0.018,15018.0,6522.0,1.0
"beta_speed[Happ, Ian]",-18.201,0.978,-20.1,-16.424,0.009,0.012,12782.0,6188.0,1.0
"beta_speed[Mercado, Óscar]",-17.941,1.034,-19.986,-16.125,0.009,0.012,13260.0,6075.0,1.0
"beta_speed[Pederson, Joc]",-18.351,0.986,-20.162,-16.479,0.009,0.011,12857.0,6034.0,1.0
"beta_speed[Naquin, Tyler]",-17.99,0.948,-19.782,-16.264,0.008,0.012,15284.0,6037.0,1.0
"beta_speed[Martinez, J.D.]",-17.746,1.245,-20.093,-15.455,0.011,0.016,13564.0,6505.0,1.0
"beta_speed[Lorenzen, Michael]",-17.416,1.595,-20.3,-14.385,0.012,0.02,17809.0,6410.0,1.0
"beta_speed[Peterson, Jace]",-18.693,1.368,-21.188,-16.038,0.011,0.018,14409.0,5759.0,1.0
"beta_speed[Peralta, David]",-20.513,0.981,-22.276,-18.619,0.009,0.011,12248.0,6246.0,1.0
"beta_speed[Muñoz, Yairo]",-18.751,1.457,-21.43,-15.979,0.012,0.016,15283.0,6716.0,1.0
"beta_speed[Dyson, Jarrod]",-19.694,1.163,-21.811,-17.453,0.01,0.012,12486.0,6450.0,1.0
"beta_speed[Avelino, Abiatal]",-18.007,1.803,-21.321,-14.494,0.013,0.026,19851.0,5269.0,1.0
"beta_speed[Brosseau, Mike]",-17.335,1.588,-20.331,-14.427,0.012,0.021,18211.0,6152.0,1.0
"beta_speed[Daza, Yonathan]",-18.059,1.044,-20.032,-16.133,0.01,0.011,11665.0,6776.0,1.0
"beta_speed[Mejía, Francisco]",-18.091,1.787,-21.341,-14.588,0.013,0.024,17949.0,5707.0,1.0
"beta_speed[Garlick, Kyle]",-17.775,1.195,-20.004,-15.567,0.01,0.014,14865.0,6413.0,1.0
"beta_speed[Choo, Shin-Soo]",-18.392,1.188,-20.603,-16.143,0.01,0.014,13090.0,5882.0,1.0
"beta_speed[Rosario, Amed]",-18.769,1.585,-21.859,-15.874,0.012,0.021,16722.0,6235.0,1.0
"beta_speed[Altherr, Aaron]",-18.517,1.576,-21.499,-15.557,0.012,0.02,16139.0,6164.0,1.0
"beta_speed[Acuña Jr., Ronald]",-17.742,0.901,-19.405,-15.982,0.008,0.01,12954.0,6032.0,1.0
"beta_speed[Winker, Jesse]",-19.012,0.995,-20.876,-17.171,0.009,0.012,12467.0,5579.0,1.0
"beta_speed[Culberson, Charlie]",-17.958,1.4,-20.58,-15.382,0.011,0.018,14850.0,5755.0,1.0
"beta_speed[Negrón, Kristopher]",-18.502,1.558,-21.449,-15.629,0.013,0.018,14060.0,6065.0,1.0
"beta_speed[Castro, Harold]",-17.855,1.292,-20.193,-15.338,0.011,0.015,12924.0,6744.0,1.0
"beta_speed[Belt, Brandon]",-17.268,1.534,-20.169,-14.343,0.012,0.018,17710.0,6005.0,1.0
"beta_speed[Alberto, Hanser]",-17.526,1.616,-20.566,-14.497,0.012,0.022,18164.0,5183.0,1.0
"beta_speed[Bruce, Jay]",-18.857,1.361,-21.537,-16.435,0.011,0.016,14777.0,6293.0,1.0
"beta_speed[Verdugo, Alex]",-16.066,0.831,-17.601,-14.527,0.007,0.01,13328.0,5655.0,1.0
"beta_speed[Beckham, Tim]",-16.56,1.512,-19.441,-13.78,0.012,0.017,15013.0,6310.0,1.0
"beta_speed[Cabrera, Melky]",-18.379,1.288,-20.777,-15.939,0.011,0.016,14022.0,5955.0,1.0
"beta_speed[Kingery, Scott]",-20.303,1.384,-23.041,-17.8,0.012,0.016,14093.0,5737.0,1.0
"beta_speed[Jay, Jon]",-17.969,1.364,-20.447,-15.375,0.012,0.016,13388.0,5944.0,1.0
"beta_speed[Velasquez, Vince]",-18.162,1.74,-21.554,-15.032,0.013,0.024,18983.0,5428.0,1.0
"beta_speed[Renfroe, Hunter]",-19.717,0.98,-21.515,-17.859,0.009,0.011,12170.0,6536.0,1.0
"beta_speed[Osuna, José]",-17.773,1.47,-20.468,-14.926,0.011,0.017,16601.0,6448.0,1.0
"beta_speed[Yelich, Christian]",-19.482,0.981,-21.352,-17.687,0.008,0.012,14345.0,5804.0,1.0
"beta_speed[Goodrum, Niko]",-16.711,1.339,-19.315,-14.309,0.01,0.016,16353.0,5980.0,1.0
"beta_speed[Smith, Dominic]",-18.346,1.192,-20.54,-16.086,0.01,0.015,13437.0,6091.0,1.0
"beta_speed[Williams, Nick]",-17.601,1.418,-20.212,-14.939,0.011,0.016,15994.0,6645.0,1.0
"beta_speed[Santana, Danny]",-19.108,1.301,-21.601,-16.738,0.012,0.016,12728.0,6363.0,1.0
"beta_speed[Garcia, Greg]",-17.978,1.764,-21.148,-14.481,0.014,0.024,16916.0,5338.0,1.0
"beta_speed[Freeman, Mike]",-18.764,1.6,-21.71,-15.765,0.013,0.019,16080.0,6111.0,1.0
"beta_speed[Urshela, Gio]",-18.091,1.757,-21.64,-15.023,0.014,0.024,16941.0,5156.0,1.0
"beta_speed[Saladino, Tyler]",-18.433,1.72,-21.674,-15.19,0.013,0.022,16362.0,5517.0,1.0
"beta_speed[Hampson, Garrett]",-18.191,1.133,-20.281,-16.105,0.009,0.012,14476.0,6623.0,1.0
"beta_speed[Dahl, David]",-16.95,1.108,-19.004,-14.864,0.01,0.013,12370.0,6599.0,1.0
"beta_speed[Vargas, Ildemaro]",-18.235,1.745,-21.437,-14.872,0.014,0.025,16637.0,4895.0,1.0
"beta_speed[Martínez, José A.]",-17.383,1.256,-19.621,-14.938,0.011,0.014,13257.0,6670.0,1.0
"beta_speed[Williamson, Mac]",-18.74,1.456,-21.427,-15.979,0.012,0.018,14816.0,5822.0,1.0
"beta_speed[Gallo, Joey]",-18.919,0.956,-20.759,-17.192,0.008,0.011,14658.0,6795.0,1.0
"beta_speed[Tilson, Charlie]",-16.643,1.316,-19.213,-14.276,0.012,0.016,12949.0,5571.0,1.0
"beta_speed[Parker, Jarrett]",-17.074,1.656,-20.296,-14.103,0.012,0.02,19286.0,6137.0,1.0
"beta_speed[Austin, Tyler]",-17.274,1.499,-20.066,-14.428,0.012,0.017,14615.0,6374.0,1.0
"beta_speed[Gore, Terrance]",-18.318,1.62,-21.35,-15.25,0.012,0.02,17929.0,6257.0,1.0
"beta_speed[Canha, Mark]",-19.884,0.979,-21.811,-18.126,0.009,0.012,12549.0,5798.0,1.0
"beta_speed[Gómez, Carlos]",-18.033,1.459,-20.776,-15.258,0.011,0.018,16482.0,6284.0,1.0
"beta_speed[Biggio, Cavan]",-17.427,1.411,-20.041,-14.712,0.012,0.016,14436.0,5812.0,1.0
"beta_speed[Puello, César]",-17.46,1.387,-19.996,-14.775,0.012,0.015,14055.0,7071.0,1.0
"beta_speed[Bonifacio, Jorge]",-17.664,1.38,-20.261,-15.106,0.012,0.016,14021.0,6339.0,1.0
"beta_speed[Joyce, Matt]",-17.465,1.225,-19.775,-15.183,0.01,0.014,14036.0,6626.0,1.0
"beta_speed[Pence, Hunter]",-17.646,1.352,-20.218,-15.13,0.011,0.016,16299.0,6059.0,1.0
"beta_speed[González, Carlos]",-18.718,1.467,-21.496,-15.983,0.012,0.016,15409.0,6450.0,1.0
"beta_speed[Santana, Domingo]",-18.624,1.189,-20.784,-16.348,0.01,0.014,13205.0,6034.0,1.0
"beta_speed[Newman, Kevin]",-18.117,1.783,-21.428,-14.635,0.013,0.025,18742.0,5153.0,1.0
"beta_speed[McCutchen, Andrew]",-19.815,1.074,-21.853,-17.83,0.009,0.013,14310.0,5981.0,1.0
"beta_speed[Lowe, Brandon]",-17.869,1.451,-20.556,-15.163,0.012,0.016,14434.0,6695.0,1.0
"beta_speed[Owings, Chris]",-18.616,1.494,-21.444,-15.877,0.012,0.017,15202.0,6811.0,1.0
"beta_speed[Astudillo, Willians]",-17.667,1.67,-20.784,-14.499,0.012,0.023,17908.0,5622.0,1.0
"beta_speed[Swihart, Blake]",-16.934,1.504,-19.78,-14.197,0.012,0.017,15836.0,6736.0,1.0
"beta_speed[Adrianza, Ehire]",-17.221,1.418,-19.894,-14.532,0.011,0.017,16220.0,6155.0,1.0
"beta_speed[Urena, Richard]",-18.157,1.79,-21.581,-14.82,0.015,0.026,15061.0,5127.0,1.0
"beta_speed[Pearce, Steve]",-18.227,1.742,-21.306,-14.843,0.013,0.024,18092.0,5533.0,1.0
"beta_speed[Delmonico, Nicky]",-17.483,1.465,-20.27,-14.816,0.012,0.018,14849.0,5936.0,1.0
"beta_speed[Murphy, Tom]",-17.743,1.764,-20.954,-14.412,0.013,0.023,18067.0,5926.0,1.0
"beta_speed[O'Brien, Peter]",-17.929,1.601,-20.832,-14.921,0.012,0.021,16712.0,5348.0,1.0
"beta_speed[Eaton, Adam]",-16.925,0.906,-18.559,-15.179,0.008,0.01,11447.0,6165.0,1.0
"beta_speed[Pérez, Hernán]",-17.847,1.525,-20.791,-15.071,0.012,0.018,15379.0,6391.0,1.0
"beta_speed[Gerber, Mike]",-17.748,1.678,-20.891,-14.595,0.013,0.021,16715.0,6239.0,1.0
"beta_speed[Zobrist, Ben]",-18.142,1.54,-21.157,-15.4,0.013,0.018,13503.0,6130.0,1.0
"beta_speed[Davis, Khris]",-17.554,1.7,-20.611,-14.214,0.013,0.023,17253.0,5747.0,1.0
"beta_speed[Schebler, Scott]",-17.872,1.531,-20.73,-14.957,0.013,0.018,13948.0,6110.0,1.0
"beta_speed[Solarte, Yangervis]",-18.096,1.672,-21.184,-14.98,0.013,0.022,16052.0,5224.0,1.0
"beta_speed[Rondon, José]",-17.72,1.655,-20.942,-14.748,0.013,0.021,17326.0,5991.0,1.0
"beta_speed[Galloway, Isaac]",-18.443,1.618,-21.448,-15.373,0.012,0.019,18168.0,5920.0,1.0
"beta_speed[Estrada, Thairo]",-17.212,1.52,-20.011,-14.33,0.012,0.017,15575.0,6469.0,1.0
"beta_speed[Peterson, Dustin]",-18.084,1.62,-21.117,-15.017,0.011,0.025,19907.0,4777.0,1.0
"beta_speed[Moran, Colin]",-17.994,1.749,-21.374,-14.849,0.013,0.023,17235.0,5657.0,1.0
"beta_speed[Shuck, JB]",-17.873,1.565,-20.666,-14.834,0.013,0.019,15694.0,6308.0,1.0
"beta_speed[Kemp, Matt]",-17.51,1.563,-20.574,-14.722,0.012,0.019,15759.0,6027.0,1.0
"beta_speed[Martin, Jason]",-17.583,1.292,-20.061,-15.215,0.01,0.014,15270.0,6588.0,1.0
"beta_speed[Bourjos, Peter]",-18.694,1.65,-21.917,-15.686,0.013,0.021,16658.0,5673.0,1.0
"beta_speed[Brito, Sócrates]",-18.604,1.548,-21.452,-15.642,0.012,0.018,15894.0,6403.0,1.0
"beta_speed[Herrera, Rosell]",-18.286,1.456,-21.05,-15.571,0.012,0.018,14823.0,5439.0,1.0
"beta_speed[Joe, Connor]",-18.425,1.196,-20.636,-16.209,0.01,0.014,14509.0,6158.0,1.0
"beta_speed[Zagunis, Mark]",-17.725,1.667,-20.814,-14.564,0.012,0.023,19521.0,5483.0,1.0
"beta_speed[Jackson, Drew]",-18.158,1.73,-21.298,-14.814,0.012,0.023,19772.0,5568.0,1.0
"beta_speed[Margot, Manuel]",-17.418,0.962,-19.235,-15.587,0.009,0.012,11430.0,5741.0,1.0
"beta_speed[Arozarena, Randy]",-19.222,1.02,-21.203,-17.384,0.01,0.012,11417.0,6288.0,1.0
"beta_speed[Duggar, Steven]",-16.321,1.038,-18.231,-14.354,0.009,0.012,12702.0,5960.0,1.0
"beta_speed[Carlson, Dylan]",-19.481,1.028,-21.439,-17.595,0.009,0.012,11825.0,5594.0,1.0
"beta_speed[White, Eli]",-17.841,1.23,-20.168,-15.593,0.011,0.014,12756.0,5859.0,1.0
"beta_speed[Solak, Nick]",-17.127,1.261,-19.522,-14.842,0.011,0.014,13883.0,6778.0,1.0
"beta_speed[Aquino, Aristides]",-17.922,1.086,-19.991,-15.898,0.01,0.013,12682.0,6181.0,1.0
"beta_speed[Hays, Austin]",-18.625,0.941,-20.441,-16.874,0.008,0.011,13834.0,6252.0,1.0
"beta_speed[Sierra, Magneuris]",-17.706,1.214,-19.961,-15.411,0.01,0.014,13958.0,6571.0,1.0
"beta_speed[Engel, Adam]",-18.408,1.104,-20.456,-16.307,0.01,0.013,13027.0,6097.0,1.0
"beta_speed[Akiyama, Shogo]",-18.644,1.307,-21.087,-16.219,0.011,0.014,13046.0,6382.0,1.0
"beta_speed[Edman, Tommy]",-18.498,1.309,-20.882,-15.984,0.011,0.015,14207.0,6408.0,1.0
"beta_speed[Chavis, Michael]",-16.83,1.533,-19.645,-13.897,0.012,0.018,16785.0,6745.0,1.0
"beta_speed[Marmolejos, José]",-18.06,1.447,-20.804,-15.468,0.012,0.017,14725.0,6174.0,1.0
"beta_speed[Riddle, JT]",-17.758,1.433,-20.416,-15.06,0.012,0.016,13595.0,6289.0,1.0
"beta_speed[Lin, Tzu-Wei]",-17.938,1.565,-20.83,-14.985,0.012,0.018,17575.0,6445.0,1.0
"beta_speed[Smith, Pavin]",-18.181,1.133,-20.296,-16.09,0.01,0.013,13459.0,6216.0,1.0
"beta_speed[Mountcastle, Ryan]",-17.038,1.309,-19.542,-14.626,0.011,0.015,15092.0,6079.0,1.0
"beta_speed[Oliva, Jared]",-18.213,1.475,-21.072,-15.584,0.012,0.017,14717.0,6414.0,1.0
"beta_speed[Heath, Nick]",-18.819,1.604,-21.679,-15.63,0.012,0.02,17816.0,6020.0,1.0
"beta_speed[Taylor, Michael A.]",-16.954,0.887,-18.555,-15.238,0.008,0.01,11746.0,6245.0,1.0
"beta_speed[Moniak, Mickey]",-19.023,1.409,-21.818,-16.524,0.011,0.016,15800.0,6687.0,1.0
"beta_speed[Fraley, Jake]",-18.161,1.148,-20.339,-16.035,0.009,0.013,14592.0,6389.0,1.0
"beta_speed[Robertson, Daniel]",-18.011,1.774,-21.523,-14.879,0.013,0.022,17388.0,5794.0,1.0
"beta_speed[Ruf, Darin]",-17.218,1.282,-19.575,-14.738,0.011,0.014,13905.0,5572.0,1.0
"beta_speed[Olivares, Edward]",-16.926,1.181,-19.088,-14.64,0.01,0.014,13484.0,6270.0,1.0
"beta_speed[Fuentes, Joshua]",-17.983,1.84,-21.436,-14.55,0.015,0.025,15117.0,5286.0,1.0
"beta_speed[Frazier, Adam]",-19.147,1.441,-21.793,-16.395,0.012,0.017,14281.0,6024.0,1.0
"beta_speed[Tsutsugo, Yoshi]",-17.502,1.397,-20.165,-14.877,0.012,0.016,14363.0,6504.0,1.0
"beta_speed[Brinson, Lewis]",-18.931,1.128,-21.149,-16.952,0.01,0.013,12228.0,6296.0,1.0
"beta_speed[Andujar, Miguel]",-18.868,1.363,-21.448,-16.362,0.011,0.016,14267.0,6539.0,1.0
"beta_speed[Demeritte, Travis]",-16.733,1.157,-18.979,-14.634,0.01,0.013,12904.0,6363.0,1.0
"beta_speed[Ravelo, Rangel]",-17.398,1.658,-20.478,-14.288,0.012,0.02,18284.0,5656.0,1.0
"beta_speed[Taylor, Tyrone]",-18.056,1.13,-20.138,-15.887,0.01,0.013,13789.0,5929.0,1.0
"beta_speed[Basabe, Luis Alexander]",-18.243,1.677,-21.464,-15.239,0.012,0.023,18062.0,5776.0,1.0
"beta_speed[Thaiss, Matt]",-17.879,1.81,-21.361,-14.545,0.013,0.026,19948.0,5248.0,1.0
"beta_speed[Varsho, Daulton]",-18.781,1.107,-20.92,-16.774,0.01,0.013,12582.0,6272.0,1.0
"beta_speed[Souza Jr., Steven]",-16.819,1.419,-19.543,-14.227,0.012,0.016,15075.0,6548.0,1.0
"beta_speed[Walker, Neil]",-17.917,1.778,-21.133,-14.35,0.013,0.025,19834.0,5390.0,1.0
"beta_speed[Strange-Gordon, Dee]",-18.57,1.559,-21.415,-15.609,0.012,0.019,15812.0,6290.0,1.0
"beta_speed[Barreto, Franklin]",-18.165,1.76,-21.388,-14.773,0.012,0.024,20936.0,5404.0,1.0
"beta_speed[Rooker, Brent]",-18.077,1.309,-20.608,-15.719,0.011,0.017,14491.0,5475.0,1.0
"beta_speed[Haggerty, Sam]",-18.383,1.37,-20.969,-15.834,0.012,0.015,13320.0,6758.0,1.0
"beta_speed[Harrison, Josh]",-17.241,1.448,-19.951,-14.54,0.012,0.018,14017.0,6247.0,1.0
"beta_speed[Dozier, Hunter]",-18.866,1.171,-21.111,-16.707,0.01,0.014,14354.0,6071.0,1.0
"beta_speed[Payton, Mark]",-18.153,1.553,-21.032,-15.168,0.013,0.017,14924.0,6419.0,1.0
"beta_speed[Mathias, Mark]",-18.53,1.658,-21.582,-15.32,0.013,0.022,15071.0,5586.0,1.0
"beta_speed[Pillar, Kevin]",-16.504,0.932,-18.305,-14.817,0.008,0.01,12422.0,6157.0,1.0
"beta_speed[Pache, Cristian]",-16.523,1.194,-18.712,-14.272,0.01,0.012,14629.0,6020.0,1.0
"beta_speed[Valaika, Pat]",-17.564,1.603,-20.579,-14.551,0.012,0.019,17570.0,6405.0,1.0
"beta_speed[Zimmer, Bradley]",-17.54,1.184,-19.763,-15.305,0.01,0.013,14341.0,6724.0,1.0
"beta_speed[González, Luis]",-17.066,1.201,-19.24,-14.743,0.011,0.014,12771.0,6140.0,1.0
"beta_speed[Mateo, Jorge]",-18.932,1.626,-22.107,-16.017,0.013,0.02,16713.0,6063.0,1.0
"beta_speed[Velazquez, Andrew]",-18.094,1.761,-21.31,-14.809,0.012,0.023,20881.0,5896.0,1.0
"beta_speed[Refsnyder, Rob]",-18.254,1.268,-20.621,-15.819,0.011,0.015,13647.0,6074.0,1.0
"beta_speed[Mullins, Cedric]",-16.373,0.857,-17.997,-14.801,0.007,0.01,14088.0,6389.0,1.0
"beta_speed[Almonte, Abraham]",-17.754,1.318,-20.256,-15.251,0.011,0.015,15281.0,6694.0,1.0
"beta_speed[Mejia, Erick]",-18.502,1.574,-21.526,-15.687,0.012,0.021,15885.0,5789.0,1.0
"beta_speed[Johnson, Daniel]",-18.885,1.52,-21.829,-16.101,0.013,0.02,13715.0,6180.0,1.0
"beta_speed[Evans, Phillip]",-16.82,1.384,-19.387,-14.226,0.012,0.015,12464.0,5838.0,1.0
"beta_speed[Marte, Starling]",-17.076,0.872,-18.684,-15.435,0.008,0.01,12102.0,6303.0,1.0
"beta_speed[Cordero, Franchy]",-16.871,1.227,-19.078,-14.466,0.01,0.015,14735.0,5894.0,1.0
"beta_speed[García, Adolis]",-17.945,0.988,-19.862,-16.141,0.009,0.011,13114.0,6083.0,1.0
"beta_speed[Reyes, Franmil]",-18.403,1.247,-20.72,-16.054,0.011,0.015,13989.0,6243.0,1.0
"beta_speed[McCarthy, Joe]",-17.493,1.731,-20.921,-14.349,0.013,0.024,16439.0,5209.0,1.0
"beta_speed[Bonifácio, Emilio]",-18.08,1.788,-21.461,-14.776,0.013,0.025,17882.0,5224.0,1.0
"beta_speed[Hoerner, Nico]",-17.848,1.693,-21.049,-14.695,0.013,0.022,17410.0,5387.0,1.0
"beta_speed[Marisnick, Jake]",-18.748,1.205,-21.014,-16.54,0.011,0.014,12369.0,6302.0,1.0
"beta_speed[Schrock, Max]",-18.381,1.521,-21.138,-15.433,0.012,0.018,15991.0,6043.0,1.0
"beta_speed[Ramos, Henry]",-18.58,1.584,-21.462,-15.556,0.013,0.019,16054.0,6054.0,1.0
"beta_speed[Haase, Eric]",-17.669,1.447,-20.247,-14.812,0.011,0.017,16105.0,6972.0,1.0
"beta_speed[Miller, Brian]",-18.115,1.778,-21.337,-14.692,0.013,0.025,20119.0,5197.0,1.0
"beta_speed[Gordon, Nick]",-17.568,1.189,-19.791,-15.33,0.01,0.016,13434.0,4701.0,1.0
"beta_speed[Isbel, Kyle]",-19.343,1.287,-21.808,-17.007,0.011,0.015,14685.0,6425.0,1.0
"beta_speed[Deichmann, Greg]",-18.266,1.637,-21.411,-15.338,0.012,0.021,18083.0,6185.0,1.0
"beta_speed[Nevin, Tyler]",-17.085,1.565,-20.076,-14.18,0.012,0.021,17228.0,5616.0,1.0
"beta_speed[Bell, Josh]",-17.931,1.645,-21.023,-14.927,0.013,0.021,16270.0,5773.0,1.0
"beta_speed[McKenna, Ryan]",-14.601,1.038,-16.655,-12.756,0.009,0.012,12103.0,6381.0,1.0
"beta_speed[Peters, DJ]",-18.573,1.354,-21.148,-16.108,0.012,0.016,12691.0,6311.0,1.0
"beta_speed[Castro, Willi]",-18.191,1.246,-20.433,-15.74,0.01,0.015,14921.0,5563.0,1.0
"beta_speed[Lagares, Juan]",-18.291,1.12,-20.35,-16.146,0.011,0.014,11068.0,5641.0,1.0
"beta_speed[Hernandez, Yadiel]",-17.644,1.123,-19.752,-15.549,0.01,0.013,13920.0,6147.0,1.0
"beta_speed[Friedl, TJ]",-18.157,1.332,-20.559,-15.645,0.011,0.014,15302.0,6546.0,1.0
"beta_speed[Herrera, Odúbel]",-17.243,1.038,-19.186,-15.332,0.009,0.011,13800.0,6224.0,1.0
"beta_speed[Stephenson, Tyler]",-16.842,1.768,-20.259,-13.602,0.013,0.025,17267.0,5661.0,1.0
"beta_speed[Rojas, Jose]",-16.378,1.352,-18.976,-13.896,0.011,0.016,15149.0,5731.0,1.0
"beta_speed[McCormick, Chas]",-16.652,1.049,-18.533,-14.606,0.01,0.011,12208.0,6861.0,1.0
"beta_speed[Nootbaar, Lars]",-19.67,1.216,-21.965,-17.353,0.01,0.015,14937.0,5814.0,1.0
"beta_speed[Wisdom, Patrick]",-17.351,1.382,-19.963,-14.752,0.012,0.016,14079.0,5967.0,1.0
"beta_speed[Hamilton, Billy]",-18.106,1.226,-20.502,-15.89,0.01,0.013,13816.0,6550.0,1.0
"beta_speed[DeShields, Delino]",-18.387,1.185,-20.571,-16.104,0.011,0.014,12647.0,6521.0,1.0
"beta_speed[Baddoo, Akil]",-17.888,1.062,-19.857,-15.846,0.009,0.012,13749.0,6843.0,1.0
"beta_speed[Wong, Kean]",-16.923,1.496,-19.655,-14.078,0.012,0.018,15433.0,6721.0,1.0
"beta_speed[Meyers, Jake]",-19.119,1.306,-21.538,-16.694,0.011,0.015,14321.0,6170.0,1.0
"beta_speed[Lux, Gavin]",-15.883,1.312,-18.323,-13.409,0.011,0.015,14660.0,6154.0,1.0
